"I","PI0","PI1","QI","LI","TI"
159,36.16,36.16,20,11,6
160,36,36,25,11,6
161,35.91,35.91,20,11,6
162,35.66,35.66,20,11,6
163,35.41,35.41,20,11,6
164,35.16,35.16,20,11,6
165,35,35,11.1,11,6
166,33.01,33.01,25,11,6
167,32.86,32.86,17,11,6
168,32,32,50,11,6
169,31.02,31.02,25,11,6
170,31,31,50,11,6
171,30.62,30.62,0.8,11,6
172,30.1,30.1,3.7,11,6
173,30,30,133,11,6
174,29,29,0.6,11,6
175,27.56,27.56,1.4,11,6
176,25,25,695.1,11,6
177,24.9,24.9,9.7,11,6
178,23.5,23.5,190,11,6
179,21,21,99,11,6
180,20.13,20.13,52,11,6
181,20.1,20.1,190,11,6
182,20,20,201.8,11,6
183,19.99,19.99,73,11,6
184,18,18,1.8,11,6
185,17.13,17.13,52,11,6
186,17,17,90,11,6
187,16,16,138,11,6
188,15.66,15.66,35.9,11,6
189,15.13,15.13,52,11,6
190,15,15,72.8,11,6
191,14.99,14.99,280,11,6
192,14,14,138,11,6
193,12,12,138,11,6
194,10.41,10.41,35.9,11,6
195,10,10,264,11,6
196,9.5,9.5,200,11,6
197,9,9,138,11,6
198,5.16,5.16,35.9,11,6
199,5,5,98.1,11,6
200,2,2,10,11,6
201,1.5,1.5,3.2,11,6
202,1,1,54.1,11,6
203,0.5,0.5,53,11,6
204,0.1,0.1,72.9,11,6
205,0,0,7674,11,6
206,180.3,180.3,11949.1,11,7
207,180,180,15.9,11,7
208,150,150,9.7,11,7
209,140,140,6.6,11,7
210,130,130,6.8,11,7
211,120,120,391.2,11,7
212,110,110,166.8,11,7
213,100,100,317,11,7
214,95,95,0.3,11,7
215,90.5,90.5,676.8,11,7
216,90,90,686.3,11,7
217,83,83,0.1,11,7
218,80,80,6.4,11,7
219,77.83,77.83,13.4,11,7
220,76.9,76.9,49.9,11,7
221,75,75,112.2,11,7
222,71.9,71.9,40,11,7
223,70,70,4.6,11,7
224,66.9,66.9,29.9,11,7
225,65.75,65.75,8,11,7
226,64.99,64.99,200,11,7
227,61.9,61.9,20,11,7
228,60.75,60.75,7.9,11,7
229,60,60,69,11,7
230,58.75,58.75,3.8,11,7
231,58.04,58.04,0.1,11,7
232,56.9,56.9,9.9,11,7
233,55,55,6.5,11,7
234,54.98,54.98,300,11,7
235,54.13,54.13,79.7,11,7
236,54,54,207,11,7
237,52.13,52.13,59.7,11,7
238,50.13,50.13,59.7,11,7
239,50,50,36.7,11,7
240,49.17,49.17,96.2,11,7
241,49.01,49.01,18.6,11,7
242,48.13,48.13,59.7,11,7
243,46.9,46.9,22,11,7
244,46.13,46.13,59.7,11,7
245,46.11,46.11,45.2,11,7
246,46,46,25,11,7
247,45.9,45.9,21.9,11,7
248,45.5,45.5,30,11,7
249,44.9,44.9,21.9,11,7
250,44.17,44.17,95,11,7
251,43.9,43.9,22,11,7
252,42.9,42.9,22,11,7
253,42.5,42.5,30,11,7
254,42.4,42.4,20,11,7
255,42.35,42.35,91.8,11,7
256,42.19,42.19,0.9,11,7
257,41.9,41.9,22,11,7
258,41.13,41.13,79.7,11,7
259,40.9,40.9,22,11,7
260,40,40,0.4,11,7
261,39.9,39.9,22,11,7
262,39.4,39.4,20,11,7
263,38.9,38.9,22,11,7
264,38,38,50,11,7
265,37.9,37.9,22,11,7
266,37.4,37.4,10,11,7
267,36.9,36.9,22,11,7
268,36.65,36.65,22,11,7
269,36.4,36.4,22,11,7
270,36.15,36.15,22,11,7
271,35.9,35.9,22,11,7
272,35.3,35.3,4.4,11,7
273,35.27,35.27,1,11,7
274,35,35,1.7,11,7
275,31.74,31.74,1.4,11,7
276,30,30,164.3,11,7
277,25,25,473.4,11,7
278,24,24,50,11,7
279,23.5,23.5,190,11,7
280,21,21,99,11,7
281,20.13,20.13,52,11,7
282,20.1,20.1,190,11,7
283,20,20,201.1,11,7
284,19.99,19.99,73,11,7
285,18,18,2.1,11,7
286,17.13,17.13,52,11,7
287,17,17,90,11,7
288,16.4,16.4,35.9,11,7
289,16,16,138,11,7
290,15.13,15.13,52,11,7
291,15,15,72.8,11,7
292,14.99,14.99,280,11,7
293,14,14,138,11,7
294,12,12,138,11,7
295,11.15,11.15,35.9,11,7
296,10,10,263.3,11,7
297,9.5,9.5,200,11,7
298,9,9,138,11,7
299,5.9,5.9,35.9,11,7
300,5,5,98.1,11,7
301,2,2,10,11,7
302,1.5,1.5,2.9,11,7
303,1,1,59.9,11,7
304,0.5,0.5,113,11,7
305,0.4,0.4,9.6,11,7
306,0.1,0.1,70.9,11,7
307,0,0,7970.8,11,7
308,180.3,180.3,14493.4,11,8
309,180,180,17.9,11,8
310,150,150,12.3,11,8
311,140,140,8.6,11,8
312,130,130,7.3,11,8
313,128.09,128.09,116.3,11,8
314,120,120,403.2,11,8
315,110,110,59,11,8
316,100.51,100.51,601,11,8
317,100,100,332.1,11,8
318,97,97,0.2,11,8
319,92,92,0.1,11,8
320,90.37,90.37,16.5,11,8
321,90,90,713.9,11,8
322,89.09,89.09,50,11,8
323,84.09,84.09,40,11,8
324,83,83,0.2,11,8
325,80,80,12.1,11,8
326,79.09,79.09,30,11,8
327,75,75,139.5,11,8
328,74.09,74.09,20,11,8
329,70,70,0.9,11,8
330,69.09,69.09,10,11,8
331,67.84,67.84,0.1,11,8
332,65.75,65.75,7.1,11,8
333,65,65,25,11,8
334,64.99,64.99,200,11,8
335,60.19,60.19,113.9,11,8
336,60,60,70,11,8
337,59.09,59.09,25,11,8
338,58.09,58.09,25,11,8
339,57.75,57.75,7.1,11,8
340,57.09,57.09,25,11,8
341,56.09,56.09,25,11,8
342,56,56,25,11,8
343,55.19,55.19,82.5,11,8
344,55.09,55.09,25,11,8
345,55,55,132.7,11,8
346,54.98,54.98,300,11,8
347,54.09,54.09,25,11,8
348,53.09,53.09,25,11,8
349,52.09,52.09,25,11,8
350,51.11,51.11,0.8,11,8
351,51.09,51.09,25,11,8
352,51,51,50,11,8
353,50.6,50.6,30,11,8
354,50.09,50.09,25,11,8
355,50,50,13.4,11,8
356,49.94,49.94,89,11,8
357,49.09,49.09,25,11,8
358,49.01,49.01,22.4,11,8
359,48.84,48.84,25,11,8
360,48.59,48.59,25,11,8
361,48.34,48.34,25,11,8
362,48.09,48.09,25,11,8
363,47.94,47.94,66.7,11,8
364,47.6,47.6,30,11,8
365,47.01,47.01,25,11,8
366,45.94,45.94,66.7,11,8
367,45.75,45.75,7.6,11,8
368,45.02,45.02,25,11,8
369,45,45,0.6,11,8
370,42.4,42.4,20,11,8
371,42.34,42.34,11.2,11,8
372,42.08,42.08,1.1,11,8
373,41.94,41.94,66.7,11,8
374,40.9,40.9,4.3,11,8
375,39.94,39.94,66.7,11,8
376,39.4,39.4,20,11,8
377,37.94,37.94,89,11,8
378,37.87,37.87,1.4,11,8
379,37.4,37.4,10,11,8
380,35,35,11.5,11,8
381,33,33,4.9,11,8
382,32,32,50,11,8
383,30,30,134,11,8
384,28.59,28.59,36,11,8
385,28,28,3.5,11,8
386,25,25,470.5,11,8
387,23.5,23.5,190,11,8
388,23.34,23.34,36,11,8
389,23,23,2,11,8
390,22,22,50,11,8
391,20.13,20.13,52,11,8
392,20.1,20.1,190,11,8
393,20,20,198,11,8
394,19.99,19.99,73,11,8
395,19,19,14,11,8
396,18.09,18.09,36,11,8
397,18,18,4,11,8
398,17.13,17.13,52,11,8
399,17,17,90,11,8
400,16,16,138,11,8
401,15.13,15.13,52,11,8
402,15,15,72,11,8
403,14.99,14.99,280,11,8
404,14,14,138,11,8
405,12,12,138,11,8
406,10,10,242.6,11,8
407,9.5,9.5,200,11,8
408,9,9,138,11,8
409,5,5,98.1,11,8
410,2,2,10,11,8
411,1.5,1.5,2,11,8
412,1,1,64.6,11,8
413,0.5,0.5,292.5,11,8
414,0.4,0.4,9.6,11,8
415,0.1,0.1,69.9,11,8
416,0,0,9522.2,11,8
417,180.3,180.3,16056,11,9
418,180,180,21.5,11,9
419,150,150,12.9,11,9
420,140,140,9.7,11,9
421,130,130,7.7,11,9
422,128.09,128.09,133.2,11,9
423,120,120,354.2,11,9
424,110,110,232.9,11,9
425,100.17,100.17,415,11,9
426,100,100,377.2,11,9
427,99.17,99.17,50,11,9
428,97,97,0.8,11,9
429,94.17,94.17,40,11,9
430,94,94,0.6,11,9
431,93.06,93.06,20.9,11,9
432,92,92,0.6,11,9
433,90,90,725.3,11,9
434,89.17,89.17,30,11,9
435,85,85,0.2,11,9
436,84.17,84.17,20,11,9
437,83,83,0.2,11,9
438,80,80,214.3,11,9
439,79.17,79.17,10,11,9
440,75,75,144,11,9
441,71.1,71.1,7.6,11,9
442,70.77,70.77,0.2,11,9
443,70,70,133.5,11,9
444,69.17,69.17,25.9,11,9
445,68.17,68.17,25.9,11,9
446,67.17,67.17,25.9,11,9
447,66.17,66.17,26,11,9
448,65.17,65.17,26,11,9
449,65,65,25,11,9
450,64.99,64.99,200,11,9
451,64.17,64.17,26,11,9
452,63.17,63.17,26,11,9
453,63.1,63.1,7.6,11,9
454,62.17,62.17,26,11,9
455,61.17,61.17,26,11,9
456,61,61,125,11,9
457,60.17,60.17,26,11,9
458,60,60,71,11,9
459,59.17,59.17,26,11,9
460,58.92,58.92,26,11,9
461,58.67,58.67,26,11,9
462,58.42,58.42,26,11,9
463,58.17,58.17,26,11,9
464,57.31,57.31,97.3,11,9
465,57.3,57.3,0.8,11,9
466,57,57,50,11,9
467,56,56,25,11,9
468,54.98,54.98,300,11,9
469,53.31,53.31,73,11,9
470,53.01,53.01,25,11,9
471,52.35,52.35,30,11,9
472,51.31,51.31,73,11,9
473,51.1,51.1,9.9,11,9
474,51.02,51.02,25,11,9
475,50.31,50.31,73,11,9
476,50,50,14.5,11,9
477,49.35,49.35,30,11,9
478,49.31,49.31,73,11,9
479,49.01,49.01,26.5,11,9
480,48.31,48.31,97.3,11,9
481,47.5,47.5,4.4,11,9
482,42.91,42.91,1.1,11,9
483,42.4,42.4,20,11,9
484,42.34,42.34,19.8,11,9
485,40,40,5.4,11,9
486,39.4,39.4,20,11,9
487,39.09,39.09,7.5,11,9
488,39,39,0.7,11,9
489,38.67,38.67,36.6,11,9
490,37.4,37.4,10,11,9
491,36,36,50,11,9
492,35,35,5.2,11,9
493,33.42,33.42,36.6,11,9
494,30,30,48.5,11,9
495,28.17,28.17,36.6,11,9
496,25,25,191.5,11,9
497,24,24,50,11,9
498,23.5,23.5,190,11,9
499,20.13,20.13,52,11,9
500,20.1,20.1,190,11,9
501,20,20,125,11,9
502,18,18,3.5,11,9
503,17.13,17.13,52,11,9
504,17,17,90,11,9
505,16,16,138,11,9
506,15.13,15.13,52,11,9
507,15,15,72,11,9
508,14,14,138,11,9
509,12,12,138,11,9
510,10,10,242.2,11,9
511,9.5,9.5,200,11,9
512,9,9,138,11,9
513,5,5,98,11,9
514,2,2,10,11,9
515,1.5,1.5,1.5,11,9
516,1,1,68.7,11,9
517,0.5,0.5,100.1,11,9
518,0.1,0.1,68.2,11,9
519,0,0,10150.7,11,9
520,180.3,180.3,16782.9,11,10
521,180,180,26.4,11,10
522,150,150,14,11,10
523,140,140,10.5,11,10
524,130,130,9.7,11,10
525,128.09,128.09,138.5,11,10
526,123.1,123.1,400,11,10
527,120,120,370.7,11,10
528,110,110,233.9,11,10
529,102.32,102.32,50,11,10
530,100,100,438.9,11,10
531,97.85,97.85,26.3,11,10
532,97.32,97.32,40,11,10
533,97,97,0.9,11,10
534,94,94,0.6,11,10
535,92.32,92.32,30,11,10
536,92,92,0.6,11,10
537,90,90,756.8,11,10
538,87.32,87.32,20,11,10
539,85,85,0.7,11,10
540,83,83,0.2,11,10
541,82.32,82.32,10,11,10
542,80,80,287.3,11,10
543,75.77,75.77,0.2,11,10
544,75,75,170.7,11,10
545,71.1,71.1,9.9,11,10
546,70.32,70.32,27,11,10
547,70,70,127.9,11,10
548,69.32,69.32,27,11,10
549,68.32,68.32,27,11,10
550,67.32,67.32,27.1,11,10
551,66.32,66.32,27.1,11,10
552,65.32,65.32,27.1,11,10
553,64.99,64.99,200,11,10
554,64.32,64.32,27.1,11,10
555,64,64,225,11,10
556,63.32,63.32,27.1,11,10
557,63.1,63.1,9.8,11,10
558,62.32,62.32,27.1,11,10
559,61.32,61.32,27,11,10
560,60.32,60.32,27,11,10
561,60.07,60.07,27,11,10
562,60,60,70.6,11,10
563,59.82,59.82,27,11,10
564,59.57,59.57,27,11,10
565,59.32,59.32,27,11,10
566,59.26,59.26,0.9,11,10
567,57.85,57.85,113.3,11,10
568,56,56,56,11,10
569,54.98,54.98,300,11,10
570,53.85,53.85,85,11,10
571,52.33,52.33,30,11,10
572,51.85,51.85,85,11,10
573,51.8,51.8,4.3,11,10
574,51.1,51.1,12.8,11,10
575,50.85,50.85,85,11,10
576,50,50,17.5,11,10
577,49.85,49.85,85,11,10
578,49.33,49.33,30,11,10
579,49.01,49.01,36.1,11,10
580,48.85,48.85,113.3,11,10
581,45.69,45.69,1.4,11,10
582,45,45,6.5,11,10
583,43,43,0.7,11,10
584,42.4,42.4,20,11,10
585,42.34,42.34,40,11,10
586,40,40,4.6,11,10
587,39.82,39.82,36.6,11,10
588,39.4,39.4,20,11,10
589,37.51,37.51,7.8,11,10
590,37.4,37.4,10,11,10
591,35,35,13.2,11,10
592,34.57,34.57,36.6,11,10
593,30,30,103.3,11,10
594,29.32,29.32,36.6,11,10
595,25,25,190.7,11,10
596,23.5,23.5,190,11,10
597,22,22,50,11,10
598,20.13,20.13,52,11,10
599,20.1,20.1,190,11,10
600,20,20,90,11,10
601,18,18,3.6,11,10
602,17.13,17.13,52,11,10
603,17,17,90,11,10
604,16,16,138,11,10
605,15.13,15.13,52,11,10
606,15,15,72,11,10
607,14,14,138,11,10
608,12,12,138,11,10
609,10,10,241.4,11,10
610,9.5,9.5,200,11,10
611,9,9,138,11,10
612,7,7,50,11,10
613,5,5,98,11,10
614,2,2,10,11,10
615,1.5,1.5,1.4,11,10
616,1,1,76.7,11,10
617,0.5,0.5,96.5,11,10
618,0.1,0.1,64.5,11,10
619,0,0,10488.7,11,10
620,180.3,180.3,17109.1,11,11
621,180,180,27.1,11,11
622,150,150,14.4,11,11
623,140,140,10.8,11,11
624,130,130,10.2,11,11
625,128.09,128.09,134,11,11
626,120,120,373.9,11,11
627,110,110,215.5,11,11
628,102.29,102.29,324.9,11,11
629,101.29,101.29,50,11,11
630,100,100,456.3,11,11
631,98.58,98.58,28.1,11,11
632,96.29,96.29,40,11,11
633,95,95,6.6,11,11
634,91.29,91.29,30,11,11
635,90,90,759.2,11,11
636,86.29,86.29,20,11,11
637,85,85,0.9,11,11
638,81.29,81.29,10,11,11
639,80,80,299.9,11,11
640,75.52,75.52,0.2,11,11
641,75,75,180.1,11,11
642,71.1,71.1,10.6,11,11
643,70,70,134,11,11
644,69.29,69.29,27,11,11
645,68.29,68.29,27,11,11
646,67.29,67.29,27,11,11
647,66.29,66.29,27,11,11
648,65.29,65.29,27,11,11
649,64.99,64.99,200,11,11
650,64.29,64.29,27,11,11
651,63.29,63.29,27,11,11
652,63.1,63.1,10.6,11,11
653,62.29,62.29,27,11,11
654,61.29,61.29,27,11,11
655,61,61,173,11,11
656,60.29,60.29,27,11,11
657,60.19,60.19,0.9,11,11
658,60,60,70.9,11,11
659,59.29,59.29,27,11,11
660,59.04,59.04,27,11,11
661,58.79,58.79,27,11,11
662,58.54,58.54,27,11,11
663,58.29,58.29,27,11,11
664,56.61,56.61,116,11,11
665,56,56,50,11,11
666,54.98,54.98,300,11,11
667,52.9,52.9,4.5,11,11
668,52.61,52.61,87,11,11
669,51.1,51.1,13.2,11,11
670,50.61,50.61,87,11,11
671,50.57,50.57,30,11,11
672,50,50,18.1,11,11
673,49.61,49.61,87,11,11
674,49.01,49.01,38.2,11,11
675,48.61,48.61,87,11,11
676,47.61,47.61,116,11,11
677,47.57,47.57,30,11,11
678,47.14,47.14,1.6,11,11
679,45,45,56.7,11,11
680,42.4,42.4,20,11,11
681,42.34,42.34,44.5,11,11
682,41,41,50,11,11
683,40,40,4.7,11,11
684,39.4,39.4,20,11,11
685,39,39,0.7,11,11
686,38.79,38.79,37,11,11
687,37.4,37.4,10,11,11
688,37.18,37.18,7.6,11,11
689,35,35,13.4,11,11
690,33.54,33.54,37,11,11
691,30,30,96,11,11
692,28.29,28.29,37,11,11
693,25,25,190.7,11,11
694,23.5,23.5,190,11,11
695,20.13,20.13,52,11,11
696,20.1,20.1,190,11,11
697,20,20,90,11,11
698,18,18,3.9,11,11
699,17.13,17.13,52,11,11
700,17,17,90,11,11
701,16,16,138,11,11
702,15.13,15.13,52,11,11
703,15,15,72,11,11
704,14,14,138,11,11
705,12,12,138,11,11
706,10,10,240.9,11,11
707,9.5,9.5,200,11,11
708,9,9,138,11,11
709,5,5,98,11,11
710,2,2,10,11,11
711,1.5,1.5,1.1,11,11
712,1,1,78.1,11,11
713,0.5,0.5,105.2,11,11
714,0.1,0.1,63.6,11,11
715,0,0,10467.3,11,11
716,180.3,180.3,17382.1,11,12
717,180,180,26.8,11,12
718,150,150,14.1,11,12
719,140,140,11.1,11,12
720,130,130,10.2,11,12
721,128.09,128.09,122.6,11,12
722,120,120,375,11,12
723,110,110,215.8,11,12
724,100.35,100.35,241.2,11,12
725,100,100,463.5,11,12
726,99.35,99.35,50,11,12
727,97.31,97.31,28.2,11,12
728,95,95,6.6,11,12
729,94.35,94.35,40,11,12
730,90,90,718.8,11,12
731,89.35,89.35,30,11,12
732,85,85,0.9,11,12
733,84.35,84.35,20,11,12
734,80,80,302.3,11,12
735,79.35,79.35,10,11,12
736,75,75,14.9,11,12
737,72.5,72.5,167.9,11,12
738,72.06,72.06,0.2,11,12
739,70,70,1.5,11,12
740,69.1,69.1,9.4,11,12
741,67.5,67.5,125.5,11,12
742,67.35,67.35,29,11,12
743,66.35,66.35,29,11,12
744,65.35,65.35,29,11,12
745,64.99,64.99,200,11,12
746,64.35,64.35,29,11,12
747,63.35,63.35,29,11,12
748,62.35,62.35,29,11,12
749,61.35,61.35,29,11,12
750,61.1,61.1,9.3,11,12
751,60.35,60.35,29,11,12
752,60,60,62.5,11,12
753,59.93,59.93,0.9,11,12
754,59.35,59.35,29,11,12
755,58.35,58.35,29,11,12
756,57.35,57.35,29,11,12
757,57.1,57.1,29,11,12
758,56.85,56.85,29,11,12
759,56.6,56.6,29,11,12
760,56.35,56.35,29,11,12
761,56.08,56.08,118.2,11,12
762,54.98,54.98,300,11,12
763,53,53,125,11,12
764,52.08,52.08,88.7,11,12
765,52,52,75,11,12
766,50.5,50.5,4.6,11,12
767,50.25,50.25,30,11,12
768,50.08,50.08,88.7,11,12
769,50,50,17.9,11,12
770,49.1,49.1,14.9,11,12
771,49.08,49.08,88.7,11,12
772,49.01,49.01,38.6,11,12
773,48.08,48.08,88.7,11,12
774,47.25,47.25,30,11,12
775,47.08,47.08,118.2,11,12
776,46.24,46.24,1.6,11,12
777,45,45,15.6,11,12
778,42.4,42.4,20,11,12
779,42.34,42.34,55.9,11,12
780,41,41,50,11,12
781,40,40,12.4,11,12
782,39.4,39.4,20,11,12
783,39,39,0.7,11,12
784,37.4,37.4,10,11,12
785,36.85,36.85,37.3,11,12
786,35,35,13.9,11,12
787,31.6,31.6,37.3,11,12
788,30,30,156.8,11,12
789,26.35,26.35,37.2,11,12
790,25,25,190.7,11,12
791,23.5,23.5,190,11,12
792,20.13,20.13,52,11,12
793,20.1,20.1,190,11,12
794,20,20,90,11,12
795,18,18,3.5,11,12
796,17.13,17.13,52,11,12
797,17,17,90,11,12
798,16,16,138,11,12
799,15.13,15.13,52,11,12
800,15,15,72,11,12
801,14,14,138,11,12
802,12,12,138,11,12
803,10,10,240.8,11,12
804,9.5,9.5,200,11,12
805,9,9,138,11,12
806,5,5,98,11,12
807,2,2,10,11,12
808,1.5,1.5,1.5,11,12
809,1,1,79.2,11,12
810,0.5,0.5,105.6,11,12
811,0.1,0.1,64,11,12
812,0,0,10400.6,11,12
813,180.3,180.3,18336.4,11,13
814,180,180,26.6,11,13
815,150,150,14.6,11,13
816,140,140,12.1,11,13
817,130,130,10,11,13
818,128.09,128.09,122.3,11,13
819,120,120,376.3,11,13
820,110,110,217.7,11,13
821,100,100,464.5,11,13
822,99.23,99.23,27.3,11,13
823,99.19,99.19,243.6,11,13
824,98.19,98.19,50,11,13
825,95,95,6.5,11,13
826,93.19,93.19,40,11,13
827,90,90,714.9,11,13
828,88.19,88.19,30,11,13
829,85,85,0.8,11,13
830,83.19,83.19,20,11,13
831,80,80,293,11,13
832,78.19,78.19,10,11,13
833,75,75,181.8,11,13
834,74.64,74.64,0.2,11,13
835,70,70,126,11,13
836,66.19,66.19,28,11,13
837,65.19,65.19,27.9,11,13
838,64.99,64.99,200,11,13
839,64.19,64.19,27.9,11,13
840,63.19,63.19,28,11,13
841,62.19,62.19,28,11,13
842,61.19,61.19,28,11,13
843,60.19,60.19,28,11,13
844,60,60,62.5,11,13
845,59.26,59.26,0.9,11,13
846,59.19,59.19,28,11,13
847,58.19,58.19,28,11,13
848,57.19,57.19,141.6,11,13
849,56.19,56.19,28,11,13
850,55.94,55.94,28,11,13
851,55.69,55.69,28,11,13
852,55.44,55.44,28,11,13
853,55.19,55.19,28,11,13
854,54.98,54.98,300,11,13
855,53.19,53.19,85.2,11,13
856,51.19,51.19,85.2,11,13
857,51.1,51.1,7.6,11,13
858,50.5,50.5,4.6,11,13
859,50.19,50.19,85.2,11,13
860,50,50,18.1,11,13
861,49.19,49.19,85.2,11,13
862,49.01,49.01,37.4,11,13
863,48.19,48.19,113.6,11,13
864,47.23,47.23,1.6,11,13
865,46,46,50,11,13
866,45,45,16.2,11,13
867,42.4,42.4,20,11,13
868,42.34,42.34,56.2,11,13
869,40,40,5,11,13
870,39.4,39.4,20,11,13
871,39,39,50,11,13
872,37.4,37.4,10,11,13
873,36.36,36.36,7.5,11,13
874,36.1,36.1,7.6,11,13
875,35.69,35.69,37.3,11,13
876,35,35,13.8,11,13
877,30.44,30.44,37.3,11,13
878,30,30,107.6,11,13
879,25.19,25.19,37.3,11,13
880,25,25,190.8,11,13
881,23.5,23.5,190,11,13
882,21.1,21.1,16.7,11,13
883,20.13,20.13,52,11,13
884,20.1,20.1,190,11,13
885,20,20,90,11,13
886,18,18,2.9,11,13
887,17.13,17.13,52,11,13
888,17,17,90,11,13
889,16,16,138,11,13
890,15.13,15.13,52,11,13
891,15,15,72,11,13
892,14,14,138,11,13
893,12,12,138,11,13
894,10,10,240.8,11,13
895,9.5,9.5,200,11,13
896,9,9,138,11,13
897,5,5,98,11,13
898,2,2,10,11,13
899,1.5,1.5,2.1,11,13
900,1,1,76.9,11,13
901,0.5,0.5,106.5,11,13
902,0.1,0.1,64.8,11,13
903,0,0,10344.5,11,13
