"H","PH","QH","TH","MP","AR","LH","VH"
388,46.5,-112,20,4,0,11,94
389,50.625,-112,20,4,0,11,94
390,52.5,-111.8,20,4,0,11,94
391,35.25,-180,21,4,0.6,11,94
392,35.25,-34,21,4,0,11,94
393,35.25,-34,21,4,0,11,94
394,35.25,-34,21,4,0,11,94
395,35.25,-34,21,4,0,11,94
396,35.25,-34,21,4,0,11,94
397,45,-112,21,4,0,11,94
398,46.5,-112,21,4,0,11,94
399,50.625,-112,21,4,0,11,94
400,52.5,-111.8,21,4,0,11,94
401,35.25,-180,22,4,0.6,11,94
402,35.25,-34,22,4,0,11,94
403,35.25,-34,22,4,0,11,94
404,35.25,-34,22,4,0,11,94
405,35.25,-34,22,4,0,11,94
406,35.25,-34,22,4,0,11,94
407,45,-112,22,4,0,11,94
408,46.5,-112,22,4,0,11,94
409,50.625,-112,22,4,0,11,94
410,52.5,-111.8,22,4,0,11,94
411,35.25,-30,23,4,0.6,11,94
412,67.6125,-767.8,23,4,0,11,94
413,67.6125,-797.8,24,4,0.6,11,94
414,67.6125,-408.6,1,5,0.6,11,97
415,67.6125,-408.6,2,5,0.6,11,97
416,67.6125,-408.6,3,5,0.6,11,97
417,67.6125,-408.6,4,5,0.6,11,97
418,67.6125,-408.6,5,5,0.6,11,97
419,67.6125,-408.6,6,5,0.6,11,97
420,36.375,-40,7,5,0.6,11,97
421,67.6125,-368.6,7,5,0,11,97
422,36.375,-100,8,5,0.6,11,97
423,67.6125,-308.6,8,5,0,11,97
424,36.375,-165,9,5,0.6,11,97
425,67.6125,-243.6,9,5,0,11,97
426,36.375,-180,10,5,0.6,11,97
427,36.375,-45.7,10,5,0,11,97
428,36.375,-45.7,10,5,0,11,97
429,36.375,-45.7,10,5,0,11,97
430,36.375,-45.7,10,5,0,11,97
431,36.375,-45.8,10,5,0,11,97
432,36.375,-180,11,5,0.6,11,97
433,36.375,-45.7,11,5,0,11,97
434,36.375,-45.7,11,5,0,11,97
435,36.375,-45.7,11,5,0,11,97
436,36.375,-45.7,11,5,0,11,97
437,36.375,-45.8,11,5,0,11,97
438,36.375,-180,12,5,0.6,11,97
439,36.375,-45.7,12,5,0,11,97
440,36.375,-45.7,12,5,0,11,97
441,36.375,-45.7,12,5,0,11,97
442,36.375,-45.7,12,5,0,11,97
443,36.375,-45.8,12,5,0,11,97
444,36.375,-180,13,5,0.6,11,97
445,36.375,-45.7,13,5,0,11,97
446,36.375,-45.7,13,5,0,11,97
447,36.375,-45.7,13,5,0,11,97
448,36.375,-45.7,13,5,0,11,97
449,36.375,-45.8,13,5,0,11,97
450,36.375,-180,14,5,0.6,11,97
451,36.375,-45.7,14,5,0,11,97
452,36.375,-45.7,14,5,0,11,97
453,36.375,-45.7,14,5,0,11,97
454,36.375,-45.7,14,5,0,11,97
455,36.375,-45.8,14,5,0,11,97
456,36.375,-180,15,5,0.6,11,97
457,36.375,-45.7,15,5,0,11,97
458,36.375,-45.7,15,5,0,11,97
459,36.375,-45.7,15,5,0,11,97
460,36.375,-45.7,15,5,0,11,97
461,36.375,-45.8,15,5,0,11,97
462,36.375,-180,16,5,0.6,11,97
463,36.375,-45.7,16,5,0,11,97
464,36.375,-45.7,16,5,0,11,97
465,36.375,-45.7,16,5,0,11,97
466,36.375,-45.7,16,5,0,11,97
467,36.375,-45.8,16,5,0,11,97
468,36.375,-180,17,5,0.6,11,97
469,36.375,-45.7,17,5,0,11,97
470,36.375,-45.7,17,5,0,11,97
471,36.375,-45.7,17,5,0,11,97
472,36.375,-45.7,17,5,0,11,97
473,36.375,-45.8,17,5,0,11,97
474,36.375,-180,18,5,0.6,11,97
475,36.375,-45.7,18,5,0,11,97
476,36.375,-45.7,18,5,0,11,97
477,36.375,-45.7,18,5,0,11,97
478,36.375,-45.7,18,5,0,11,97
479,36.375,-45.8,18,5,0,11,97
480,36.375,-180,19,5,0.6,11,97
481,36.375,-45.7,19,5,0,11,97
482,36.375,-45.7,19,5,0,11,97
483,36.375,-45.7,19,5,0,11,97
484,36.375,-45.7,19,5,0,11,97
485,36.375,-45.8,19,5,0,11,97
486,36.375,-180,20,5,0.6,11,97
487,36.375,-45.7,20,5,0,11,97
488,36.375,-45.7,20,5,0,11,97
489,36.375,-45.7,20,5,0,11,97
490,36.375,-45.7,20,5,0,11,97
491,36.375,-45.8,20,5,0,11,97
492,36.375,-180,21,5,0.6,11,97
493,36.375,-45.7,21,5,0,11,97
494,36.375,-45.7,21,5,0,11,97
495,36.375,-45.7,21,5,0,11,97
496,36.375,-45.7,21,5,0,11,97
497,36.375,-45.8,21,5,0,11,97
498,36.375,-180,22,5,0.6,11,97
499,36.375,-45.7,22,5,0,11,97
500,36.375,-45.7,22,5,0,11,97
501,36.375,-45.7,22,5,0,11,97
502,36.375,-45.7,22,5,0,11,97
503,36.375,-45.8,22,5,0,11,97
504,36.375,-80,23,5,0.6,11,97
505,67.6125,-328.6,23,5,0,11,97
506,67.6125,-408.6,24,5,0.6,11,97
507,67.6125,-408.4,1,6,0.6,11,180.3
508,67.6125,-408.4,2,6,0.6,11,180.3
509,67.6125,-408.4,3,6,0.6,11,180.3
510,67.6125,-408.4,4,6,0.6,11,180.3
511,67.6125,-408.4,5,6,0.6,11,180.3
512,67.6125,-408.4,6,6,0.6,11,180.3
513,67.6125,-10,7,6,0.6,11,180.3
514,67.6125,-398.4,7,6,0,11,180.3
515,67.6125,-110,8,6,0.6,11,180.3
516,67.6125,-298.4,8,6,0,11,180.3
517,67.6125,-390,9,6,0.6,11,180.3
518,67.6125,-18.4,9,6,0,11,180.3
519,67.6125,-390,10,6,0.6,11,180.3
520,67.6125,-18.4,10,6,0,11,180.3
521,67.6125,-390,11,6,0.6,11,180.3
522,67.6125,-18.4,11,6,0,11,180.3
523,67.6125,-390,12,6,0.6,11,180.3
524,67.6125,-18.4,12,6,0,11,180.3
525,67.6125,-390,13,6,0.6,11,180.3
526,67.6125,-18.4,13,6,0,11,180.3
527,67.6125,-390,14,6,0.6,11,180.3
528,67.6125,-18.4,14,6,0,11,180.3
529,67.6125,-390,15,6,0.6,11,180.3
530,67.6125,-18.4,15,6,0,11,180.3
531,67.6125,-390,16,6,0.6,11,180.3
532,67.6125,-18.4,16,6,0,11,180.3
533,67.6125,-390,17,6,0.6,11,180.3
534,67.6125,-18.4,17,6,0,11,180.3
535,67.6125,-390,18,6,0.6,11,180.3
536,67.6125,-18.4,18,6,0,11,180.3
537,67.6125,-390,19,6,0.6,11,180.3
538,67.6125,-18.4,19,6,0,11,180.3
539,67.6125,-390,20,6,0.6,11,180.3
540,67.6125,-18.4,20,6,0,11,180.3
541,67.6125,-390,21,6,0.6,11,180.3
542,67.6125,-18.4,21,6,0,11,180.3
543,67.6125,-390,22,6,0.6,11,180.3
544,67.6125,-18.4,22,6,0,11,180.3
545,67.6125,-150,23,6,0.6,11,180.3
546,67.6125,-258.4,23,6,0,11,180.3
547,67.6125,-408.4,24,6,0.6,11,180.3
548,67.6125,-402,1,7,0.6,11,105
549,67.6125,-402,2,7,0.6,11,105
550,67.6125,-402,3,7,0.6,11,105
551,67.6125,-402,4,7,0.6,11,105
552,67.6125,-402,5,7,0.6,11,105
553,67.6125,-402,6,7,0.6,11,105
554,67.6125,-402,7,7,0.6,11,105
555,67.6125,-402,8,7,0.6,11,105
556,67.6125,-402,9,7,0.6,11,105
557,67.6125,-402,10,7,0.6,11,105
558,67.6125,-402,11,7,0.6,11,105
559,67.6125,-402,12,7,0.6,11,105
560,67.6125,-402,13,7,0.6,11,105
561,67.6125,-402,14,7,0.6,11,105
562,67.6125,-402,15,7,0.6,11,105
563,39.375,-44,16,7,0.6,11,105
564,67.6125,-358,16,7,0,11,105
565,39.375,-75,17,7,0.6,11,105
566,67.6125,-327,17,7,0,11,105
567,39.375,-171,18,7,0.6,11,105
568,67.6125,-231,18,7,0,11,105
569,39.375,-390,19,7,0.6,11,105
570,67.6125,-12,19,7,0,11,105
571,39.375,-390,20,7,0.6,11,105
572,67.6125,-12,20,7,0,11,105
573,39.375,-390,21,7,0.6,11,105
574,67.6125,-12,21,7,0,11,105
575,39.375,-390,22,7,0.6,11,105
576,67.6125,-12,22,7,0,11,105
577,39.375,-35,23,7,0.6,11,105
578,67.6125,-367,23,7,0,11,105
579,67.6125,-402,24,7,0.6,11,105
580,48.75,-763,1,8,0.6,11,99.5
581,48.75,-762.3,2,8,0.6,11,99.5
582,48.75,-760.1,3,8,0.6,11,99.5
583,48.75,-759.6,4,8,0.6,11,99.5
584,48.75,-759.2,5,8,0.6,11,99.5
585,48.75,-760.7,6,8,0.6,11,99.5
586,48.75,-758.5,7,8,0.6,11,99.5
587,37.3125,-50,8,8,0.6,11,99.5
588,37.3125,-550,8,8,0,11,99.5
589,37.3125,-158.2,8,8,0,11,99.5
590,37.3125,-300,9,8,0.6,11,99.5
591,37.3125,-300,9,8,0,11,99.5
592,37.3125,-157.8,9,8,0,11,99.5
593,37.3125,-600,10,8,0.6,11,99.5
594,37.3125,-156.6,10,8,0,11,99.5
595,37.3125,-600,11,8,0.6,11,99.5
596,37.3125,-153.6,11,8,0,11,99.5
597,37.3125,-600,12,8,0.6,11,99.5
598,37.3125,-149.3,12,8,0,11,99.5
599,37.3125,-600,13,8,0.6,11,99.5
600,37.3125,-147.3,13,8,0,11,99.5
601,37.3125,-600,14,8,0.6,11,99.5
602,37.3125,-145.3,14,8,0,11,99.5
603,37.3125,-600,15,8,0.6,11,99.5
604,37.3125,-145,15,8,0,11,99.5
605,37.3125,-600,16,8,0.6,11,99.5
606,37.3125,-145.2,16,8,0,11,99.5
607,37.3125,-600,17,8,0.6,11,99.5
608,37.3125,-145.1,17,8,0,11,99.5
609,37.3125,-600,18,8,0.6,11,99.5
610,37.3125,-146.8,18,8,0,11,99.5
611,37.3125,-600,19,8,0.6,11,99.5
612,37.3125,-149.9,19,8,0,11,99.5
613,37.3125,-600,20,8,0.6,11,99.5
614,37.3125,-152.6,20,8,0,11,99.5
615,37.3125,-600,21,8,0.6,11,99.5
616,37.3125,-154.1,21,8,0,11,99.5
617,37.3125,-600,22,8,0.6,11,99.5
618,37.3125,-155.3,22,8,0,11,99.5
619,37.3125,-150,23,8,0.6,11,99.5
620,37.3125,-450,23,8,0,11,99.5
621,37.3125,-156.3,23,8,0,11,99.5
622,37.3125,-150,24,8,0.6,11,99.5
623,37.3125,-450,24,8,0,11,99.5
624,37.3125,-156.5,24,8,0,11,99.5
625,64.125,-416.9,1,9,0.6,11,122.88
626,64.125,-416.9,2,9,0.6,11,122.88
627,64.125,-416.9,3,9,0.6,11,122.88
628,64.125,-416.9,4,9,0.6,11,122.88
629,64.125,-416.9,5,9,0.6,11,122.88
630,64.125,-416.9,6,9,0.6,11,122.88
631,46.08,-50,7,9,0.6,11,122.88
632,64.125,-366.9,7,9,0,11,122.88
633,46.08,-80,8,9,0.6,11,122.88
634,64.125,-336.9,8,9,0,11,122.88
635,46.08,-120,9,9,0.6,11,122.88
636,64.125,-296.9,9,9,0,11,122.88
