"I","PI0","PI1","QI","LI","TI"
163,83.39,83.39,-27,11,14
164,86.7,86.7,-4.8,11,14
165,86.74,86.74,-27,11,14
166,90.04,90.04,-4.6,11,14
167,90.08,90.08,-27,11,14
168,145.01,145.01,-30.3,11,14
169,160,160,-1064.9,11,14
170,180,180,-704.9,11,14
171,180.3,180.3,-162.4,11,14
172,0,0,-29599.4,11,15
173,0.01,0.01,-121,11,15
174,0.1,0.1,-4.5,11,15
175,0.2,0.2,-9.4,11,15
176,0.51,0.51,-477.5,11,15
177,1,1,-40.1,11,15
178,2,2,-23.2,11,15
179,2.25,2.25,-19.6,11,15
180,2.9,2.9,-119,11,15
181,3,3,-409.3,11,15
182,4,4,-472.8,11,15
183,5,5,-220.3,11,15
184,6.72,6.72,-696.1,11,15
185,7,7,-33,11,15
186,8,8,-16,11,15
187,9,9,-13,11,15
188,9.2,9.2,-181.2,11,15
189,10,10,-328.7,11,15
190,10.01,10.01,-50,11,15
191,10.03,10.03,-17,11,15
192,12,12,-181.2,11,15
193,13.35,13.35,-50,11,15
194,14,14,-194.2,11,15
195,15,15,-78.6,11,15
196,15.5,15.5,-50,11,15
197,16,16,-50,11,15
198,16.5,16.5,-50,11,15
199,16.7,16.7,-50,11,15
200,18,18,-50,11,15
201,18.5,18.5,-50,11,15
202,19,19,-50,11,15
203,19.5,19.5,-50,11,15
204,20,20,-27.1,11,15
205,20.04,20.04,-50,11,15
206,21,21,-50,11,15
207,21.5,21.5,-50,11,15
208,22,22,-50,11,15
209,22.5,22.5,-69.6,11,15
210,23.67,23.67,-65,11,15
211,24.8,24.8,-72.9,11,15
212,26,26,-4.8,11,15
213,26.1,26.1,-72.9,11,15
214,26.83,26.83,-65,11,15
215,28,28,-4.9,11,15
216,28.2,28.2,-6.8,11,15
217,30,30,-80,11,15
218,30.02,30.02,-65,11,15
219,31.63,31.63,-90,11,15
220,32,32,-80,11,15
221,32.89,32.89,-90,11,15
222,33.13,33.13,-135,11,15
223,34.13,34.13,-90,11,15
224,35.37,35.37,-90,11,15
225,36.72,36.72,-100,11,15
226,37,37,-80,11,15
227,38.1,38.1,-100,11,15
228,39.04,39.04,-68.9,11,15
229,40.01,40.01,-68.9,11,15
230,42.5,42.5,-0.1,11,15
231,45,45,-243.2,11,15
232,47,47,-283.7,11,15
233,47.5,47.5,-0.1,11,15
234,50.5,50.5,-0.1,11,15
235,52,52,-203.7,11,15
236,65.5,65.5,-10,11,15
237,71.2,71.2,-49.4,11,15
238,72.8,72.8,-49.4,11,15
239,73.1,73.1,-49.4,11,15
240,73.5,73.5,-45,11,15
241,74.6,74.6,-85,11,15
242,75.7,75.7,-74.1,11,15
243,77.4,77.4,-10,11,15
244,79.5,79.5,-10,11,15
245,80.01,80.01,-9.5,11,15
246,80.05,80.05,-27,11,15
247,83.35,83.35,-9.5,11,15
248,83.39,83.39,-27,11,15
249,86.7,86.7,-9.5,11,15
250,86.74,86.74,-27,11,15
251,90.04,90.04,-9.5,11,15
252,90.08,90.08,-27,11,15
253,145.01,145.01,-30.3,11,15
254,160,160,-1064.9,11,15
255,180,180,-704.9,11,15
256,180.3,180.3,-162.4,11,15
257,0,0,-28902.8,11,16
258,0.01,0.01,-122.2,11,16
259,0.1,0.1,-4.5,11,16
260,0.2,0.2,-9.4,11,16
261,0.51,0.51,-442.5,11,16
262,1,1,-40.1,11,16
263,2,2,-22,11,16
264,2.25,2.25,-19.6,11,16
265,2.9,2.9,-108.6,11,16
266,3,3,-379.3,11,16
267,4,4,-252.8,11,16
268,5,5,-205.3,11,16
269,6.91,6.91,-703.6,11,16
270,7,7,-33,11,16
271,8,8,-16,11,16
272,9,9,-13,11,16
273,9.2,9.2,-181.2,11,16
274,10,10,-328.7,11,16
275,10.01,10.01,-50,11,16
276,10.03,10.03,-17,11,16
277,12,12,-181.2,11,16
278,13.35,13.35,-50,11,16
279,14,14,-194.2,11,16
280,15,15,-78.6,11,16
281,15.5,15.5,-50,11,16
282,16,16,-50,11,16
283,16.5,16.5,-50,11,16
284,16.7,16.7,-50,11,16
285,18,18,-50,11,16
286,18.5,18.5,-50,11,16
287,19,19,-50,11,16
288,19.5,19.5,-50,11,16
289,20,20,-27.1,11,16
290,20.04,20.04,-50,11,16
291,21,21,-50,11,16
292,21.5,21.5,-50,11,16
293,22,22,-50,11,16
294,22.5,22.5,-69.6,11,16
295,23.67,23.67,-65,11,16
296,24.8,24.8,-72.9,11,16
297,26,26,-4.8,11,16
298,26.1,26.1,-72.9,11,16
299,26.83,26.83,-65,11,16
300,28,28,-4.9,11,16
301,28.2,28.2,-6.8,11,16
302,30,30,-80,11,16
303,30.02,30.02,-65,11,16
304,31.63,31.63,-90,11,16
305,32,32,-80,11,16
306,32.89,32.89,-90,11,16
307,33.13,33.13,-135,11,16
308,34.13,34.13,-90,11,16
309,35.37,35.37,-90,11,16
310,36.72,36.72,-100,11,16
311,37,37,-80,11,16
312,38.1,38.1,-100,11,16
313,39.04,39.04,-68.9,11,16
314,40.01,40.01,-68.9,11,16
315,42.5,42.5,-0.1,11,16
316,45,45,-243.2,11,16
317,47,47,-283.7,11,16
318,47.5,47.5,-0.1,11,16
319,50.5,50.5,-0.1,11,16
320,52,52,-203.7,11,16
321,65.5,65.5,-10,11,16
322,71.2,71.2,-49.4,11,16
323,72.8,72.8,-49.4,11,16
324,73.1,73.1,-49.4,11,16
325,73.5,73.5,-45,11,16
326,74.6,74.6,-85,11,16
327,75.7,75.7,-74.1,11,16
328,77.4,77.4,-10,11,16
329,79.5,79.5,-10,11,16
330,80.01,80.01,-9.5,11,16
331,80.05,80.05,-27,11,16
332,83.35,83.35,-9.5,11,16
333,83.39,83.39,-27,11,16
334,86.7,86.7,-9.5,11,16
335,86.74,86.74,-27,11,16
336,90.04,90.04,-9.5,11,16
337,90.08,90.08,-27,11,16
338,132,132,-192,11,16
339,145.01,145.01,-30.3,11,16
340,160,160,-1064.9,11,16
341,180,180,-712.9,11,16
342,180.3,180.3,-162.4,11,16
343,0,0,-28141.5,11,17
344,0.01,0.01,-125,11,17
345,0.1,0.1,-4.5,11,17
346,0.2,0.2,-9.4,11,17
347,0.51,0.51,-407.7,11,17
348,1,1,-40.1,11,17
349,2,2,-21.7,11,17
350,2.25,2.25,-19.6,11,17
351,2.9,2.9,-99.8,11,17
352,3,3,-349.5,11,17
353,4,4,-233,11,17
354,5,5,-190.4,11,17
355,7,7,-33,11,17
356,7.08,7.08,-701.8,11,17
357,8,8,-16,11,17
358,9,9,-13,11,17
359,9.2,9.2,-181.2,11,17
360,10,10,-328.7,11,17
361,10.01,10.01,-50,11,17
362,10.03,10.03,-17,11,17
363,12,12,-181.2,11,17
364,13.35,13.35,-50,11,17
365,14,14,-194.2,11,17
366,15,15,-78.6,11,17
367,15.5,15.5,-50,11,17
368,16,16,-50,11,17
369,16.5,16.5,-50,11,17
370,16.7,16.7,-50,11,17
371,18,18,-50,11,17
372,18.5,18.5,-50,11,17
373,19,19,-50,11,17
374,19.5,19.5,-50,11,17
375,20,20,-27.1,11,17
376,20.04,20.04,-50,11,17
377,21,21,-50,11,17
378,21.5,21.5,-50,11,17
379,22,22,-50,11,17
380,22.5,22.5,-69.6,11,17
381,23.67,23.67,-65,11,17
382,24.8,24.8,-72.9,11,17
383,26,26,-4.8,11,17
384,26.1,26.1,-72.9,11,17
385,26.83,26.83,-65,11,17
386,28,28,-4.9,11,17
387,28.2,28.2,-6.8,11,17
388,30,30,-80,11,17
389,30.02,30.02,-65,11,17
390,31.63,31.63,-90,11,17
391,32,32,-80,11,17
392,32.89,32.89,-90,11,17
393,33.13,33.13,-135,11,17
394,34.13,34.13,-90,11,17
395,35.37,35.37,-90,11,17
396,36.72,36.72,-100,11,17
397,37,37,-80,11,17
398,38.1,38.1,-100,11,17
399,39.04,39.04,-68.9,11,17
400,40.01,40.01,-68.9,11,17
401,42.5,42.5,-0.1,11,17
402,45,45,-243.2,11,17
403,47,47,-283.7,11,17
404,47.5,47.5,-0.1,11,17
405,50.5,50.5,-0.1,11,17
406,52,52,-203.7,11,17
407,65.5,65.5,-10,11,17
408,71.2,71.2,-49.4,11,17
409,72.8,72.8,-49.4,11,17
410,73.1,73.1,-49.4,11,17
411,73.5,73.5,-45,11,17
412,74.6,74.6,-85,11,17
413,75.7,75.7,-74.1,11,17
414,77.4,77.4,-10,11,17
415,79.5,79.5,-10,11,17
416,80.01,80.01,-9.5,11,17
417,80.05,80.05,-27,11,17
418,83.35,83.35,-9.5,11,17
419,83.39,83.39,-27,11,17
420,86.7,86.7,-9.5,11,17
421,86.74,86.74,-27,11,17
422,90.04,90.04,-9.5,11,17
423,90.08,90.08,-27,11,17
424,132,132,-192,11,17
425,145.01,145.01,-30.3,11,17
426,160,160,-1064.9,11,17
427,180,180,-712.9,11,17
428,180.3,180.3,-162.4,11,17
429,0,0,-27540.4,11,18
430,0.01,0.01,-132.9,11,18
431,0.1,0.1,-4.5,11,18
432,0.2,0.2,-9.4,11,18
433,0.51,0.51,-376.6,11,18
434,1,1,-40.1,11,18
435,2,2,-22.3,11,18
436,2.25,2.25,-19.6,11,18
437,2.9,2.9,-92,11,18
438,3,3,-322.8,11,18
439,4,4,-215.2,11,18
440,5,5,-177.2,11,18
441,6.03,6.03,-17,11,18
442,7,7,-33,11,18
443,7.18,7.18,-694.4,11,18
444,8,8,-16,11,18
445,9,9,-13,11,18
446,9.2,9.2,-181.2,11,18
447,10,10,-328.7,11,18
448,10.01,10.01,-50,11,18
449,10.03,10.03,-17,11,18
450,12,12,-181.2,11,18
451,13.35,13.35,-50,11,18
452,14,14,-194.2,11,18
453,15,15,-78.6,11,18
454,15.5,15.5,-50,11,18
455,16,16,-50,11,18
456,16.5,16.5,-50,11,18
457,16.7,16.7,-50,11,18
458,18,18,-50,11,18
459,18.5,18.5,-50,11,18
460,19,19,-50,11,18
461,19.5,19.5,-50,11,18
462,20,20,-27.1,11,18
463,20.04,20.04,-50,11,18
464,21,21,-50,11,18
465,21.5,21.5,-50,11,18
466,22,22,-50,11,18
467,22.5,22.5,-69.6,11,18
468,23.67,23.67,-65,11,18
469,24.8,24.8,-72.9,11,18
470,26,26,-4.8,11,18
471,26.1,26.1,-72.9,11,18
472,26.83,26.83,-65,11,18
473,28,28,-4.9,11,18
474,28.2,28.2,-6.8,11,18
475,30,30,-80,11,18
476,30.02,30.02,-65,11,18
477,31.63,31.63,-90,11,18
478,32,32,-80,11,18
479,32.89,32.89,-90,11,18
480,33.13,33.13,-135,11,18
481,34.13,34.13,-90,11,18
482,35.37,35.37,-90,11,18
483,36.72,36.72,-100,11,18
484,37,37,-80,11,18
485,38.1,38.1,-100,11,18
486,39.04,39.04,-68.9,11,18
487,40.01,40.01,-68.9,11,18
488,42.5,42.5,-0.1,11,18
489,45,45,-243.2,11,18
490,47,47,-283.7,11,18
491,47.5,47.5,-0.1,11,18
492,50.5,50.5,-0.1,11,18
493,52,52,-203.7,11,18
494,65.5,65.5,-10,11,18
495,71.2,71.2,-49.4,11,18
496,72.8,72.8,-49.4,11,18
497,73.1,73.1,-49.4,11,18
498,73.5,73.5,-45,11,18
499,74.6,74.6,-85,11,18
500,75.7,75.7,-74.1,11,18
501,77.4,77.4,-10,11,18
502,79.5,79.5,-10,11,18
503,80.01,80.01,-9.5,11,18
504,80.05,80.05,-17,11,18
505,83.35,83.35,-9.5,11,18
506,83.39,83.39,-17,11,18
507,86.7,86.7,-9.5,11,18
508,86.74,86.74,-17,11,18
509,90.04,90.04,-9.5,11,18
510,90.08,90.08,-17,11,18
511,132,132,-192,11,18
512,145.01,145.01,-30.3,11,18
513,160,160,-1067.4,11,18
514,180,180,-712.9,11,18
515,180.3,180.3,-162.4,11,18
516,0,0,-27060.6,11,19
517,0.01,0.01,-137.4,11,19
518,0.1,0.1,-4.5,11,19
519,0.2,0.2,-9.4,11,19
520,0.51,0.51,-406.8,11,19
521,1,1,-40.1,11,19
522,2,2,-25.8,11,19
523,2.25,2.25,-19.6,11,19
524,2.9,2.9,-85.9,11,19
525,3,3,-348.7,11,19
526,4,4,-232.4,11,19
527,5,5,-190,11,19
528,6.03,6.03,-17,11,19
529,7,7,-33,11,19
530,7.21,7.21,-694,11,19
531,8,8,-16,11,19
532,9,9,-13,11,19
533,9.2,9.2,-181.2,11,19
534,10,10,-328.7,11,19
535,10.01,10.01,-50,11,19
536,10.03,10.03,-17,11,19
537,12,12,-181.2,11,19
538,13.35,13.35,-50,11,19
539,14,14,-194.2,11,19
540,15,15,-78.6,11,19
541,15.5,15.5,-50,11,19
542,16,16,-50,11,19
543,16.5,16.5,-50,11,19
544,16.7,16.7,-50,11,19
545,18,18,-50,11,19
546,18.5,18.5,-50,11,19
547,19,19,-50,11,19
548,19.5,19.5,-50,11,19
549,20,20,-107.1,11,19
550,20.04,20.04,-50,11,19
551,21,21,-50,11,19
552,21.5,21.5,-50,11,19
553,22,22,-130,11,19
554,22.5,22.5,-69.6,11,19
555,23.67,23.67,-65,11,19
556,24,24,-80,11,19
557,24.8,24.8,-72.9,11,19
558,26,26,-4.8,11,19
559,26.1,26.1,-72.9,11,19
560,26.83,26.83,-65,11,19
561,28,28,-4.9,11,19
562,28.2,28.2,-6.8,11,19
563,30,30,-80,11,19
564,30.02,30.02,-65,11,19
565,31.63,31.63,-90,11,19
566,32.89,32.89,-90,11,19
567,33.13,33.13,-135,11,19
568,34.13,34.13,-90,11,19
569,35.37,35.37,-90,11,19
570,36.72,36.72,-100,11,19
571,38.1,38.1,-100,11,19
572,39.04,39.04,-68.9,11,19
573,40.01,40.01,-68.9,11,19
574,42.5,42.5,-0.1,11,19
575,45,45,-243.2,11,19
576,47,47,-203.7,11,19
577,47.5,47.5,-0.1,11,19
578,50.5,50.5,-0.1,11,19
579,52,52,-203.7,11,19
580,65.5,65.5,-10,11,19
581,71.2,71.2,-49.4,11,19
582,72.8,72.8,-49.4,11,19
583,73.1,73.1,-49.4,11,19
584,73.5,73.5,-35,11,19
585,74.6,74.6,-85,11,19
586,75.7,75.7,-74.1,11,19
587,77.4,77.4,-10,11,19
588,79.5,79.5,-10,11,19
589,80.01,80.01,-9.5,11,19
590,80.05,80.05,-13.5,11,19
591,83.35,83.35,-9.5,11,19
592,83.39,83.39,-13.5,11,19
593,86.7,86.7,-9.5,11,19
594,86.74,86.74,-13.5,11,19
595,90.04,90.04,-9.5,11,19
596,90.08,90.08,-13.5,11,19
597,132,132,-192,11,19
598,145.01,145.01,-30.3,11,19
599,160,160,-1067.4,11,19
600,180,180,-712.9,11,19
601,180.3,180.3,-162.4,11,19
602,0,0,-27158.2,11,20
603,0.01,0.01,-137.9,11,20
604,0.1,0.1,-4.5,11,20
605,0.2,0.2,-9.4,11,20
606,0.51,0.51,-381.7,11,20
607,1,1,-40.1,11,20
608,2,2,-27.9,11,20
609,2.25,2.25,-19.6,11,20
610,2.9,2.9,-82.2,11,20
611,3,3,-327.2,11,20
612,4,4,-218.1,11,20
613,5,5,-179.2,11,20
614,6.03,6.03,-17,11,20
615,7,7,-33,11,20
616,7.14,7.14,-699.9,11,20
617,8,8,-16,11,20
618,9,9,-13,11,20
619,9.2,9.2,-181.2,11,20
620,10,10,-328.7,11,20
621,10.01,10.01,-50,11,20
622,10.03,10.03,-17,11,20
623,12,12,-181.2,11,20
624,13.35,13.35,-50,11,20
625,14,14,-194.2,11,20
626,15,15,-78.6,11,20
627,15.5,15.5,-50,11,20
628,16,16,-50,11,20
629,16.5,16.5,-50,11,20
630,16.7,16.7,-50,11,20
631,18,18,-50,11,20
632,18.5,18.5,-50,11,20
633,19,19,-50,11,20
634,19.5,19.5,-50,11,20
635,20,20,-107.1,11,20
636,20.04,20.04,-50,11,20
637,21,21,-50,11,20
638,21.5,21.5,-50,11,20
639,22,22,-130,11,20
640,22.5,22.5,-69.6,11,20
641,23.67,23.67,-65,11,20
642,24,24,-80,11,20
643,24.8,24.8,-72.9,11,20
644,26,26,-4.8,11,20
645,26.1,26.1,-72.9,11,20
646,26.83,26.83,-65,11,20
647,28,28,-4.9,11,20
648,28.2,28.2,-6.8,11,20
649,30,30,-80,11,20
650,30.02,30.02,-65,11,20
651,31.63,31.63,-90,11,20
652,32.89,32.89,-90,11,20
653,33.13,33.13,-135,11,20
654,34.13,34.13,-90,11,20
655,35.37,35.37,-90,11,20
656,36.72,36.72,-100,11,20
657,38.1,38.1,-100,11,20
658,39.04,39.04,-68.9,11,20
659,40.01,40.01,-68.9,11,20
660,42.5,42.5,-0.1,11,20
661,45,45,-243.2,11,20
662,47,47,-203.7,11,20
663,47.5,47.5,-0.1,11,20
664,50.5,50.5,-0.1,11,20
665,52,52,-203.7,11,20
666,65.5,65.5,-10,11,20
667,71.2,71.2,-49.4,11,20
668,72.8,72.8,-49.4,11,20
669,73.1,73.1,-49.4,11,20
670,73.5,73.5,-35,11,20
671,74.6,74.6,-85,11,20
672,75.7,75.7,-74.1,11,20
673,77.4,77.4,-10,11,20
674,79.5,79.5,-10,11,20
675,132,132,-192,11,20
676,145.01,145.01,-30.3,11,20
677,160,160,-1067.4,11,20
678,180,180,-712.9,11,20
679,180.3,180.3,-117.4,11,20
680,0,0,-26659.6,11,21
681,0.01,0.01,-432,11,21
682,0.1,0.1,-4.5,11,21
683,0.2,0.2,-9.4,11,21
684,0.51,0.51,-357.9,11,21
685,1,1,-40.1,11,21
686,2,2,-31.8,11,21
687,2.25,2.25,-19.6,11,21
688,2.9,2.9,-80,11,21
689,3,3,-306.8,11,21
690,4,4,-204.5,11,21
691,5,5,-169.2,11,21
692,6.03,6.03,-17,11,21
693,7,7,-33,11,21
694,7.1,7.1,-737.7,11,21
695,8,8,-16,11,21
696,9,9,-13,11,21
697,9.2,9.2,-181.2,11,21
698,10,10,-328.7,11,21
699,10.01,10.01,-50,11,21
700,10.03,10.03,-17,11,21
701,12,12,-181.2,11,21
702,13.35,13.35,-50,11,21
703,14,14,-194.2,11,21
704,15,15,-78.6,11,21
705,15.5,15.5,-50,11,21
706,16,16,-50,11,21
707,16.5,16.5,-50,11,21
708,16.7,16.7,-50,11,21
709,18,18,-50,11,21
710,18.5,18.5,-50,11,21
711,19,19,-50,11,21
712,19.5,19.5,-50,11,21
713,20,20,-107.1,11,21
714,20.04,20.04,-50,11,21
715,21,21,-50,11,21
716,21.5,21.5,-50,11,21
717,22,22,-130,11,21
718,22.5,22.5,-69.6,11,21
719,23.67,23.67,-65,11,21
720,24,24,-80,11,21
721,24.8,24.8,-72.9,11,21
722,26,26,-4.8,11,21
723,26.1,26.1,-72.9,11,21
724,26.83,26.83,-65,11,21
725,28,28,-4.9,11,21
726,28.2,28.2,-6.8,11,21
727,30,30,-80,11,21
728,30.02,30.02,-65,11,21
729,31.63,31.63,-90,11,21
730,32.89,32.89,-90,11,21
731,33.13,33.13,-135,11,21
732,34.13,34.13,-90,11,21
733,35.37,35.37,-90,11,21
734,36.72,36.72,-100,11,21
735,38.1,38.1,-100,11,21
736,39.04,39.04,-68.9,11,21
737,40.01,40.01,-68.9,11,21
738,42.5,42.5,-0.1,11,21
739,45,45,-243.2,11,21
740,47,47,-203.7,11,21
741,47.5,47.5,-0.1,11,21
742,50.5,50.5,-0.1,11,21
743,52,52,-203.7,11,21
744,65.5,65.5,-10,11,21
745,71.2,71.2,-49.4,11,21
746,72.8,72.8,-49.4,11,21
747,73.1,73.1,-49.4,11,21
748,73.5,73.5,-35,11,21
749,74.6,74.6,-85,11,21
750,75.7,75.7,-74.1,11,21
751,77.4,77.4,-10,11,21
752,79.5,79.5,-10,11,21
753,132,132,-192,11,21
754,145.01,145.01,-30.3,11,21
755,160,160,-1097.4,11,21
756,180,180,-712.9,11,21
757,180.3,180.3,-162.4,11,21
758,0,0,-27104,11,22
759,0.01,0.01,-138.4,11,22
760,0.1,0.1,-4.5,11,22
761,0.2,0.2,-9.4,11,22
762,0.51,0.51,-348.6,11,22
763,1,1,-40.1,11,22
764,2,2,-34.7,11,22
765,2.25,2.25,-19.6,11,22
766,2.9,2.9,-78,11,22
767,3,3,-298.8,11,22
768,4,4,-399.2,11,22
769,5,5,-165.2,11,22
770,6.03,6.03,-17,11,22
771,6.88,6.88,-748,11,22
772,7,7,-33,11,22
773,8,8,-16,11,22
774,9,9,-13,11,22
775,9.2,9.2,-181.2,11,22
776,10,10,-328.7,11,22
777,10.01,10.01,-50,11,22
778,10.03,10.03,-17,11,22
779,12,12,-181.2,11,22
780,13.35,13.35,-50,11,22
781,14,14,-194.2,11,22
782,15,15,-78.6,11,22
783,15.5,15.5,-50,11,22
784,16,16,-50,11,22
785,16.5,16.5,-50,11,22
786,16.7,16.7,-50,11,22
787,18,18,-50,11,22
788,18.5,18.5,-50,11,22
789,19,19,-50,11,22
790,19.5,19.5,-50,11,22
791,20,20,-107.1,11,22
792,20.04,20.04,-50,11,22
793,21,21,-50,11,22
794,21.5,21.5,-50,11,22
795,22,22,-130,11,22
796,22.5,22.5,-69.6,11,22
797,23.67,23.67,-65,11,22
798,24,24,-80,11,22
799,24.8,24.8,-72.9,11,22
800,26,26,-4.8,11,22
801,26.1,26.1,-72.9,11,22
802,26.83,26.83,-65,11,22
803,28,28,-4.9,11,22
804,28.2,28.2,-6.8,11,22
805,30,30,-80,11,22
806,30.02,30.02,-65,11,22
807,31.63,31.63,-90,11,22
808,32.89,32.89,-90,11,22
809,33.13,33.13,-135,11,22
810,34.13,34.13,-90,11,22
811,35.37,35.37,-90,11,22
812,36.72,36.72,-100,11,22
813,38.1,38.1,-100,11,22
814,39.04,39.04,-68.9,11,22
815,40.01,40.01,-68.9,11,22
816,42.5,42.5,-0.1,11,22
817,45,45,-243.2,11,22
818,47,47,-203.7,11,22
819,47.5,47.5,-0.1,11,22
820,50.5,50.5,-0.1,11,22
821,52,52,-203.7,11,22
822,65.5,65.5,-10,11,22
823,71.2,71.2,-49.4,11,22
824,72.8,72.8,-49.4,11,22
825,73.1,73.1,-49.4,11,22
826,73.5,73.5,-35,11,22
827,74.6,74.6,-85,11,22
828,75.7,75.7,-74.1,11,22
829,77.4,77.4,-10,11,22
830,79.5,79.5,-10,11,22
831,145.01,145.01,-30.3,11,22
832,160,160,-1097.4,11,22
833,180,180,-704.9,11,22
834,180.3,180.3,-162.4,11,22
835,0,0,-27039,11,23
836,0.01,0.01,-138.1,11,23
837,0.1,0.1,-4.5,11,23
