"H","PH","QH","TH","MP","AR","LH","VH"
243,35.25,-34,20,4,0,11,94
244,45,-112,20,4,0,11,94
245,46.5,-112,20,4,0,11,94
246,50.625,-112,20,4,0,11,94
247,52.5,-111.8,20,4,0,11,94
248,35.25,-180,21,4,0.6,11,94
249,35.25,-34,21,4,0,11,94
250,35.25,-34,21,4,0,11,94
251,35.25,-34,21,4,0,11,94
252,35.25,-34,21,4,0,11,94
253,35.25,-34,21,4,0,11,94
254,45,-112,21,4,0,11,94
255,46.5,-112,21,4,0,11,94
256,50.625,-112,21,4,0,11,94
257,52.5,-111.8,21,4,0,11,94
258,35.25,-180,22,4,0.6,11,94
259,35.25,-34,22,4,0,11,94
260,35.25,-34,22,4,0,11,94
261,35.25,-34,22,4,0,11,94
262,35.25,-34,22,4,0,11,94
263,35.25,-34,22,4,0,11,94
264,45,-112,22,4,0,11,94
265,46.5,-112,22,4,0,11,94
266,50.625,-112,22,4,0,11,94
267,52.5,-111.8,22,4,0,11,94
268,35.25,-30,23,4,0.6,11,94
269,67.6125,-767.8,23,4,0,11,94
270,67.6125,-797.8,24,4,0.6,11,94
271,67.6125,-408.6,1,5,0.6,11,97
272,67.6125,-408.6,2,5,0.6,11,97
273,67.6125,-408.6,3,5,0.6,11,97
274,67.6125,-408.6,4,5,0.6,11,97
275,67.6125,-408.6,5,5,0.6,11,97
276,67.6125,-408.6,6,5,0.6,11,97
277,36.375,-40,7,5,0.6,11,97
278,67.6125,-368.6,7,5,0,11,97
279,36.375,-100,8,5,0.6,11,97
280,67.6125,-308.6,8,5,0,11,97
281,36.375,-165,9,5,0.6,11,97
282,67.6125,-243.6,9,5,0,11,97
283,36.375,-180,10,5,0.6,11,97
284,36.375,-45.7,10,5,0,11,97
285,36.375,-45.7,10,5,0,11,97
286,36.375,-45.7,10,5,0,11,97
287,36.375,-45.7,10,5,0,11,97
288,36.375,-45.8,10,5,0,11,97
289,36.375,-180,11,5,0.6,11,97
290,36.375,-45.7,11,5,0,11,97
291,36.375,-45.7,11,5,0,11,97
292,36.375,-45.7,11,5,0,11,97
293,36.375,-45.7,11,5,0,11,97
294,36.375,-45.8,11,5,0,11,97
295,36.375,-180,12,5,0.6,11,97
296,36.375,-45.7,12,5,0,11,97
297,36.375,-45.7,12,5,0,11,97
298,36.375,-45.7,12,5,0,11,97
299,36.375,-45.7,12,5,0,11,97
300,36.375,-45.8,12,5,0,11,97
301,36.375,-180,13,5,0.6,11,97
302,36.375,-45.7,13,5,0,11,97
303,36.375,-45.7,13,5,0,11,97
304,36.375,-45.7,13,5,0,11,97
305,36.375,-45.7,13,5,0,11,97
306,36.375,-45.8,13,5,0,11,97
307,36.375,-180,14,5,0.6,11,97
308,36.375,-45.7,14,5,0,11,97
309,36.375,-45.7,14,5,0,11,97
310,36.375,-45.7,14,5,0,11,97
311,36.375,-45.7,14,5,0,11,97
312,36.375,-45.8,14,5,0,11,97
313,36.375,-180,15,5,0.6,11,97
314,36.375,-45.7,15,5,0,11,97
315,36.375,-45.7,15,5,0,11,97
316,36.375,-45.7,15,5,0,11,97
317,36.375,-45.7,15,5,0,11,97
318,36.375,-45.8,15,5,0,11,97
319,36.375,-180,16,5,0.6,11,97
320,36.375,-45.7,16,5,0,11,97
321,36.375,-45.7,16,5,0,11,97
322,36.375,-45.7,16,5,0,11,97
323,36.375,-45.7,16,5,0,11,97
324,36.375,-45.8,16,5,0,11,97
325,36.375,-180,17,5,0.6,11,97
326,36.375,-45.7,17,5,0,11,97
327,36.375,-45.7,17,5,0,11,97
328,36.375,-45.7,17,5,0,11,97
329,36.375,-45.7,17,5,0,11,97
330,36.375,-45.8,17,5,0,11,97
331,36.375,-180,18,5,0.6,11,97
332,36.375,-45.7,18,5,0,11,97
333,36.375,-45.7,18,5,0,11,97
334,36.375,-45.7,18,5,0,11,97
335,36.375,-45.7,18,5,0,11,97
336,36.375,-45.8,18,5,0,11,97
337,36.375,-180,19,5,0.6,11,97
338,36.375,-45.7,19,5,0,11,97
339,36.375,-45.7,19,5,0,11,97
340,36.375,-45.7,19,5,0,11,97
341,36.375,-45.7,19,5,0,11,97
342,36.375,-45.8,19,5,0,11,97
343,36.375,-180,20,5,0.6,11,97
344,36.375,-45.7,20,5,0,11,97
345,36.375,-45.7,20,5,0,11,97
346,36.375,-45.7,20,5,0,11,97
347,36.375,-45.7,20,5,0,11,97
348,36.375,-45.8,20,5,0,11,97
349,36.375,-180,21,5,0.6,11,97
350,36.375,-45.7,21,5,0,11,97
351,36.375,-45.7,21,5,0,11,97
352,36.375,-45.7,21,5,0,11,97
353,36.375,-45.7,21,5,0,11,97
354,36.375,-45.8,21,5,0,11,97
355,36.375,-180,22,5,0.6,11,97
356,36.375,-45.7,22,5,0,11,97
357,36.375,-45.7,22,5,0,11,97
358,36.375,-45.7,22,5,0,11,97
359,36.375,-45.7,22,5,0,11,97
360,36.375,-45.8,22,5,0,11,97
361,36.375,-80,23,5,0.6,11,97
362,67.6125,-328.6,23,5,0,11,97
363,67.6125,-408.6,24,5,0.6,11,97
364,67.6125,-402,1,6,0.6,11,105
365,67.6125,-402,2,6,0.6,11,105
366,67.6125,-402,3,6,0.6,11,105
367,67.6125,-402,4,6,0.6,11,105
368,67.6125,-402,5,6,0.6,11,105
369,67.6125,-402,6,6,0.6,11,105
370,67.6125,-402,7,6,0.6,11,105
371,67.6125,-402,8,6,0.6,11,105
372,67.6125,-402,9,6,0.6,11,105
373,67.6125,-402,10,6,0.6,11,105
374,67.6125,-402,11,6,0.6,11,105
375,67.6125,-402,12,6,0.6,11,105
376,67.6125,-402,13,6,0.6,11,105
377,67.6125,-402,14,6,0.6,11,105
378,67.6125,-402,15,6,0.6,11,105
379,39.375,-44,16,6,0.6,11,105
380,67.6125,-358,16,6,0,11,105
381,39.375,-75,17,6,0.6,11,105
382,67.6125,-327,17,6,0,11,105
383,39.375,-171,18,6,0.6,11,105
384,67.6125,-231,18,6,0,11,105
385,39.375,-390,19,6,0.6,11,105
386,67.6125,-12,19,6,0,11,105
387,39.375,-390,20,6,0.6,11,105
388,67.6125,-12,20,6,0,11,105
389,39.375,-390,21,6,0.6,11,105
390,67.6125,-12,21,6,0,11,105
391,39.375,-390,22,6,0.6,11,105
392,67.6125,-12,22,6,0,11,105
393,39.375,-35,23,6,0.6,11,105
394,67.6125,-367,23,6,0,11,105
395,67.6125,-402,24,6,0.6,11,105
396,63.75,-235,1,7,0.6,11,45.5
397,63.7875,-25,1,7,0,11,45.5
398,63.825,-22,1,7,0,11,45.5
399,63.8625,-22,1,7,0,11,45.5
400,63.9,-21,1,7,0,11,45.5
401,67.6125,-26,1,7,0,11,45.5
402,63.75,-235,2,7,0.6,11,45.5
403,63.7875,-25,2,7,0,11,45.5
404,63.825,-22,2,7,0,11,45.5
405,63.8625,-22,2,7,0,11,45.5
406,63.9,-21,2,7,0,11,45.5
407,67.6125,-26,2,7,0,11,45.5
408,63.75,-235,3,7,0.6,11,45.5
409,63.7875,-25,3,7,0,11,45.5
410,63.825,-22,3,7,0,11,45.5
411,63.8625,-22,3,7,0,11,45.5
412,63.9,-21,3,7,0,11,45.5
413,67.6125,-26,3,7,0,11,45.5
414,63.75,-235,4,7,0.6,11,45.5
415,63.7875,-25,4,7,0,11,45.5
416,63.825,-22,4,7,0,11,45.5
417,63.8625,-22,4,7,0,11,45.5
418,63.9,-21,4,7,0,11,45.5
419,67.6125,-26,4,7,0,11,45.5
420,63.75,-235,5,7,0.6,11,45.5
421,63.7875,-25,5,7,0,11,45.5
422,63.825,-22,5,7,0,11,45.5
423,63.8625,-22,5,7,0,11,45.5
424,63.9,-21,5,7,0,11,45.5
425,67.6125,-26,5,7,0,11,45.5
426,63.75,-235,6,7,0.6,11,45.5
427,63.7875,-25,6,7,0,11,45.5
428,63.825,-22,6,7,0,11,45.5
429,63.8625,-22,6,7,0,11,45.5
430,63.9,-21,6,7,0,11,45.5
431,67.6125,-26,6,7,0,11,45.5
432,63.75,-235,7,7,0.6,11,45.5
433,63.7875,-25,7,7,0,11,45.5
434,63.825,-22,7,7,0,11,45.5
435,63.8625,-22,7,7,0,11,45.5
436,63.9,-21,7,7,0,11,45.5
437,67.6125,-26,7,7,0,11,45.5
438,17.0625,-235,8,7,0.6,11,45.5
439,17.0625,-25,8,7,0,11,45.5
440,17.36625,-22,8,7,0,11,45.5
441,17.55375,-22,8,7,0,11,45.5
442,18.86625,-21,8,7,0,11,45.5
443,67.6125,-26,8,7,0,11,45.5
444,17.0625,-235,9,7,0.6,11,45.5
445,17.0625,-25,9,7,0,11,45.5
446,17.36625,-22,9,7,0,11,45.5
447,17.55375,-22,9,7,0,11,45.5
448,18.86625,-21,9,7,0,11,45.5
449,67.6125,-26,9,7,0,11,45.5
450,17.0625,-235,10,7,0.6,11,45.5
451,17.0625,-25,10,7,0,11,45.5
452,17.36625,-22,10,7,0,11,45.5
453,17.55375,-22,10,7,0,11,45.5
454,18.86625,-21,10,7,0,11,45.5
455,67.6125,-26,10,7,0,11,45.5
456,17.0625,-235,11,7,0.6,11,45.5
457,17.0625,-25,11,7,0,11,45.5
458,17.36625,-22,11,7,0,11,45.5
459,17.55375,-22,11,7,0,11,45.5
460,18.86625,-21,11,7,0,11,45.5
461,67.6125,-26,11,7,0,11,45.5
462,17.0625,-235,12,7,0.6,11,45.5
463,17.0625,-25,12,7,0,11,45.5
464,17.36625,-22,12,7,0,11,45.5
465,17.55375,-22,12,7,0,11,45.5
466,18.86625,-21,12,7,0,11,45.5
467,67.6125,-26,12,7,0,11,45.5
468,17.0625,-235,13,7,0.6,11,45.5
469,17.0625,-25,13,7,0,11,45.5
470,17.36625,-22,13,7,0,11,45.5
471,17.55375,-22,13,7,0,11,45.5
472,18.86625,-21,13,7,0,11,45.5
473,67.6125,-26,13,7,0,11,45.5
474,17.0625,-235,14,7,0.6,11,45.5
475,17.0625,-25,14,7,0,11,45.5
476,17.36625,-22,14,7,0,11,45.5
477,17.55375,-22,14,7,0,11,45.5
478,18.86625,-21,14,7,0,11,45.5
479,67.6125,-26,14,7,0,11,45.5
480,17.0625,-235,15,7,0.6,11,45.5
481,17.0625,-25,15,7,0,11,45.5
482,17.36625,-22,15,7,0,11,45.5
483,17.74125,-22,15,7,0,11,45.5
484,18.86625,-21,15,7,0,11,45.5
485,67.6125,-26,15,7,0,11,45.5
486,17.0625,-235,16,7,0.6,11,45.5
487,17.0625,-25,16,7,0,11,45.5
488,17.36625,-22,16,7,0,11,45.5
489,17.74125,-22,16,7,0,11,45.5
490,18.86625,-21,16,7,0,11,45.5
491,67.6125,-26,16,7,0,11,45.5
492,17.0625,-235,17,7,0.6,11,45.5
493,17.0625,-25,17,7,0,11,45.5
494,17.36625,-22,17,7,0,11,45.5
495,17.74125,-22,17,7,0,11,45.5
496,18.86625,-21,17,7,0,11,45.5
497,67.6125,-26,17,7,0,11,45.5
498,17.0625,-235,18,7,0.6,11,45.5
499,17.0625,-25,18,7,0,11,45.5
500,17.36625,-22,18,7,0,11,45.5
501,17.74125,-22,18,7,0,11,45.5
502,18.86625,-21,18,7,0,11,45.5
503,67.6125,-26,18,7,0,11,45.5
504,17.0625,-235,19,7,0.6,11,45.5
505,17.0625,-25,19,7,0,11,45.5
506,17.36625,-22,19,7,0,11,45.5
507,17.74125,-22,19,7,0,11,45.5
508,18.86625,-21,19,7,0,11,45.5
509,67.6125,-26,19,7,0,11,45.5
510,17.0625,-235,20,7,0.6,11,45.5
511,17.0625,-25,20,7,0,11,45.5
512,17.36625,-22,20,7,0,11,45.5
513,17.55375,-22,20,7,0,11,45.5
514,18.86625,-21,20,7,0,11,45.5
515,67.6125,-26,20,7,0,11,45.5
516,17.0625,-235,21,7,0.6,11,45.5
517,17.0625,-25,21,7,0,11,45.5
518,17.36625,-22,21,7,0,11,45.5
519,17.55375,-22,21,7,0,11,45.5
520,18.86625,-21,21,7,0,11,45.5
521,67.6125,-26,21,7,0,11,45.5
522,17.0625,-235,22,7,0.6,11,45.5
523,17.0625,-25,22,7,0,11,45.5
524,17.36625,-22,22,7,0,11,45.5
525,17.55375,-22,22,7,0,11,45.5
526,18.86625,-21,22,7,0,11,45.5
527,67.6125,-26,22,7,0,11,45.5
528,17.0625,-235,23,7,0.6,11,45.5
529,17.0625,-25,23,7,0,11,45.5
530,17.36625,-22,23,7,0,11,45.5
531,17.55375,-22,23,7,0,11,45.5
532,18.86625,-21,23,7,0,11,45.5
533,67.6125,-26,23,7,0,11,45.5
534,17.0625,-235,24,7,0.6,11,45.5
535,17.0625,-25,24,7,0,11,45.5
536,17.36625,-22,24,7,0,11,45.5
537,17.74125,-22,24,7,0,11,45.5
538,18.86625,-21,24,7,0,11,45.5
539,67.6125,-26,24,7,0,11,45.5
540,16.125,-322,1,8,0.6,11,43
541,16.125,-28,1,8,0,11,43
542,17.01,-55,1,8,0,11,43
543,17.7975,-55,1,8,0,11,43
544,17.985,-55,1,8,0,11,43
545,67.6125,-5,1,8,0,11,43
546,16.125,-321,2,8,0.6,11,43
547,16.125,-29,2,8,0,11,43
548,17.01,-55,2,8,0,11,43
549,17.7975,-55,2,8,0,11,43
550,17.985,-55,2,8,0,11,43
551,67.6125,-5,2,8,0,11,43
552,16.125,-320,3,8,0.6,11,43
553,16.125,-30,3,8,0,11,43
554,17.01,-55,3,8,0,11,43
555,17.7975,-55,3,8,0,11,43
556,17.985,-55,3,8,0,11,43
557,67.6125,-5,3,8,0,11,43
558,16.125,-320,4,8,0.6,11,43
559,16.125,-30,4,8,0,11,43
560,17.01,-55,4,8,0,11,43
561,17.7975,-55,4,8,0,11,43
562,17.985,-55,4,8,0,11,43
563,67.6125,-5,4,8,0,11,43
564,16.125,-320,5,8,0.6,11,43
565,16.125,-30,5,8,0,11,43
566,17.01,-55,5,8,0,11,43
567,17.7975,-55,5,8,0,11,43
568,17.985,-55,5,8,0,11,43
569,67.6125,-5,5,8,0,11,43
570,16.125,-320,6,8,0.6,11,43
571,16.125,-30,6,8,0,11,43
572,17.01,-55,6,8,0,11,43
573,17.7975,-55,6,8,0,11,43
574,17.985,-55,6,8,0,11,43
575,67.6125,-5,6,8,0,11,43
576,16.125,-320,7,8,0.6,11,43
577,16.125,-30,7,8,0,11,43
578,17.01,-55,7,8,0,11,43
579,17.7975,-55,7,8,0,11,43
580,17.985,-55,7,8,0,11,43
581,67.6125,-5,7,8,0,11,43
582,16.125,-320,8,8,0.6,11,43
583,16.125,-30,8,8,0,11,43
584,17.01,-55,8,8,0,11,43
585,17.7975,-55,8,8,0,11,43
586,17.985,-55,8,8,0,11,43
587,67.6125,-5,8,8,0,11,43
588,16.125,-320,9,8,0.6,11,43
589,16.125,-30,9,8,0,11,43
590,17.01,-55,9,8,0,11,43
591,17.7975,-55,9,8,0,11,43
592,17.985,-55,9,8,0,11,43
593,67.6125,-5,9,8,0,11,43
594,16.125,-320,10,8,0.6,11,43
595,16.125,-30,10,8,0,11,43
596,17.01,-55,10,8,0,11,43
597,17.7975,-55,10,8,0,11,43
598,17.985,-55,10,8,0,11,43
599,67.6125,-5,10,8,0,11,43
600,16.125,-320,11,8,0.6,11,43
601,16.125,-30,11,8,0,11,43
602,17.01,-55,11,8,0,11,43
603,17.7975,-55,11,8,0,11,43
604,17.985,-55,11,8,0,11,43
605,67.6125,-5,11,8,0,11,43
606,16.125,-320,12,8,0.6,11,43
607,16.125,-30,12,8,0,11,43
608,17.01,-55,12,8,0,11,43
609,17.7975,-55,12,8,0,11,43
610,17.985,-55,12,8,0,11,43
611,67.6125,-5,12,8,0,11,43
612,16.125,-320,13,8,0.6,11,43
613,16.125,-30,13,8,0,11,43
614,17.01,-55,13,8,0,11,43
615,17.7975,-55,13,8,0,11,43
616,17.985,-55,13,8,0,11,43
617,67.6125,-5,13,8,0,11,43
618,16.125,-320,14,8,0.6,11,43
619,16.125,-30,14,8,0,11,43
620,17.01,-55,14,8,0,11,43
621,17.7975,-55,14,8,0,11,43
622,17.985,-55,14,8,0,11,43
623,67.6125,-5,14,8,0,11,43
624,16.125,-320,15,8,0.6,11,43
625,16.125,-30,15,8,0,11,43
626,17.01,-55,15,8,0,11,43
627,17.7975,-55,15,8,0,11,43
628,17.985,-55,15,8,0,11,43
629,67.6125,-5,15,8,0,11,43
630,16.125,-320,16,8,0.6,11,43
631,16.125,-30,16,8,0,11,43
632,17.01,-55,16,8,0,11,43
633,17.7975,-55,16,8,0,11,43
634,17.985,-55,16,8,0,11,43
635,67.6125,-5,16,8,0,11,43
636,16.125,-320,17,8,0.6,11,43
637,16.125,-30,17,8,0,11,43
638,17.01,-55,17,8,0,11,43
639,17.7975,-55,17,8,0,11,43
640,17.985,-55,17,8,0,11,43
641,67.6125,-5,17,8,0,11,43
642,16.125,-320,18,8,0.6,11,43
643,16.125,-30,18,8,0,11,43
644,17.01,-55,18,8,0,11,43
645,17.7975,-55,18,8,0,11,43
646,17.985,-55,18,8,0,11,43
647,67.6125,-5,18,8,0,11,43
648,16.125,-320,19,8,0.6,11,43
649,16.125,-30,19,8,0,11,43
650,17.01,-55,19,8,0,11,43
651,17.7975,-55,19,8,0,11,43
652,17.985,-55,19,8,0,11,43
653,67.6125,-5,19,8,0,11,43
