"I","PI0","PI1","QI","LI","TI"
334,18,18,92.4,11,5
335,16.2,16.2,138,11,5
336,16,16,0.8,11,5
337,15.9,15.9,190,11,5
338,15.1,15.1,138,11,5
339,15,15,98.8,11,5
340,14.83,14.83,99.9,11,5
341,14,14,0.5,11,5
342,12.3,12.3,138,11,5
343,12,12,99,11,5
344,11.9,11.9,190,11,5
345,10.9,10.9,78,11,5
346,10.13,10.13,52,11,5
347,10,10,16.6,11,5
348,9.9,9.9,72,11,5
349,9,9,72.7,11,5
350,8.9,8.9,190,11,5
351,8.8,8.8,138,11,5
352,5,5,99.3,11,5
353,4.98,4.98,0.8,11,5
354,2,2,10,11,5
355,1,1,25.7,11,5
356,0.5,0.5,101.7,11,5
357,0.2,0.2,8.9,11,5
358,0.1,0.1,64.1,11,5
359,0.03,0.03,100,11,5
360,0.02,0.02,105,11,5
361,0.01,0.01,148,11,5
362,0,0,3655.3,11,5
363,180.3,180.3,13547.4,11,6
364,180,180,13.1,11,6
365,150,150,288.7,11,6
366,140,140,7.2,11,6
367,130,130,5.9,11,6
368,120,120,61.2,11,6
369,110,110,71.8,11,6
370,100.36,100.36,61.2,11,6
371,100,100,135.4,11,6
372,91,91,0.1,11,6
373,90,90,610.8,11,6
374,89.99,89.99,200,11,6
375,85,85,0.3,11,6
376,84.98,84.98,300,11,6
377,80,80,339.6,11,6
378,79.1,79.1,951.8,11,6
379,75,75,92.5,11,6
380,73.77,73.77,97.1,11,6
381,73,73,10.8,11,6
382,70,70,70.2,11,6
383,65,65,0.4,11,6
384,60,60,89.5,11,6
385,55,55,4.3,11,6
386,54.6,54.6,0.1,11,6
387,50,50,0.4,11,6
388,45.5,45.5,5.7,11,6
389,45,45,59,11,6
390,41.4,41.4,20,11,6
391,40,40,0.5,11,6
392,38.5,38.5,5.6,11,6
393,38.4,38.4,20,11,6
394,37.25,37.25,0.9,11,6
395,36.4,36.4,10,11,6
396,32.7,32.7,40,11,6
397,32,32,50,11,6
398,31,31,50,11,6
399,30,30,37,11,6
400,28.5,28.5,2.8,11,6
401,26.32,26.32,0.9,11,6
402,25.9,25.9,72,11,6
403,25.13,25.13,52,11,6
404,25,25,201.2,11,6
405,24.9,24.9,20.9,11,6
406,22,22,90,11,6
407,20.13,20.13,52,11,6
408,20,20,38.5,11,6
409,18.4,18.4,138,11,6
410,18,18,92.4,11,6
411,17.06,17.06,99.9,11,6
412,16.2,16.2,138,11,6
413,16,16,0.8,11,6
414,15.9,15.9,190,11,6
415,15.1,15.1,138,11,6
416,15,15,98.8,11,6
417,14,14,0.6,11,6
418,12.3,12.3,138,11,6
419,12,12,99,11,6
420,11.9,11.9,190,11,6
421,10.9,10.9,78,11,6
422,10.13,10.13,52,11,6
423,10,10,17.2,11,6
424,9.9,9.9,72,11,6
425,9,9,78.3,11,6
426,8.9,8.9,190,11,6
427,8.8,8.8,138,11,6
428,5,5,100,11,6
429,2,2,10,11,6
430,1,1,28.3,11,6
431,0.5,0.5,101,11,6
432,0.2,0.2,8.7,11,6
433,0.1,0.1,63.3,11,6
434,0.03,0.03,100,11,6
435,0.02,0.02,105,11,6
436,0.01,0.01,148,11,6
437,0,0,3715.7,11,6
438,180.3,180.3,11202.5,11,7
439,180,180,14.6,11,7
440,150,150,368,11,7
441,140,140,7.6,11,7
442,130,130,6.9,11,7
443,120,120,71.8,11,7
444,117.5,117.5,11.5,11,7
445,110,110,94.8,11,7
446,100.35,100.35,70.1,11,7
447,100,100,155.8,11,7
448,95,95,0.3,11,7
449,91,91,0.1,11,7
450,90,90,1084.7,11,7
451,89.99,89.99,200,11,7
452,88.78,88.78,1020.9,11,7
453,84.98,84.98,300,11,7
454,80,80,6.2,11,7
455,77.83,77.83,13.6,11,7
456,75,75,115.1,11,7
457,73.77,73.77,108.9,11,7
458,70,70,91.4,11,7
459,65,65,0.8,11,7
460,63.04,63.04,0.1,11,7
461,60,60,89.2,11,7
462,55,55,4.4,11,7
463,50,50,100.7,11,7
464,45.5,45.5,7.7,11,7
465,42.19,42.19,0.9,11,7
466,41.4,41.4,20,11,7
467,41,41,31,11,7
468,40,40,40.6,11,7
469,39,39,20,11,7
470,38.5,38.5,7.7,11,7
471,38.4,38.4,20,11,7
472,37,37,20,11,7
473,36.4,36.4,10,11,7
474,35,35,20,11,7
475,30.32,30.32,0.9,11,7
476,30,30,96,11,7
477,28.5,28.5,3.7,11,7
478,25.13,25.13,52,11,7
479,25,25,3.1,11,7
480,24,24,50,11,7
481,22,22,90,11,7
482,20.13,20.13,52,11,7
483,20.07,20.07,99.9,11,7
484,20,20,128.7,11,7
485,18.4,18.4,138,11,7
486,18,18,2.6,11,7
487,16.2,16.2,138,11,7
488,16,16,0.9,11,7
489,15.9,15.9,190,11,7
490,15.1,15.1,138,11,7
491,15,15,100,11,7
492,14,14,0.6,11,7
493,12.3,12.3,138,11,7
494,12,12,99,11,7
495,11.9,11.9,190,11,7
496,10.9,10.9,78,11,7
497,10.13,10.13,52,11,7
498,10,10,16.5,11,7
499,9.9,9.9,72,11,7
500,9,9,94.2,11,7
501,8.9,8.9,190,11,7
502,8.8,8.8,138,11,7
503,5,5,99.5,11,7
504,2,2,10,11,7
505,1,1,36.1,11,7
506,0.5,0.5,297.4,11,7
507,0.4,0.4,20.6,11,7
508,0.2,0.2,8.2,11,7
509,0.1,0.1,60.8,11,7
510,0.03,0.03,100,11,7
511,0.02,0.02,105,11,7
512,0.01,0.01,148,11,7
513,0,0,8210.1,11,7
514,180.3,180.3,14203.3,11,8
515,180,180,16.5,11,8
516,150,150,11.6,11,8
517,140,140,9.5,11,8
518,130,130,7.3,11,8
519,123.04,123.04,95.1,11,8
520,120,120,66.5,11,8
521,110,110,142,11,8
522,105,105,876.7,11,8
523,100,100,134.9,11,8
524,97,97,0.2,11,8
525,92,92,0.1,11,8
526,91,91,0.2,11,8
527,90.37,90.37,17,11,8
528,90,90,1145.8,11,8
529,89.99,89.99,200,11,8
530,84.98,84.98,300,11,8
531,80,80,12.6,11,8
532,75,75,143.2,11,8
533,73.77,73.77,119.9,11,8
534,72.84,72.84,0.1,11,8
535,70,70,109.9,11,8
536,65,65,101,11,8
537,60,60,89.2,11,8
538,55,55,5.4,11,8
539,53,53,25,11,8
540,51.11,51.11,0.8,11,8
541,51,51,45,11,8
542,50,50,1,11,8
543,49.9,49.9,20.9,11,8
544,49,49,20,11,8
545,48.5,48.5,7.6,11,8
546,47,47,20,11,8
547,45,45,20,11,8
548,44,44,80,11,8
549,43.96,43.96,50,11,8
550,43.5,43.5,84.9,11,8
551,41.5,41.5,7.6,11,8
552,41.4,41.4,20,11,8
553,40.5,40.5,63.7,11,8
554,40,40,46.4,11,8
555,38.4,38.4,20,11,8
556,36.4,36.4,10,11,8
557,36.18,36.18,1.1,11,8
558,35.5,35.5,63.7,11,8
559,32,32,50,11,8
560,31.5,31.5,63.7,11,8
561,30,30,111.1,11,8
562,29,29,0.6,11,8
563,28.5,28.5,63.7,11,8
564,28,28,90,11,8
565,25.5,25.5,84.9,11,8
566,25.13,25.13,52,11,8
567,25,25,4.2,11,8
568,24,24,4.6,11,8
569,23.5,23.5,8,11,8
570,23,23,3.2,11,8
571,22,22,140,11,8
572,20.13,20.13,52,11,8
573,20,20,36.1,11,8
574,18.4,18.4,138,11,8
575,18,18,0.7,11,8
576,16.2,16.2,138,11,8
577,15.96,15.96,53.9,11,8
578,15.9,15.9,190,11,8
579,15.1,15.1,138,11,8
580,15,15,92,11,8
581,12.3,12.3,138,11,8
582,12,12,99,11,8
583,11.9,11.9,190,11,8
584,10.9,10.9,78,11,8
585,10.13,10.13,52,11,8
586,10,10,69.9,11,8
587,9.9,9.9,72,11,8
588,9,9,106.7,11,8
589,8.9,8.9,190,11,8
590,8.8,8.8,138,11,8
591,8,8,90,11,8
592,5,5,8.6,11,8
593,2,2,10,11,8
594,1,1,42.7,11,8
595,0.5,0.5,295.3,11,8
596,0.2,0.2,6.4,11,8
597,0.1,0.1,58.8,11,8
598,0,0,9594.6,11,8
599,180.3,180.3,15396.1,11,9
600,180,180,20,11,9
601,150,150,12.1,11,9
602,140,140,10.9,11,9
603,130,130,7.7,11,9
604,123.5,123.5,940.6,11,9
605,123.04,123.04,117.3,11,9
606,120,120,75.4,11,9
607,117.48,117.48,22,11,9
608,116.13,116.13,123.1,11,9
609,110,110,159.8,11,9
610,100,100,156.5,11,9
611,97,97,0.8,11,9
612,94,94,0.6,11,9
613,93.06,93.06,20.9,11,9
614,92,92,0.7,11,9
615,91,91,0.3,11,9
616,90,90,1023.8,11,9
617,89.99,89.99,200,11,9
618,84.98,84.98,300,11,9
619,80,80,217.7,11,9
620,75.77,75.77,0.2,11,9
621,75,75,0.2,11,9
622,72.9,72.9,69.2,11,9
623,70,70,135.6,11,9
624,65,65,1.5,11,9
625,60,60,89.6,11,9
626,57.3,57.3,0.8,11,9
627,54,54,7.9,11,9
628,53,53,60,11,9
629,52.5,52.5,94.3,11,9
630,51,51,60,11,9
631,50.1,50.1,7.7,11,9
632,50,50,9.1,11,9
633,49.9,49.9,24.8,11,9
634,49.5,49.5,70.7,11,9
635,49,49,20,11,9
636,47,47,20,11,9
637,45.7,45.7,99.9,11,9
638,45,45,20,11,9
639,44.5,44.5,70.7,11,9
640,41.4,41.4,20,11,9
641,40.5,40.5,70.7,11,9
642,40,40,58.1,11,9
643,38.4,38.4,20,11,9
644,37.5,37.5,70.7,11,9
645,36.88,36.88,1.3,11,9
646,36.4,36.4,10,11,9
647,36,36,50,11,9
648,34.5,34.5,94.3,11,9
649,30,30,109.6,11,9
650,29,29,10.2,11,9
651,28,28,90,11,9
652,26,26,5.3,11,9
653,25.13,25.13,52,11,9
654,25,25,4.8,11,9
655,24,24,53.7,11,9
656,22,22,91.3,11,9
657,20.13,20.13,52,11,9
658,20,20,35.8,11,9
659,18.4,18.4,138,11,9
660,16.2,16.2,138,11,9
661,15.9,15.9,190,11,9
662,15.13,15.13,52,11,9
663,15.1,15.1,138,11,9
664,15,15,92,11,9
665,12.3,12.3,138,11,9
666,11.9,11.9,190,11,9
667,10.9,10.9,78,11,9
668,10,10,15.6,11,9
669,9.9,9.9,72,11,9
670,8.9,8.9,190,11,9
671,8.8,8.8,138,11,9
672,8,8,90,11,9
673,7.29,7.29,69.2,11,9
674,5,5,7.8,11,9
675,2,2,10,11,9
676,1,1,47.2,11,9
677,0.5,0.5,286.9,11,9
678,0.4,0.4,10.3,11,9
679,0.2,0.2,4.9,11,9
680,0.1,0.1,57.4,11,9
681,0,0,10332.9,11,9
682,180.3,180.3,16303.8,11,10
683,180,180,24.1,11,10
684,150,150,14,11,10
685,140,140,11.4,11,10
686,139.99,139.99,941.4,11,10
687,130,130,9.5,11,10
688,123.04,123.04,139.3,11,10
689,120,120,90.1,11,10
690,116.13,116.13,125.9,11,10
691,110,110,185.4,11,10
692,100,100,198.4,11,10
693,97.85,97.85,26,11,10
694,94,94,0.6,11,10
695,92,92,0.7,11,10
696,90,90,1078.7,11,10
697,89.99,89.99,200,11,10
698,84.98,84.98,300,11,10
699,81,81,82.1,11,10
700,80.77,80.77,0.2,11,10
701,80,80,293.4,11,10
702,75,75,0.2,11,10
703,70,70,161.4,11,10
704,65,65,1.7,11,10
705,60,60,89.6,11,10
706,59.26,59.26,0.9,11,10
707,54,54,10,11,10
708,53.65,53.65,109.8,11,10
709,53,53,30,11,10
710,51,51,20,11,10
711,50.65,50.65,82.4,11,10
712,50.26,50.26,99.9,11,10
713,50.1,50.1,7.9,11,10
714,50,50,11.4,11,10
715,49.9,49.9,33.5,11,10
716,49,49,20.7,11,10
717,47,47,20,11,10
718,45.65,45.65,82.4,11,10
719,41.65,41.65,82.4,11,10
720,41.4,41.4,20,11,10
721,40,40,60,11,10
722,39.28,39.28,1.5,11,10
723,38.65,38.65,82.4,11,10
724,38.4,38.4,20,11,10
725,36.4,36.4,10,11,10
726,35.65,35.65,109.8,11,10
727,32,32,6.3,11,10
728,30,30,144.6,11,10
729,29,29,12.9,11,10
730,28,28,94.4,11,10
731,26,26,1.5,11,10
732,25.13,25.13,52,11,10
733,25,25,5.3,11,10
734,24,24,1,11,10
735,22,22,140,11,10
736,20.13,20.13,52,11,10
737,18.4,18.4,138,11,10
738,16.2,16.2,138,11,10
739,15.9,15.9,190,11,10
740,15.13,15.13,52,11,10
741,15.1,15.1,138,11,10
742,15,15,92,11,10
743,12.3,12.3,138,11,10
744,11.9,11.9,190,11,10
745,10.9,10.9,78,11,10
746,10,10,14.9,11,10
747,9.9,9.9,72,11,10
748,8.9,8.9,190,11,10
749,8.8,8.8,138,11,10
750,8.1,8.1,82.1,11,10
751,8,8,90,11,10
752,7,7,50,11,10
753,5,5,7.7,11,10
754,2,2,10,11,10
755,1,1,54.9,11,10
756,0.5,0.5,283.4,11,10
757,0.4,0.4,10.4,11,10
758,0.2,0.2,2.8,11,10
759,0.1,0.1,54,11,10
760,0,0,10651.5,11,10
761,180.3,180.3,16670.8,11,11
762,180,180,24.9,11,11
763,150,150,14.3,11,11
764,140,140,11.9,11,11
765,130,130,9.9,11,11
766,129.07,129.07,938.7,11,11
767,123.04,123.04,139.3,11,11
768,120,120,93.6,11,11
769,116.13,116.13,127,11,11
770,110,110,193.2,11,11
771,100,100,209.7,11,11
772,98.58,98.58,27.6,11,11
773,95,95,6,11,11
774,94,94,0.6,11,11
775,90,90,1095.4,11,11
776,89.99,89.99,200,11,11
777,84.98,84.98,300,11,11
778,81,81,85.5,11,11
779,80.52,80.52,0.2,11,11
780,80,80,309.4,11,11
781,75,75,0.2,11,11
782,70,70,168.2,11,11
783,65,65,1.7,11,11
784,60.19,60.19,0.9,11,11
785,60,60,89.6,11,11
786,54,54,10.4,11,11
787,50,50,12.1,11,11
788,49.9,49.9,35.7,11,11
789,49,49,0.7,11,11
790,47,47,17.8,11,11
791,46,46,113.1,11,11
792,45,45,70,11,11
793,43.44,43.44,99.9,11,11
794,43,43,84.8,11,11
795,41.4,41.4,20,11,11
796,41,41,50,11,11
797,40.53,40.53,1.8,11,11
798,40,40,61.1,11,11
799,38.4,38.4,20,11,11
800,38,38,84.8,11,11
801,36.4,36.4,10,11,11
802,34,34,84.8,11,11
803,32,32,6.6,11,11
804,31,31,84.8,11,11
805,30,30,143.6,11,11
806,29,29,13.4,11,11
807,28,28,207.7,11,11
808,26,26,1.6,11,11
809,25.13,25.13,52,11,11
810,25,25,5.8,11,11
811,24,24,1.1,11,11
812,22,22,90,11,11
813,20.13,20.13,52,11,11
814,18.4,18.4,138,11,11
815,16.2,16.2,138,11,11
816,15.9,15.9,190,11,11
817,15.13,15.13,52,11,11
818,15.1,15.1,138,11,11
819,15,15,92,11,11
820,12.3,12.3,138,11,11
821,11.9,11.9,190,11,11
822,10.9,10.9,78,11,11
823,10,10,14.4,11,11
824,9.9,9.9,72,11,11
825,8.9,8.9,190,11,11
826,8.8,8.8,138,11,11
827,8.1,8.1,85.5,11,11
828,8,8,90,11,11
829,5,5,7.4,11,11
830,2,2,10,11,11
831,1,1,56.6,11,11
832,0.5,0.5,263.4,11,11
833,0.4,0.4,20.1,11,11
834,0.2,0.2,2.1,11,11
835,0.1,0.1,53.3,11,11
836,0,0,10708.7,11,11
837,180.3,180.3,16977.5,11,12
838,180,180,24.5,11,12
839,150,150,14.3,11,12
840,140,140,12.2,11,12
841,130,130,10,11,12
842,123.04,123.04,139.3,11,12
843,120,120,98.5,11,12
844,117.5,117.5,938.4,11,12
845,116.13,116.13,128.5,11,12
846,110,110,190.7,11,12
847,100,100,486.9,11,12
848,97.31,97.31,27.7,11,12
849,95,95,6,11,12
850,90,90,782.2,11,12
851,89.99,89.99,200,11,12
852,84.98,84.98,300,11,12
853,81,81,87.4,11,12
854,80,80,302.4,11,12
855,77.06,77.06,0.2,11,12
856,75,75,0.2,11,12
857,70,70,168.2,11,12
858,65,65,1.7,11,12
859,60,60,89.6,11,12
860,59.93,59.93,0.9,11,12
861,51,51,9.5,11,12
862,50,50,1.8,11,12
863,49.9,49.9,36.2,11,12
864,47,47,9.4,11,12
865,46.4,46.4,8.3,11,12
866,45,45,8.6,11,12
867,41.4,41.4,20,11,12
868,41,41,163.8,11,12
869,40.53,40.53,67.9,11,12
870,40,40,60.4,11,12
871,39.75,39.75,1.9,11,12
872,39,39,0.7,11,12
873,38.4,38.4,20,11,12
874,38,38,85.4,11,12
875,36.4,36.4,10,11,12
876,34,34,6.7,11,12
877,33,33,85.4,11,12
878,30,30,198.4,11,12
879,29,29,85.4,11,12
880,28,28,90,11,12
881,27,27,1.6,11,12
882,26,26,100.5,11,12
883,25.13,25.13,52,11,12
884,25,25,6.8,11,12
885,23,23,113.8,11,12
886,22,22,90,11,12
887,20.13,20.13,52,11,12
888,18.4,18.4,138,11,12
889,16.2,16.2,138,11,12
890,15.9,15.9,190,11,12
891,15.13,15.13,52,11,12
892,15.1,15.1,138,11,12
893,15,15,92,11,12
894,12.3,12.3,138,11,12
895,11.9,11.9,190,11,12
896,10.9,10.9,78,11,12
897,10,10,14.4,11,12
898,9.9,9.9,72,11,12
899,8.9,8.9,190,11,12
900,8.8,8.8,138,11,12
901,8.1,8.1,87.4,11,12
902,8,8,90,11,12
903,5,5,7.5,11,12
904,2,2,10,11,12
905,1,1,57,11,12
906,0.5,0.5,263.4,11,12
907,0.4,0.4,20.1,11,12
908,0.2,0.2,1.9,11,12
909,0.1,0.1,53.4,11,12
910,0,0,10686.5,11,12
911,180.3,180.3,17962.8,11,13
912,180,180,24.5,11,13
913,150,150,14.5,11,13
914,140,140,13.1,11,13
915,130,130,9.7,11,13
