"I","PI0","PI1","QI","LI","TI"
104,80.69,80.69,-30,12,21
105,81.69,81.69,-30,12,21
106,130.07,130.07,-187,12,21
107,130.97,130.97,-12,12,21
108,131.47,131.47,-12,12,21
109,131.69,131.69,-20,12,21
110,180.21,180.21,-43.8,12,21
111,180.3,180.3,-77,12,21
112,180.3,180.3,11138.5,11,1
113,180,180,12.6,11,1
114,150,150,8.1,11,1
115,140,140,11.3,11,1
116,130,130,5.2,11,1
117,120,120,55.4,11,1
118,110,110,364.2,11,1
119,105,105,0.3,11,1
120,100,100,117.9,11,1
121,94.61,94.61,8.8,11,1
122,93.56,93.56,600.6,11,1
123,91,91,0.1,11,1
124,90,90,448.6,11,1
125,89.99,89.99,200,11,1
126,85,85,3,11,1
127,84.98,84.98,300,11,1
128,80,80,51.4,11,1
129,75,75,110.8,11,1
130,70,70,29.7,11,1
131,65,65,19.6,11,1
132,64.4,64.4,48.8,11,1
133,63.21,63.21,0.1,11,1
134,60,60,533.3,11,1
135,59.4,59.4,36.6,11,1
136,55,55,7.1,11,1
137,54.4,54.4,36.6,11,1
138,52.06,52.06,0.1,11,1
139,50.75,50.75,5.1,11,1
140,50.4,50.4,36.6,11,1
141,50,50,8.2,11,1
142,47.4,47.4,36.6,11,1
143,46.75,46.75,5.1,11,1
144,45,45,42.9,11,1
145,44.99,44.99,13.8,11,1
146,44.4,44.4,48.8,11,1
147,44,44,16.9,11,1
148,43,43,16.9,11,1
149,42.4,42.4,20,11,1
150,42.31,42.31,91.8,11,1
151,42,42,17,11,1
152,41,41,17,11,1
153,40.75,40.75,2.6,11,1
154,40,40,16.9,11,1
155,39.4,39.4,20,11,1
156,39,39,17.5,11,1
157,38,38,16.9,11,1
158,37.4,37.4,10,11,1
159,37,37,16.9,11,1
160,36,36,16.9,11,1
161,35,35,18,11,1
162,34.75,34.75,16.9,11,1
163,34.5,34.5,16.9,11,1
164,34.41,34.41,1.1,11,1
165,34.25,34.25,16.9,11,1
166,34,34,16.9,11,1
167,33,33,50,11,1
168,32.69,32.69,1.3,11,1
169,32,32,5.4,11,1
170,30.4,30.4,1.2,11,1
171,30,30,108,11,1
172,29,29,3.8,11,1
173,26,26,50,11,1
174,25,25,1.3,11,1
175,23,23,1.3,11,1
176,20,20,122.2,11,1
177,19.99,19.99,73,11,1
178,19.9,19.9,190,11,1
179,19.48,19.48,73,11,1
180,18.9,18.9,190,11,1
181,17.9,17.9,190,11,1
182,16.8,16.8,138,11,1
183,15.2,15.2,138,11,1
184,14.5,14.5,5.2,11,1
185,14.1,14.1,138,11,1
186,11.5,11.5,72,11,1
187,10.13,10.13,52,11,1
188,10,10,2,11,1
189,9.25,9.25,5.2,11,1
190,9,9,65.8,11,1
191,7,7,138,11,1
192,6,6,138,11,1
193,5.13,5.13,52,11,1
194,5,5,98,11,1
195,4,4,5.2,11,1
196,3,3,90,11,1
197,2,2,10,11,1
198,1.5,1.5,105,11,1
199,1.3,1.3,100,11,1
200,1.1,1.1,75,11,1
201,1,1,24.5,11,1
202,0.99,0.99,105,11,1
203,0.79,0.79,100,11,1
204,0.5,0.5,101.6,11,1
205,0.13,0.13,52,11,1
206,0.1,0.1,189.6,11,1
207,0,0,9681.4,11,1
208,180.3,180.3,10110.3,11,2
209,180,180,11.8,11,2
210,150,150,7.6,11,2
211,140,140,9.3,11,2
212,130,130,5.2,11,2
213,120,120,50,11,2
214,110,110,357.7,11,2
215,100,100,107.7,11,2
216,97,97,0.3,11,2
217,91,91,0.1,11,2
218,90.6,90.6,614.5,11,2
219,90,90,435.3,11,2
220,89.99,89.99,200,11,2
221,84.98,84.98,300,11,2
222,84.28,84.28,8.4,11,2
223,80,80,51.1,11,2
224,75,75,108.2,11,2
225,70,70,32.7,11,2
226,65,65,19.7,11,2
227,60,60,554.4,11,2
228,58.59,58.59,47.7,11,2
229,56.42,56.42,0.1,11,2
230,55,55,6.7,11,2
231,53.59,53.59,35.8,11,2
232,52.06,52.06,0.1,11,2
233,50,50,7.9,11,2
234,48.75,48.75,4.9,11,2
235,48.59,48.59,35.8,11,2
236,48,48,17,11,2
237,47,47,17,11,2
238,46,46,16.9,11,2
239,45,45,25.7,11,2
240,44.99,44.99,12.8,11,2
241,44.75,44.75,4.9,11,2
242,44.59,44.59,35.8,11,2
243,44,44,17,11,2
244,43,43,17,11,2
245,42.4,42.4,20,11,2
246,42.31,42.31,81.6,11,2
247,42,42,17,11,2
248,41.59,41.59,35.8,11,2
249,41,41,17,11,2
250,40,40,84,11,2
251,39.4,39.4,20,11,2
252,39,39,17,11,2
253,38.75,38.75,2.4,11,2
254,38.59,38.59,47.7,11,2
255,38,38,67,11,2
256,37.75,37.75,17,11,2
257,37.5,37.5,17,11,2
258,37.4,37.4,10,11,2
259,37.25,37.25,17,11,2
260,37,37,17,11,2
261,35,35,1.1,11,2
262,30,30,211.9,11,2
263,29.61,29.61,1,11,2
264,29.12,29.12,1.2,11,2
265,29,29,0.5,11,2
266,28.13,28.13,1.3,11,2
267,25,25,4.6,11,2
268,22.6,22.6,54,11,2
269,21,21,1.2,11,2
270,20,20,121.5,11,2
271,19.99,19.99,73,11,2
272,19.9,19.9,190,11,2
273,19.48,19.48,73,11,2
274,19,19,8,11,2
275,18.9,18.9,190,11,2
276,17.9,17.9,190,11,2
277,17.5,17.5,5.1,11,2
278,16.8,16.8,138,11,2
279,15.2,15.2,138,11,2
280,15,15,0.8,11,2
281,14.1,14.1,138,11,2
282,12.25,12.25,5.1,11,2
283,11.5,11.5,72,11,2
284,10.13,10.13,52,11,2
285,10,10,2,11,2
286,9,9,64.2,11,2
287,7,7,143.1,11,2
288,6,6,138,11,2
289,5.13,5.13,52,11,2
290,5,5,98,11,2
291,3,3,90,11,2
292,2,2,10,11,2
293,1.5,1.5,105,11,2
294,1.3,1.3,100,11,2
295,1.1,1.1,75,11,2
296,1,1,24,11,2
297,0.99,0.99,105,11,2
298,0.79,0.79,100,11,2
299,0.5,0.5,76.9,11,2
300,0.13,0.13,52,11,2
301,0.1,0.1,164.9,11,2
302,0,0,8640.8,11,2
303,180.3,180.3,9040.3,11,3
304,180,180,11,11,3
305,150,150,7.2,11,3
306,140,140,7.6,11,3
307,130,130,5.2,11,3
308,120,120,56.4,11,3
309,110,110,348,11,3
310,100,100,100,11,3
311,91,91,0.1,11,3
312,90,90,424.1,11,3
313,89.99,89.99,200,11,3
314,86.1,86.1,600,11,3
315,85,85,0.3,11,3
316,84.98,84.98,300,11,3
317,80,80,50.8,11,3
318,75,75,107,11,3
319,73.86,73.86,8.3,11,3
320,70,70,32,11,3
321,65,65,19.6,11,3
322,60,60,577,11,3
323,55,55,6.4,11,3
324,52.06,52.06,0.1,11,3
325,51.72,51.72,46.8,11,3
326,50,50,7.6,11,3
327,49.32,49.32,0.1,11,3
328,46.75,46.75,4.7,11,3
329,46.72,46.72,35.1,11,3
330,45,45,25.7,11,3
331,44.99,44.99,12.6,11,3
332,44,44,16.9,11,3
333,43,43,16.9,11,3
334,42.75,42.75,4.7,11,3
335,42.4,42.4,20,11,3
336,42.31,42.31,61.2,11,3
337,42,42,16.9,11,3
338,41.72,41.72,35.1,11,3
339,41,41,16.9,11,3
340,40,40,35.1,11,3
341,39.4,39.4,20,11,3
342,39,39,16.9,11,3
343,38,38,116.9,11,3
344,37.72,37.72,35.1,11,3
345,37.4,37.4,10,11,3
346,37,37,16.9,11,3
347,36,36,16.9,11,3
348,35.75,35.75,2.4,11,3
349,35,35,17.9,11,3
350,34.75,34.75,16.9,11,3
351,34.72,34.72,35.1,11,3
352,34.5,34.5,16.9,11,3
353,34.25,34.25,16.9,11,3
354,34,34,16.9,11,3
355,31.72,31.72,46.8,11,3
356,30,30,285.9,11,3
357,29,29,0.5,11,3
358,28,28,4.3,11,3
359,25.2,25.2,1,11,3
360,25,25,4.3,11,3
361,23.94,23.94,1.3,11,3
362,23.22,23.22,1.2,11,3
363,22.6,22.6,54,11,3
364,20,20,122.3,11,3
365,19.99,19.99,73,11,3
366,19.9,19.9,190,11,3
367,19.48,19.48,73,11,3
368,18.9,18.9,190,11,3
369,17.9,17.9,190,11,3
370,16.8,16.8,138,11,3
371,15.2,15.2,138,11,3
372,15,15,90.7,11,3
373,14.5,14.5,5.2,11,3
374,14.1,14.1,138,11,3
375,11.5,11.5,72,11,3
376,10.13,10.13,52,11,3
377,10,10,92,11,3
378,9.25,9.25,5.2,11,3
379,9,9,62.8,11,3
380,7,7,138,11,3
381,6,6,138,11,3
382,5.13,5.13,52,11,3
383,5,5,8,11,3
384,4,4,5.2,11,3
385,2,2,10,11,3
386,1.5,1.5,105,11,3
387,1.3,1.3,100,11,3
388,1.1,1.1,75,11,3
389,1,1,113.5,11,3
390,0.99,0.99,105,11,3
391,0.79,0.79,100,11,3
392,0.5,0.5,77.1,11,3
393,0.13,0.13,52,11,3
394,0.1,0.1,75.1,11,3
395,0,0,7665.3,11,3
396,180.3,180.3,8521.3,11,4
397,180,180,11.4,11,4
398,150,150,7,11,4
399,140,140,6.8,11,4
400,130,130,5.2,11,4
401,120,120,43.1,11,4
402,110,110,347.7,11,4
403,100,100,97.2,11,4
404,91,91,0.1,11,4
405,90,90,422.3,11,4
406,89.99,89.99,200,11,4
407,86.1,86.1,600.3,11,4
408,85,85,0.3,11,4
409,84.98,84.98,300,11,4
410,80,80,50.9,11,4
411,75,75,108.1,11,4
412,71.97,71.97,8.5,11,4
413,70,70,32.1,11,4
414,65,65,19.6,11,4
415,60,60,559.8,11,4
416,55,55,6.3,11,4
417,52.06,52.06,0.1,11,4
418,50.24,50.24,47.5,11,4
419,50,50,7.7,11,4
420,47.44,47.44,0.1,11,4
421,45.24,45.24,35.6,11,4
422,45,45,16.9,11,4
423,44.99,44.99,12.6,11,4
424,44.75,44.75,4.7,11,4
425,44,44,16.9,11,4
426,43,43,16.9,11,4
427,42.4,42.4,20,11,4
428,42.31,42.31,61.2,11,4
429,42,42,16.9,11,4
430,41,41,16.9,11,4
431,40.75,40.75,4.7,11,4
432,40.24,40.24,35.6,11,4
433,40,40,34.6,11,4
434,39.4,39.4,20,11,4
435,39,39,16.9,11,4
436,38,38,16.9,11,4
437,37.4,37.4,10,11,4
438,37,37,16.9,11,4
439,36.24,36.24,35.6,11,4
440,36,36,16.9,11,4
441,35,35,17.9,11,4
442,34.75,34.75,16.9,11,4
443,34.5,34.5,16.9,11,4
444,34.25,34.25,16.9,11,4
445,34,34,16.9,11,4
446,33.24,33.24,35.6,11,4
447,32.75,32.75,2.4,11,4
448,32,32,100,11,4
449,30.24,30.24,47.5,11,4
450,30,30,296.9,11,4
451,29,29,0.5,11,4
452,28,28,4,11,4
453,27.78,27.78,1.2,11,4
454,25,25,12.9,11,4
455,23.62,23.62,1,11,4
456,22.6,22.6,54,11,4
457,22.44,22.44,1.3,11,4
458,20,20,122.3,11,4
459,19.99,19.99,73,11,4
460,19.9,19.9,190,11,4
461,19.48,19.48,73,11,4
462,19,19,8.2,11,4
463,18.9,18.9,190,11,4
464,17.9,17.9,190,11,4
465,16.8,16.8,138,11,4
466,15.2,15.2,138,11,4
467,15,15,90.6,11,4
468,14.5,14.5,5.2,11,4
469,14.1,14.1,138,11,4
470,11.5,11.5,72,11,4
471,10.13,10.13,52,11,4
472,10,10,92,11,4
473,9.25,9.25,5.2,11,4
474,9,9,65.3,11,4
475,7,7,138,11,4
476,6,6,138,11,4
477,5.13,5.13,52,11,4
478,5,5,8.1,11,4
479,4,4,5.2,11,4
480,2,2,10,11,4
481,1.5,1.5,105,11,4
482,1.3,1.3,100,11,4
483,1.1,1.1,75,11,4
484,1,1,113.9,11,4
485,0.99,0.99,105,11,4
486,0.79,0.79,100,11,4
487,0.5,0.5,77.1,11,4
488,0.13,0.13,52,11,4
489,0.1,0.1,75.1,11,4
490,0,0,7112.5,11,4
491,180.3,180.3,8462.1,11,5
492,180,180,12.2,11,5
493,150,150,7.2,11,5
494,140,140,6.6,11,5
495,130,130,5.4,11,5
496,120,120,44,11,5
497,110,110,351.5,11,5
498,100,100,99.2,11,5
499,91,91,0.1,11,5
500,90,90,424.3,11,5
501,89.99,89.99,200,11,5
502,86.98,86.98,572.1,11,5
503,85,85,0.3,11,5
504,84.98,84.98,300,11,5
505,80,80,51.1,11,5
506,75,75,113.4,11,5
507,70.68,70.68,9.2,11,5
508,70,70,32.2,11,5
509,65,65,19.6,11,5
510,60,60,567.3,11,5
511,55,55,6,11,5
512,52.06,52.06,0.1,11,5
513,50,50,8.2,11,5
514,49.51,49.51,49,11,5
515,45.48,45.48,0.1,11,5
516,45,45,18.8,11,5
517,44.99,44.99,13.3,11,5
518,44.51,44.51,36.7,11,5
519,44,44,18.8,11,5
520,43,43,18.8,11,5
521,42.75,42.75,5,11,5
522,42.4,42.4,20,11,5
523,42.31,42.31,61.2,11,5
524,42,42,18.8,11,5
525,41,41,18.8,11,5
526,40,40,37.6,11,5
527,39.51,39.51,36.7,11,5
528,39.4,39.4,20,11,5
529,39,39,18.8,11,5
530,38.75,38.75,4.9,11,5
531,38,38,18.8,11,5
532,37.4,37.4,10,11,5
533,37,37,18.8,11,5
534,36,36,18.8,11,5
535,35.51,35.51,36.7,11,5
536,35,35,19.9,11,5
537,34.75,34.75,18.8,11,5
538,34.5,34.5,18.8,11,5
539,34.25,34.25,18.8,11,5
540,34,34,18.8,11,5
541,32.51,32.51,36.7,11,5
542,30.75,30.75,2.5,11,5
543,30,30,347,11,5
544,29.51,29.51,49,11,5
545,29,29,0.5,11,5
546,28,28,4,11,5
547,26,26,50,11,5
548,25,25,12.8,11,5
549,24.78,24.78,1.2,11,5
550,22.6,22.6,54,11,5
551,22.52,22.52,1,11,5
552,21.39,21.39,1.3,11,5
553,20,20,122.5,11,5
554,19.99,19.99,73,11,5
555,19.9,19.9,190,11,5
556,19.48,19.48,73,11,5
557,19,19,8.9,11,5
558,18.9,18.9,190,11,5
559,17.9,17.9,190,11,5
560,16.8,16.8,138,11,5
561,15.2,15.2,138,11,5
562,15,15,90.6,11,5
563,14.5,14.5,5.2,11,5
564,14.1,14.1,138,11,5
565,11.5,11.5,72,11,5
566,10.13,10.13,52,11,5
567,10,10,92,11,5
568,9.25,9.25,5.2,11,5
569,9,9,66.8,11,5
570,7,7,138,11,5
571,6,6,138,11,5
572,5.13,5.13,52,11,5
573,5,5,8,11,5
574,4,4,5.2,11,5
575,2,2,10,11,5
576,1.5,1.5,105,11,5
577,1.3,1.3,100,11,5
578,1.1,1.1,75,11,5
579,1,1,114.6,11,5
580,0.99,0.99,105,11,5
581,0.79,0.79,100,11,5
582,0.5,0.5,76.8,11,5
583,0.13,0.13,52,11,5
584,0.1,0.1,74.8,11,5
585,0,0,7033.1,11,5
586,180.3,180.3,8851.8,11,6
587,180,180,13.6,11,6
588,150,150,7.4,11,6
589,140,140,6.6,11,6
590,130,130,5.6,11,6
591,120,120,44.9,11,6
592,110,110,361.4,11,6
593,100,100,105.8,11,6
594,91,91,0.1,11,6
595,90,90,431.1,11,6
596,89.99,89.99,200,11,6
597,89.5,89.5,571.7,11,6
598,85,85,0.3,11,6
599,84.98,84.98,300,11,6
600,80,80,51.5,11,6
601,75,75,123.3,11,6
602,73,73,10,11,6
603,70,70,32.5,11,6
604,65,65,19.8,11,6
605,60,60,609.2,11,6
606,55.39,55.39,53.2,11,6
607,55,55,6.1,11,6
608,52.06,52.06,0.1,11,6
609,50.39,50.39,39.9,11,6
610,50,50,9.4,11,6
611,49.6,49.6,0.1,11,6
612,45.39,45.39,39.9,11,6
613,45,45,18.8,11,6
614,44.99,44.99,14.6,11,6
615,44,44,18.8,11,6
616,43,43,18.8,11,6
617,42.75,42.75,5.5,11,6
618,42.4,42.4,20,11,6
619,42.31,42.31,61.2,11,6
620,42,42,18.8,11,6
621,41.39,41.39,39.9,11,6
622,41,41,18.8,11,6
623,40,40,41.4,11,6
624,39.4,39.4,20,11,6
625,39,39,18.8,11,6
626,38.75,38.75,5.5,11,6
627,38.39,38.39,39.9,11,6
628,38,38,18.8,11,6
629,37.4,37.4,10,11,6
630,37,37,18.8,11,6
631,36,36,18.8,11,6
632,35.39,35.39,53.2,11,6
633,35,35,20,11,6
634,34.75,34.75,18.8,11,6
635,34.5,34.5,18.8,11,6
636,34.25,34.25,18.8,11,6
637,34,34,18.8,11,6
638,32,32,50,11,6
639,31,31,50,11,6
640,30.75,30.75,2.7,11,6
641,30,30,297.3,11,6
642,29,29,0.6,11,6
643,28,28,4,11,6
644,25.44,25.44,1.5,11,6
645,25,25,12.9,11,6
646,23.82,23.82,1,11,6
647,22.63,22.63,1.3,11,6
648,22.6,22.6,54,11,6
649,20,20,123.3,11,6
650,19.99,19.99,73,11,6
651,19.9,19.9,190,11,6
652,19.48,19.48,73,11,6
653,19,19,9.8,11,6
654,18.9,18.9,190,11,6
655,17.9,17.9,190,11,6
656,16.8,16.8,138,11,6
657,15.2,15.2,138,11,6
658,15,15,90.6,11,6
659,14.5,14.5,5.2,11,6
660,14.1,14.1,138,11,6
661,11.5,11.5,72,11,6
662,10.13,10.13,52,11,6
663,10,10,92,11,6
664,9.25,9.25,5.2,11,6
665,9,9,72.3,11,6
666,7,7,138,11,6
667,6,6,138,11,6
668,5.13,5.13,52,11,6
669,5,5,8,11,6
670,4,4,5.2,11,6
671,2,2,10,11,6
672,1.5,1.5,105,11,6
673,1.3,1.3,100,11,6
674,1.1,1.1,75,11,6
675,1,1,116.7,11,6
676,0.99,0.99,105,11,6
677,0.79,0.79,100,11,6
678,0.5,0.5,76.2,11,6
679,0.13,0.13,52,11,6
680,0.1,0.1,74.1,11,6
681,0,0,7258.2,11,6
682,180.3,180.3,10935.4,11,7
683,180,180,15.7,11,7
684,150,150,8.4,11,7
685,140,140,7.6,11,7
686,130,130,6.6,11,7
687,120,120,53.3,11,7
688,110,110,406.7,11,7
689,100,100,130.8,11,7
690,95,95,0.3,11,7
691,92.5,92.5,544,11,7
692,91,91,0.1,11,7
693,90,90,457,11,7
694,89.99,89.99,200,11,7
695,84.98,84.98,300,11,7
696,80,80,52.3,11,7
697,77.83,77.83,13.1,11,7
698,75,75,146.2,11,7
699,70,70,33,11,7
700,65,65,19.9,11,7
701,60.14,60.14,66.8,11,7
702,60,60,661.8,11,7
703,58.04,58.04,0.1,11,7
704,55.14,55.14,50.1,11,7
705,55,55,6.6,11,7
706,52.06,52.06,0.1,11,7
707,50.14,50.14,50.1,11,7
708,50,50,11.9,11,7
709,46.14,46.14,50.1,11,7
710,45,45,20.7,11,7
711,44.99,44.99,17.9,11,7
712,44,44,20.7,11,7
713,43.14,43.14,50.1,11,7
714,43,43,20.7,11,7
715,42.75,42.75,7.3,11,7
716,42.4,42.4,20,11,7
717,42.31,42.31,81.6,11,7
718,42,42,20.7,11,7
719,41,41,20.7,11,7
720,40.14,40.14,66.8,11,7
721,40,40,75.2,11,7
722,39.4,39.4,20,11,7
723,39,39,20.7,11,7
724,38.75,38.75,7.3,11,7
725,38,38,20.7,11,7
726,37.4,37.4,10,11,7
727,37,37,20.7,11,7
728,36,36,20.7,11,7
729,35,35,47.1,11,7
730,34.75,34.75,20.7,11,7
731,34.5,34.5,20.7,11,7
732,34.25,34.25,20.7,11,7
733,34,34,20.7,11,7
734,32,32,4.5,11,7
735,30.75,30.75,3.7,11,7
736,30,30,274.9,11,7
737,29,29,0.6,11,7
738,28,28,35,11,7
739,27.43,27.43,1.2,11,7
740,27,27,38.2,11,7
741,26.68,26.68,2.4,11,7
742,26.06,26.06,1.3,11,7
743,26,26,30,11,7
744,25,25,31.7,11,7
745,24,24,50,11,7
746,23,23,1.1,11,7
747,22.6,22.6,54,11,7
748,20,20,121.5,11,7
749,19.99,19.99,73,11,7
750,19.9,19.9,190,11,7
751,19.48,19.48,73,11,7
752,18.9,18.9,190,11,7
753,18,18,0.7,11,7
754,17.9,17.9,190,11,7
755,16.8,16.8,138,11,7
756,15.2,15.2,138,11,7
757,15,15,90,11,7
758,14.5,14.5,5.2,11,7
759,14.1,14.1,138,11,7
760,11.5,11.5,72,11,7
761,10.13,10.13,52,11,7
762,10,10,92,11,7
763,9.25,9.25,5.2,11,7
764,9,9,87,11,7
765,7,7,138,11,7
766,6,6,138,11,7
767,5.13,5.13,52,11,7
768,5,5,8,11,7
769,4,4,5.2,11,7
770,2,2,10,11,7
771,1.5,1.5,105,11,7
772,1.3,1.3,100,11,7
773,1.1,1.1,75,11,7
774,1,1,123.5,11,7
775,0.99,0.99,105,11,7
776,0.79,0.79,100,11,7
777,0.5,0.5,82.4,11,7
778,0.13,0.13,52,11,7
779,0.1,0.1,71.8,11,7
780,0,0,8369.1,11,7
781,180.3,180.3,12248.2,11,8
782,180,180,17.5,11,8
783,150,150,10.7,11,8
784,140,140,9.1,11,8
785,134.91,134.91,70.8,11,8
786,130,130,7,11,8
787,120,120,64.7,11,8
788,110,110,468.3,11,8
789,100.51,100.51,486,11,8
790,100,100,125.9,11,8
791,97,97,0.1,11,8
792,92,92,0.1,11,8
793,91,91,0.2,11,8
794,90.37,90.37,15.9,11,8
795,90,90,481.6,11,8
796,89.99,89.99,200,11,8
797,84.98,84.98,300,11,8
798,81,81,47.1,11,8
799,80,80,11,11,8
800,76,76,37.7,11,8
801,75,75,134.5,11,8
802,71,71,28.2,11,8
803,70,70,1.7,11,8
804,67.84,67.84,0.1,11,8
805,66,66,18.8,11,8
806,65,65,1.2,11,8
807,61,61,9.4,11,8
808,60,60,617.6,11,8
809,55,55,8,11,8
810,52.06,52.06,0.1,11,8
811,51,51,23.5,11,8
812,50,50,37.4,11,8
813,49,49,23.5,11,8
814,48,48,23.5,11,8
815,47,47,23.5,11,8
816,46,46,23.5,11,8
817,45,45,60.2,11,8
818,44.99,44.99,21.3,11,8
819,44.27,44.27,77,11,8
820,44,44,73.5,11,8
821,43,43,23.5,11,8
822,42.75,42.75,6.1,11,8
823,42.4,42.4,20,11,8
824,42.3,42.3,31.2,11,8
825,42.27,42.27,57.8,11,8
826,42,42,23.5,11,8
827,41,41,23.5,11,8
828,40.75,40.75,23.5,11,8
829,40.5,40.5,23.5,11,8
830,40.27,40.27,57.8,11,8
831,40.25,40.25,23.5,11,8
832,40,40,23.5,11,8
833,39.4,39.4,20,11,8
834,39,39,0.6,11,8
835,38.27,38.27,57.8,11,8
836,37.4,37.4,10,11,8
837,36.27,36.27,57.8,11,8
838,35.75,35.75,6,11,8
839,35,35,6.9,11,8
840,34.27,34.27,77,11,8
841,32.73,32.73,1.3,11,8
842,32,32,50,11,8
843,31.09,31.09,1.3,11,8
844,30,30,133.3,11,8
845,27.67,27.67,4.6,11,8
846,26,26,1.3,11,8
847,25,25,2,11,8
848,22.6,22.6,54,11,8
849,22,22,50,11,8
850,20.5,20.5,5.2,11,8
851,20,20,122.4,11,8
852,19.99,19.99,73,11,8
853,19.9,19.9,190,11,8
854,19.48,19.48,73,11,8
855,18.9,18.9,190,11,8
856,18,18,90,11,8
857,17.9,17.9,190,11,8
858,16.8,16.8,138,11,8
859,15.75,15.75,9.9,11,8
860,15.25,15.25,5.2,11,8
861,15.2,15.2,138,11,8
862,14.1,14.1,138,11,8
863,14,14,90,11,8
864,11.5,11.5,72,11,8
865,10.13,10.13,52,11,8
866,10,10,97.2,11,8
867,9,9,101.7,11,8
868,7,7,138,11,8
869,6,6,138,11,8
870,5.13,5.13,52,11,8
871,5,5,8,11,8
872,2,2,10,11,8
873,1.5,1.5,105,11,8
874,1.3,1.3,100,11,8
875,1.1,1.1,75,11,8
876,1,1,38.6,11,8
877,0.99,0.99,105,11,8
878,0.79,0.79,100,11,8
879,0.5,0.5,106,11,8
880,0.13,0.13,52,11,8
881,0.1,0.1,95,11,8
882,0,0,10320.3,11,8
883,180.3,180.3,14552,11,9
884,180,180,22,11,9
885,150,150,11.9,11,9
886,140,140,10.5,11,9
887,134.91,134.91,102,11,9
888,130,130,7.4,11,9
889,120,120,78.3,11,9
890,110,110,454.2,11,9
891,104.8,104.8,404.1,11,9
892,100,100,370.6,11,9
893,97,97,0.8,11,9
894,94,94,0.5,11,9
895,93.06,93.06,19.8,11,9
896,92,92,0.7,11,9
897,91,91,0.3,11,9
898,90,90,164.7,11,9
899,89.99,89.99,200,11,9
900,84.98,84.98,300,11,9
901,81,81,46.8,11,9
902,80,80,724.4,11,9
