"H","PH","QH","TH","MP","AR","LH","VH"
72,37.3125,-600,19,415,0.6,11,99.5
73,37.3125,-119.6,19,415,0,11,99.5
74,37.3125,-600,20,415,0.6,11,99.5
75,37.3125,-131.3,20,415,0,11,99.5
76,37.3125,-600,21,415,0.6,11,99.5
77,37.3125,-139.3,21,415,0,11,99.5
78,37.3125,-600,22,415,0.6,11,99.5
79,37.3125,-143.7,22,415,0,11,99.5
80,37.3125,-150,23,415,0.6,11,99.5
81,37.3125,-450,23,415,0,11,99.5
82,37.3125,-149.2,23,415,0,11,99.5
83,37.3125,-150,24,415,0.6,11,99.5
84,37.3125,-450,24,415,0,11,99.5
85,37.3125,-151.8,24,415,0,11,99.5
86,67.6125,-797.8,1,416,0.6,11,97.8
87,67.6125,-797.8,2,416,0.6,11,97.8
88,67.6125,-797.8,3,416,0.6,11,97.8
89,67.6125,-797.8,4,416,0.6,11,97.8
90,67.6125,-797.8,5,416,0.6,11,97.8
91,67.6125,-797.8,6,416,0.6,11,97.8
92,36.675,-40,7,416,0.6,11,97.8
93,67.6125,-757.8,7,416,0,11,97.8
94,36.675,-60,8,416,0.6,11,97.8
95,67.6125,-737.8,8,416,0,11,97.8
96,36.675,-100,9,416,0.6,11,97.8
97,67.6125,-697.8,9,416,0,11,97.8
98,36.675,-180,10,416,0.6,11,97.8
99,36.675,-34,10,416,0,11,97.8
100,36.675,-34,10,416,0,11,97.8
101,36.675,-34,10,416,0,11,97.8
102,36.675,-34,10,416,0,11,97.8
103,36.675,-34,10,416,0,11,97.8
104,48.75,-112,10,416,0,11,97.8
105,49.875,-112,10,416,0,11,97.8
106,51,-112,10,416,0,11,97.8
107,52.5,-111.8,10,416,0,11,97.8
108,36.675,-180,11,416,0.6,11,97.8
109,36.675,-34,11,416,0,11,97.8
110,36.675,-34,11,416,0,11,97.8
111,36.675,-34,11,416,0,11,97.8
112,36.675,-34,11,416,0,11,97.8
113,36.675,-34,11,416,0,11,97.8
114,48.75,-112,11,416,0,11,97.8
115,49.875,-112,11,416,0,11,97.8
116,51,-112,11,416,0,11,97.8
117,52.5,-111.8,11,416,0,11,97.8
118,36.675,-180,12,416,0.6,11,97.8
119,36.675,-34,12,416,0,11,97.8
120,36.675,-34,12,416,0,11,97.8
121,36.675,-34,12,416,0,11,97.8
122,36.675,-34,12,416,0,11,97.8
123,36.675,-34,12,416,0,11,97.8
124,48.75,-112,12,416,0,11,97.8
125,49.875,-112,12,416,0,11,97.8
126,51,-112,12,416,0,11,97.8
127,52.5,-111.8,12,416,0,11,97.8
128,36.675,-180,13,416,0.6,11,97.8
129,36.675,-34,13,416,0,11,97.8
130,36.675,-34,13,416,0,11,97.8
131,36.675,-34,13,416,0,11,97.8
132,36.675,-34,13,416,0,11,97.8
133,36.675,-34,13,416,0,11,97.8
134,48.75,-112,13,416,0,11,97.8
135,49.875,-112,13,416,0,11,97.8
136,51,-112,13,416,0,11,97.8
137,52.5,-111.8,13,416,0,11,97.8
138,36.675,-180,14,416,0.6,11,97.8
139,36.675,-34,14,416,0,11,97.8
140,36.675,-34,14,416,0,11,97.8
141,36.675,-34,14,416,0,11,97.8
142,36.675,-34,14,416,0,11,97.8
143,36.675,-34,14,416,0,11,97.8
144,48.75,-112,14,416,0,11,97.8
145,49.875,-112,14,416,0,11,97.8
146,51,-112,14,416,0,11,97.8
147,52.5,-111.8,14,416,0,11,97.8
148,36.675,-180,15,416,0.6,11,97.8
149,36.675,-34,15,416,0,11,97.8
150,36.675,-34,15,416,0,11,97.8
151,36.675,-34,15,416,0,11,97.8
152,36.675,-34,15,416,0,11,97.8
153,36.675,-34,15,416,0,11,97.8
154,48.75,-112,15,416,0,11,97.8
155,49.875,-112,15,416,0,11,97.8
156,51,-112,15,416,0,11,97.8
157,52.5,-111.8,15,416,0,11,97.8
158,36.675,-180,16,416,0.6,11,97.8
159,36.675,-34,16,416,0,11,97.8
160,36.675,-34,16,416,0,11,97.8
161,36.675,-34,16,416,0,11,97.8
162,36.675,-34,16,416,0,11,97.8
163,36.675,-34,16,416,0,11,97.8
164,48.75,-112,16,416,0,11,97.8
165,49.875,-112,16,416,0,11,97.8
166,51,-112,16,416,0,11,97.8
167,52.5,-111.8,16,416,0,11,97.8
168,36.675,-180,17,416,0.6,11,97.8
169,36.675,-34,17,416,0,11,97.8
170,36.675,-34,17,416,0,11,97.8
171,36.675,-34,17,416,0,11,97.8
172,36.675,-34,17,416,0,11,97.8
173,36.675,-34,17,416,0,11,97.8
174,48.75,-112,17,416,0,11,97.8
175,49.875,-112,17,416,0,11,97.8
176,51,-112,17,416,0,11,97.8
177,52.5,-111.8,17,416,0,11,97.8
178,36.675,-180,18,416,0.6,11,97.8
179,36.675,-34,18,416,0,11,97.8
180,36.675,-34,18,416,0,11,97.8
181,36.675,-34,18,416,0,11,97.8
182,36.675,-34,18,416,0,11,97.8
183,36.675,-34,18,416,0,11,97.8
184,48.75,-112,18,416,0,11,97.8
185,49.875,-112,18,416,0,11,97.8
186,51,-112,18,416,0,11,97.8
187,52.5,-111.8,18,416,0,11,97.8
188,36.675,-180,19,416,0.6,11,97.8
189,36.675,-34,19,416,0,11,97.8
190,36.675,-34,19,416,0,11,97.8
191,36.675,-34,19,416,0,11,97.8
192,36.675,-34,19,416,0,11,97.8
193,36.675,-34,19,416,0,11,97.8
194,48.75,-112,19,416,0,11,97.8
195,49.875,-112,19,416,0,11,97.8
196,51,-112,19,416,0,11,97.8
197,52.5,-111.8,19,416,0,11,97.8
198,36.675,-180,20,416,0.6,11,97.8
199,36.675,-34,20,416,0,11,97.8
200,36.675,-34,20,416,0,11,97.8
201,36.675,-34,20,416,0,11,97.8
202,36.675,-34,20,416,0,11,97.8
203,36.675,-34,20,416,0,11,97.8
204,48.75,-112,20,416,0,11,97.8
205,49.875,-112,20,416,0,11,97.8
206,51,-112,20,416,0,11,97.8
207,52.5,-111.8,20,416,0,11,97.8
208,36.675,-180,21,416,0.6,11,97.8
209,36.675,-34,21,416,0,11,97.8
210,36.675,-34,21,416,0,11,97.8
211,36.675,-34,21,416,0,11,97.8
212,36.675,-34,21,416,0,11,97.8
213,36.675,-34,21,416,0,11,97.8
214,48.75,-112,21,416,0,11,97.8
215,49.875,-112,21,416,0,11,97.8
216,51,-112,21,416,0,11,97.8
217,52.5,-111.8,21,416,0,11,97.8
218,36.675,-180,22,416,0.6,11,97.8
219,36.675,-34,22,416,0,11,97.8
220,36.675,-34,22,416,0,11,97.8
221,36.675,-34,22,416,0,11,97.8
222,36.675,-34,22,416,0,11,97.8
223,36.675,-34,22,416,0,11,97.8
224,48.75,-112,22,416,0,11,97.8
225,49.875,-112,22,416,0,11,97.8
226,51,-112,22,416,0,11,97.8
227,52.5,-111.8,22,416,0,11,97.8
228,36.675,-30,23,416,0.6,11,97.8
229,67.6125,-767.8,23,416,0,11,97.8
230,67.6125,-797.8,24,416,0.6,11,97.8
231,67.6125,-408.6,1,417,0.6,11,105
232,67.6125,-408.6,2,417,0.6,11,105
233,67.6125,-408.6,3,417,0.6,11,105
234,67.6125,-408.6,4,417,0.6,11,105
235,67.6125,-408.6,5,417,0.6,11,105
236,67.6125,-408.6,6,417,0.6,11,105
237,39.375,-40,7,417,0.6,11,105
238,67.6125,-368.6,7,417,0,11,105
239,39.375,-100,8,417,0.6,11,105
240,67.6125,-308.6,8,417,0,11,105
241,39.375,-165,9,417,0.6,11,105
242,67.6125,-243.6,9,417,0,11,105
243,39.375,-180,10,417,0.6,11,105
244,39.375,-45.7,10,417,0,11,105
245,39.375,-45.7,10,417,0,11,105
246,39.375,-45.7,10,417,0,11,105
247,39.375,-45.7,10,417,0,11,105
248,39.375,-45.8,10,417,0,11,105
249,39.375,-180,11,417,0.6,11,105
250,39.375,-45.7,11,417,0,11,105
251,39.375,-45.7,11,417,0,11,105
252,39.375,-45.7,11,417,0,11,105
253,39.375,-45.7,11,417,0,11,105
254,39.375,-45.8,11,417,0,11,105
255,39.375,-180,12,417,0.6,11,105
256,39.375,-45.7,12,417,0,11,105
257,39.375,-45.7,12,417,0,11,105
258,39.375,-45.7,12,417,0,11,105
259,39.375,-45.7,12,417,0,11,105
260,39.375,-45.8,12,417,0,11,105
261,39.375,-180,13,417,0.6,11,105
262,39.375,-45.7,13,417,0,11,105
263,39.375,-45.7,13,417,0,11,105
264,39.375,-45.7,13,417,0,11,105
265,39.375,-45.7,13,417,0,11,105
266,39.375,-45.8,13,417,0,11,105
267,39.375,-180,14,417,0.6,11,105
268,39.375,-45.7,14,417,0,11,105
269,39.375,-45.7,14,417,0,11,105
270,39.375,-45.7,14,417,0,11,105
271,39.375,-45.7,14,417,0,11,105
272,39.375,-45.8,14,417,0,11,105
273,39.375,-180,15,417,0.6,11,105
274,39.375,-45.7,15,417,0,11,105
275,39.375,-45.7,15,417,0,11,105
276,39.375,-45.7,15,417,0,11,105
277,39.375,-45.7,15,417,0,11,105
278,39.375,-45.8,15,417,0,11,105
279,39.375,-180,16,417,0.6,11,105
280,39.375,-45.7,16,417,0,11,105
281,39.375,-45.7,16,417,0,11,105
282,39.375,-45.7,16,417,0,11,105
283,39.375,-45.7,16,417,0,11,105
284,39.375,-45.8,16,417,0,11,105
285,39.375,-180,17,417,0.6,11,105
286,39.375,-45.7,17,417,0,11,105
287,39.375,-45.7,17,417,0,11,105
288,39.375,-45.7,17,417,0,11,105
289,39.375,-45.7,17,417,0,11,105
290,39.375,-45.8,17,417,0,11,105
291,39.375,-180,18,417,0.6,11,105
292,39.375,-45.7,18,417,0,11,105
293,39.375,-45.7,18,417,0,11,105
294,39.375,-45.7,18,417,0,11,105
295,39.375,-45.7,18,417,0,11,105
296,39.375,-45.8,18,417,0,11,105
297,39.375,-180,19,417,0.6,11,105
298,39.375,-45.7,19,417,0,11,105
299,39.375,-45.7,19,417,0,11,105
300,39.375,-45.7,19,417,0,11,105
301,39.375,-45.7,19,417,0,11,105
302,39.375,-45.8,19,417,0,11,105
303,39.375,-180,20,417,0.6,11,105
304,39.375,-45.7,20,417,0,11,105
305,39.375,-45.7,20,417,0,11,105
306,39.375,-45.7,20,417,0,11,105
307,39.375,-45.7,20,417,0,11,105
308,39.375,-45.8,20,417,0,11,105
309,39.375,-180,21,417,0.6,11,105
310,39.375,-45.7,21,417,0,11,105
311,39.375,-45.7,21,417,0,11,105
312,39.375,-45.7,21,417,0,11,105
313,39.375,-45.7,21,417,0,11,105
314,39.375,-45.8,21,417,0,11,105
315,39.375,-180,22,417,0.6,11,105
316,39.375,-45.7,22,417,0,11,105
317,39.375,-45.7,22,417,0,11,105
318,39.375,-45.7,22,417,0,11,105
319,39.375,-45.7,22,417,0,11,105
320,39.375,-45.8,22,417,0,11,105
321,39.375,-80,23,417,0.6,11,105
322,67.6125,-328.6,23,417,0,11,105
323,67.6125,-408.6,24,417,0.6,11,105
324,67.6125,-408.4,1,418,0.6,11,180.3
325,67.6125,-408.4,2,418,0.6,11,180.3
326,67.6125,-408.4,3,418,0.6,11,180.3
327,67.6125,-408.4,4,418,0.6,11,180.3
328,67.6125,-408.4,5,418,0.6,11,180.3
329,67.6125,-408.4,6,418,0.6,11,180.3
330,67.6125,-408.4,7,418,0.6,11,180.3
331,67.6125,-408.4,8,418,0.6,11,180.3
332,67.6125,-408.4,9,418,0.6,11,180.3
333,67.6125,-408.4,10,418,0.6,11,180.3
334,67.6125,-408.4,11,418,0.6,11,180.3
335,67.6125,-408.4,12,418,0.6,11,180.3
336,67.6125,-408.4,13,418,0.6,11,180.3
337,67.6125,-408.4,14,418,0.6,11,180.3
338,67.6125,-408.4,15,418,0.6,11,180.3
339,67.6125,-408.4,16,418,0.6,11,180.3
340,67.6125,-10,17,418,0.6,11,180.3
341,67.6125,-398.4,17,418,0,11,180.3
342,67.6125,-110,18,418,0.6,11,180.3
343,67.6125,-298.4,18,418,0,11,180.3
344,67.6125,-390,19,418,0.6,11,180.3
345,67.6125,-18.4,19,418,0,11,180.3
346,67.6125,-390,20,418,0.6,11,180.3
347,67.6125,-18.4,20,418,0,11,180.3
348,67.6125,-390,21,418,0.6,11,180.3
349,67.6125,-18.4,21,418,0,11,180.3
350,67.6125,-390,22,418,0.6,11,180.3
351,67.6125,-18.4,22,418,0,11,180.3
352,67.6125,-150,23,418,0.6,11,180.3
353,67.6125,-258.4,23,418,0,11,180.3
354,67.6125,-408.4,24,418,0.6,11,180.3
355,67.6125,-402,1,419,0.6,11,97
356,67.6125,-402,2,419,0.6,11,97
357,67.6125,-402,3,419,0.6,11,97
358,67.6125,-402,4,419,0.6,11,97
359,67.6125,-402,5,419,0.6,11,97
360,67.6125,-402,6,419,0.6,11,97
361,36.375,-44,7,419,0.6,11,97
362,67.6125,-358,7,419,0,11,97
363,36.375,-75,8,419,0.6,11,97
364,67.6125,-327,8,419,0,11,97
365,36.375,-171,9,419,0.6,11,97
366,67.6125,-231,9,419,0,11,97
367,36.375,-180,10,419,0.6,11,97
368,36.375,-44.4,10,419,0,11,97
369,36.375,-44.4,10,419,0,11,97
370,36.375,-44.4,10,419,0,11,97
371,36.375,-44.4,10,419,0,11,97
372,36.375,-44.4,10,419,0,11,97
373,36.375,-180,11,419,0.6,11,97
374,36.375,-44.4,11,419,0,11,97
375,36.375,-44.4,11,419,0,11,97
376,36.375,-44.4,11,419,0,11,97
377,36.375,-44.4,11,419,0,11,97
378,36.375,-44.4,11,419,0,11,97
379,36.375,-180,12,419,0.6,11,97
380,36.375,-44.4,12,419,0,11,97
381,36.375,-44.4,12,419,0,11,97
382,36.375,-44.4,12,419,0,11,97
383,36.375,-44.4,12,419,0,11,97
384,36.375,-44.4,12,419,0,11,97
385,36.375,-180,13,419,0.6,11,97
386,36.375,-44.4,13,419,0,11,97
387,36.375,-44.4,13,419,0,11,97
388,36.375,-44.4,13,419,0,11,97
389,36.375,-44.4,13,419,0,11,97
390,36.375,-44.4,13,419,0,11,97
391,36.375,-180,14,419,0.6,11,97
392,36.375,-44.4,14,419,0,11,97
393,36.375,-44.4,14,419,0,11,97
394,36.375,-44.4,14,419,0,11,97
395,36.375,-44.4,14,419,0,11,97
396,36.375,-44.4,14,419,0,11,97
397,36.375,-180,15,419,0.6,11,97
398,36.375,-44.4,15,419,0,11,97
399,36.375,-44.4,15,419,0,11,97
400,36.375,-44.4,15,419,0,11,97
401,36.375,-44.4,15,419,0,11,97
402,36.375,-44.4,15,419,0,11,97
403,36.375,-180,16,419,0.6,11,97
404,36.375,-44.4,16,419,0,11,97
405,36.375,-44.4,16,419,0,11,97
406,36.375,-44.4,16,419,0,11,97
407,36.375,-44.4,16,419,0,11,97
408,36.375,-44.4,16,419,0,11,97
409,36.375,-180,17,419,0.6,11,97
410,36.375,-44.4,17,419,0,11,97
411,36.375,-44.4,17,419,0,11,97
412,36.375,-44.4,17,419,0,11,97
413,36.375,-44.4,17,419,0,11,97
414,36.375,-44.4,17,419,0,11,97
415,36.375,-180,18,419,0.6,11,97
416,36.375,-44.4,18,419,0,11,97
417,36.375,-44.4,18,419,0,11,97
418,36.375,-44.4,18,419,0,11,97
419,36.375,-44.4,18,419,0,11,97
420,36.375,-44.4,18,419,0,11,97
421,36.375,-180,19,419,0.6,11,97
422,36.375,-44.4,19,419,0,11,97
423,36.375,-44.4,19,419,0,11,97
424,36.375,-44.4,19,419,0,11,97
425,36.375,-44.4,19,419,0,11,97
426,36.375,-44.4,19,419,0,11,97
427,36.375,-180,20,419,0.6,11,97
428,36.375,-44.4,20,419,0,11,97
429,36.375,-44.4,20,419,0,11,97
430,36.375,-44.4,20,419,0,11,97
431,36.375,-44.4,20,419,0,11,97
432,36.375,-44.4,20,419,0,11,97
433,36.375,-180,21,419,0.6,11,97
434,36.375,-44.4,21,419,0,11,97
435,36.375,-44.4,21,419,0,11,97
436,36.375,-44.4,21,419,0,11,97
437,36.375,-44.4,21,419,0,11,97
438,36.375,-44.4,21,419,0,11,97
439,36.375,-180,22,419,0.6,11,97
440,36.375,-44.4,22,419,0,11,97
441,36.375,-44.4,22,419,0,11,97
442,36.375,-44.4,22,419,0,11,97
443,36.375,-44.4,22,419,0,11,97
444,36.375,-44.4,22,419,0,11,97
445,36.375,-35,23,419,0.6,11,97
446,67.6125,-367,23,419,0,11,97
447,67.6125,-402,24,419,0.6,11,97
448,23.42625,-20,1,420,0.6,11,62.47
449,51.1425,-123.4,1,420,0,11,62.47
450,23.42625,-65,2,420,0.6,11,62.47
451,51.1425,-78.4,2,420,0,11,62.47
452,23.42625,-75,3,420,0.6,11,62.47
453,51.1425,-68.4,3,420,0,11,62.47
454,23.42625,-74,4,420,0.6,11,62.47
455,23.61375,-13,4,420,0,11,62.47
456,24.06375,-30,4,420,0,11,62.47
457,24.43875,-17,4,420,0,11,62.47
458,51.1425,-9.4,4,420,0,11,62.47
459,23.42625,-74,5,420,0.6,11,62.47
460,23.61375,-13,5,420,0,11,62.47
461,24.06375,-30,5,420,0,11,62.47
462,24.43875,-17,5,420,0,11,62.47
463,51.1425,-9.4,5,420,0,11,62.47
464,23.42625,-74,6,420,0.6,11,62.47
465,23.61375,-13,6,420,0,11,62.47
466,24.06375,-30,6,420,0,11,62.47
467,24.43875,-17,6,420,0,11,62.47
468,51.1425,-9.4,6,420,0,11,62.47
469,23.42625,-74,7,420,0.6,11,62.47
470,23.61375,-13,7,420,0,11,62.47
471,24.06375,-30,7,420,0,11,62.47
472,24.43875,-17,7,420,0,11,62.47
473,51.1425,-9.4,7,420,0,11,62.47
474,23.42625,-74,8,420,0.6,11,62.47
475,23.61375,-13,8,420,0,11,62.47
476,24.06375,-30,8,420,0,11,62.47
477,24.43875,-17,8,420,0,11,62.47
478,51.1425,-9.4,8,420,0,11,62.47
479,23.42625,-74,9,420,0.6,11,62.47
480,23.61375,-13,9,420,0,11,62.47
481,24.06375,-30,9,420,0,11,62.47
482,24.43875,-17,9,420,0,11,62.47
483,51.1425,-9.4,9,420,0,11,62.47
484,23.42625,-74,10,420,0.6,11,62.47
485,23.61375,-13,10,420,0,11,62.47
486,24.06375,-30,10,420,0,11,62.47
487,24.43875,-17,10,420,0,11,62.47
488,51.1425,-9.4,10,420,0,11,62.47
489,23.42625,-74,11,420,0.6,11,62.47
490,23.61375,-13,11,420,0,11,62.47
491,24.06375,-30,11,420,0,11,62.47
492,24.43875,-17,11,420,0,11,62.47
493,51.1425,-9.4,11,420,0,11,62.47
494,23.42625,-74,12,420,0.6,11,62.47
495,23.61375,-13,12,420,0,11,62.47
496,24.06375,-30,12,420,0,11,62.47
497,24.43875,-17,12,420,0,11,62.47
498,51.1425,-9.4,12,420,0,11,62.47
499,23.42625,-74,13,420,0.6,11,62.47
500,23.61375,-13,13,420,0,11,62.47
501,24.06375,-30,13,420,0,11,62.47
502,24.43875,-17,13,420,0,11,62.47
503,51.1425,-9.4,13,420,0,11,62.47
504,23.42625,-74,14,420,0.6,11,62.47
505,23.61375,-13,14,420,0,11,62.47
506,24.06375,-30,14,420,0,11,62.47
507,24.43875,-17,14,420,0,11,62.47
508,51.1425,-9.4,14,420,0,11,62.47
509,23.42625,-74,15,420,0.6,11,62.47
510,23.61375,-13,15,420,0,11,62.47
511,24.06375,-30,15,420,0,11,62.47
512,24.43875,-17,15,420,0,11,62.47
513,51.1425,-9.4,15,420,0,11,62.47
514,23.42625,-74,16,420,0.6,11,62.47
515,23.61375,-13,16,420,0,11,62.47
516,24.06375,-30,16,420,0,11,62.47
517,24.43875,-17,16,420,0,11,62.47
518,51.1425,-9.4,16,420,0,11,62.47
519,23.42625,-74,17,420,0.6,11,62.47
520,23.61375,-13,17,420,0,11,62.47
521,24.06375,-30,17,420,0,11,62.47
522,24.43875,-17,17,420,0,11,62.47
523,51.1425,-9.4,17,420,0,11,62.47
524,23.42625,-74,18,420,0.6,11,62.47
525,23.61375,-13,18,420,0,11,62.47
526,24.06375,-30,18,420,0,11,62.47
527,24.43875,-17,18,420,0,11,62.47
528,51.1425,-9.4,18,420,0,11,62.47
529,23.42625,-74,19,420,0.6,11,62.47
530,23.61375,-13,19,420,0,11,62.47
531,24.06375,-30,19,420,0,11,62.47
532,24.43875,-17,19,420,0,11,62.47
533,51.1425,-9.4,19,420,0,11,62.47
534,23.42625,-74,20,420,0.6,11,62.47
535,23.61375,-13,20,420,0,11,62.47
536,24.06375,-30,20,420,0,11,62.47
537,24.43875,-17,20,420,0,11,62.47
538,51.1425,-9.4,20,420,0,11,62.47
539,23.42625,-74,21,420,0.6,11,62.47
540,23.61375,-13,21,420,0,11,62.47
541,24.06375,-30,21,420,0,11,62.47
542,24.43875,-17,21,420,0,11,62.47
543,51.1425,-9.4,21,420,0,11,62.47
544,23.42625,-74,22,420,0.6,11,62.47
545,23.61375,-13,22,420,0,11,62.47
546,24.06375,-30,22,420,0,11,62.47
547,24.43875,-17,22,420,0,11,62.47
548,51.1425,-9.4,22,420,0,11,62.47
549,23.42625,-74,23,420,0.6,11,62.47
550,23.61375,-13,23,420,0,11,62.47
551,24.06375,-30,23,420,0,11,62.47
552,24.43875,-17,23,420,0,11,62.47
553,51.1425,-9.4,23,420,0,11,62.47
554,23.42625,-74,24,420,0.6,11,62.47
555,23.61375,-13,24,420,0,11,62.47
556,24.06375,-30,24,420,0,11,62.47
557,24.43875,-17,24,420,0,11,62.47
558,51.1425,-9.4,24,420,0,11,62.47
559,28.93125,-50,1,421,0.6,11,77.15
560,49.05,-292.4,1,421,0,11,77.15
561,28.93125,-100,2,421,0.6,11,77.15
562,49.05,-242.4,2,421,0,11,77.15
563,28.93125,-150,3,421,0.6,11,77.15
564,49.05,-192.4,3,421,0,11,77.15
565,28.93125,-165,4,421,0.6,11,77.15
566,29.11875,-50,4,421,0,11,77.15
567,29.56875,-35,4,421,0,11,77.15
568,29.94375,-81,4,421,0,11,77.15
569,49.05,-11.4,4,421,0,11,77.15
570,28.93125,-165,5,421,0.6,11,77.15
571,29.11875,-50,5,421,0,11,77.15
572,29.56875,-35,5,421,0,11,77.15
573,29.94375,-81,5,421,0,11,77.15
574,49.05,-11.4,5,421,0,11,77.15
575,28.93125,-165,6,421,0.6,11,77.15
576,29.11875,-50,6,421,0,11,77.15
577,29.56875,-35,6,421,0,11,77.15
578,29.94375,-81,6,421,0,11,77.15
579,49.05,-11.4,6,421,0,11,77.15
580,28.93125,-165,7,421,0.6,11,77.15
581,29.11875,-50,7,421,0,11,77.15
582,29.56875,-35,7,421,0,11,77.15
583,29.94375,-81,7,421,0,11,77.15
584,49.05,-11.4,7,421,0,11,77.15
585,28.93125,-165,8,421,0.6,11,77.15
586,29.11875,-50,8,421,0,11,77.15
587,29.56875,-35,8,421,0,11,77.15
588,29.94375,-81,8,421,0,11,77.15
589,49.05,-11.4,8,421,0,11,77.15
590,28.93125,-165,9,421,0.6,11,77.15
591,29.11875,-50,9,421,0,11,77.15
592,29.56875,-35,9,421,0,11,77.15
593,29.94375,-81,9,421,0,11,77.15
594,49.05,-11.4,9,421,0,11,77.15
595,28.93125,-165,10,421,0.6,11,77.15
596,29.11875,-50,10,421,0,11,77.15
597,29.56875,-35,10,421,0,11,77.15
598,29.94375,-81,10,421,0,11,77.15
599,49.05,-11.4,10,421,0,11,77.15
600,28.93125,-165,11,421,0.6,11,77.15
601,29.11875,-50,11,421,0,11,77.15
602,29.56875,-35,11,421,0,11,77.15
603,29.94375,-81,11,421,0,11,77.15
604,49.05,-11.4,11,421,0,11,77.15
605,28.93125,-165,12,421,0.6,11,77.15
606,29.11875,-50,12,421,0,11,77.15
607,29.56875,-35,12,421,0,11,77.15
608,29.94375,-81,12,421,0,11,77.15
609,49.05,-11.4,12,421,0,11,77.15
610,28.93125,-165,13,421,0.6,11,77.15
611,29.11875,-50,13,421,0,11,77.15
612,29.56875,-35,13,421,0,11,77.15
613,29.94375,-81,13,421,0,11,77.15
614,49.05,-11.4,13,421,0,11,77.15
615,28.93125,-165,14,421,0.6,11,77.15
616,29.11875,-50,14,421,0,11,77.15
617,29.56875,-35,14,421,0,11,77.15
618,29.94375,-81,14,421,0,11,77.15
619,49.05,-11.4,14,421,0,11,77.15
620,28.93125,-165,15,421,0.6,11,77.15
621,29.11875,-50,15,421,0,11,77.15
622,29.56875,-35,15,421,0,11,77.15
623,29.94375,-81,15,421,0,11,77.15
624,49.05,-11.4,15,421,0,11,77.15
625,28.93125,-165,16,421,0.6,11,77.15
626,29.11875,-50,16,421,0,11,77.15
