"I","PI0","PI1","QI","LI","TI"
358,43,43,-152.5,11,12
359,43.03,43.03,-7,11,12
360,43.5,43.5,-82.2,11,12
361,43.56,43.56,-72,11,12
362,43.66,43.66,-100,11,12
363,44,44,-50,11,12
364,44.17,44.17,-340,11,12
365,44.5,44.5,-50,11,12
366,45,45,-95.4,11,12
367,45.01,45.01,-41,11,12
368,45.02,45.02,-100,11,12
369,45.5,45.5,-50,11,12
370,45.9,45.9,-72.5,11,12
371,47.5,47.5,-0.1,11,12
372,50,50,-158,11,12
373,50.02,50.02,-20,11,12
374,50.2,50.2,-50,11,12
375,50.4,50.4,-50,11,12
376,50.5,50.5,-0.1,11,12
377,50.6,50.6,-50,11,12
378,50.9,50.9,-290.7,11,12
379,52,52,-43.5,11,12
380,58,58,-55.5,11,12
381,60.03,60.03,-8,11,12
382,65.13,65.13,-45,11,12
383,65.5,65.5,-10,11,12
384,70,70,-37.5,11,12
385,70.04,70.04,-55.5,11,12
386,70.13,70.13,-45,11,12
387,73.34,73.34,-37.5,11,12
388,73.38,73.38,-55.5,11,12
389,73.5,73.5,-35,11,12
390,75.13,75.13,-45,11,12
391,76.69,76.69,-37.5,11,12
392,76.73,76.73,-55.5,11,12
393,79.5,79.5,-10,11,12
394,80.03,80.03,-37.5,11,12
395,80.07,80.07,-55.5,11,12
396,80.1,80.1,-13,11,12
397,82.6,82.6,-86.7,11,12
398,145,145,-20,11,12
399,145.01,145.01,-10.3,11,12
400,160,160,-1502.5,11,12
401,180,180,-886.9,11,12
402,180.3,180.3,-70.1,11,12
403,0,0,-15693.8,11,13
404,0.1,0.1,-1,11,13
405,0.6,0.6,-11.2,11,13
406,1,1,-4.7,11,13
407,3.02,3.02,-17,11,13
408,5,5,-300,11,13
409,10.4,10.4,-87.3,11,13
410,13,13,-1.1,11,13
411,14.01,14.01,-72,11,13
412,15,15,-0.1,11,13
413,15.5,15.5,-27,11,13
414,16,16,-27.5,11,13
415,18.01,18.01,-114,11,13
416,20,20,-106,11,13
417,20.03,20.03,-23,11,13
418,21,21,-7.9,11,13
419,23.34,23.34,-81,11,13
420,24,24,-4.8,11,13
421,26,26,-4.9,11,13
422,26.69,26.69,-81,11,13
423,26.8,26.8,-6.8,11,13
424,26.9,26.9,-25,11,13
425,28.02,28.02,-28,11,13
426,29.01,29.01,-80,11,13
427,30,30,-80,11,13
428,30.01,30.01,-20,11,13
429,30.03,30.03,-80.9,11,13
430,31.9,31.9,-25,11,13
431,32,32,-80,11,13
432,32.03,32.03,-34,11,13
433,32.75,32.75,-65,11,13
434,33.33,33.33,-25,11,13
435,35,35,-20.2,11,13
436,35.01,35.01,-65,11,13
437,35.03,35.03,-30,11,13
438,35.7,35.7,-182.2,11,13
439,36,36,-29.2,11,13
440,36.01,36.01,-139,11,13
441,36.7,36.7,-90,11,13
442,37,37,-80,11,13
443,37.92,37.92,-90,11,13
444,38.01,38.01,-40,11,13
445,39,39,-207.4,11,13
446,39.01,39.01,-25,11,13
447,39.03,39.03,-19,11,13
448,39.13,39.13,-90,11,13
449,40,40,-62.4,11,13
450,40.03,40.03,-4,11,13
451,40.04,40.04,-68.9,11,13
452,40.98,40.98,-68.9,11,13
453,42,42,-37.4,11,13
454,42.02,42.02,-30,11,13
455,42.2,42.2,-50,11,13
456,42.31,42.31,-100,11,13
457,42.4,42.4,-50,11,13
458,42.5,42.5,-0.1,11,13
459,42.6,42.6,-50,11,13
460,43,43,-152.5,11,13
461,43.03,43.03,-7,11,13
462,43.5,43.5,-82.2,11,13
463,43.56,43.56,-72,11,13
464,43.66,43.66,-100,11,13
465,44,44,-50,11,13
466,44.17,44.17,-340,11,13
467,44.5,44.5,-50,11,13
468,45,45,-58,11,13
469,45.01,45.01,-41,11,13
470,45.02,45.02,-100,11,13
471,45.5,45.5,-50,11,13
472,45.9,45.9,-72.5,11,13
473,46,46,-43.5,11,13
474,47.5,47.5,-0.1,11,13
475,50,50,-158,11,13
476,50.02,50.02,-20,11,13
477,50.2,50.2,-50,11,13
478,50.4,50.4,-50,11,13
479,50.5,50.5,-0.1,11,13
480,50.6,50.6,-50,11,13
481,50.9,50.9,-290.7,11,13
482,52,52,-55.5,11,13
483,60.03,60.03,-1,11,13
484,65.13,65.13,-45,11,13
485,65.5,65.5,-10,11,13
486,70,70,-37.5,11,13
487,70.04,70.04,-55.5,11,13
488,70.13,70.13,-45,11,13
489,73.34,73.34,-37.5,11,13
490,73.38,73.38,-55.5,11,13
491,73.5,73.5,-35,11,13
492,75.13,75.13,-45,11,13
493,76.69,76.69,-37.5,11,13
494,76.73,76.73,-55.5,11,13
495,79.5,79.5,-10,11,13
496,80.03,80.03,-37.5,11,13
497,80.07,80.07,-55.5,11,13
498,80.1,80.1,-13,11,13
499,82.6,82.6,-86.7,11,13
500,145,145,-20,11,13
501,145.01,145.01,-10.3,11,13
502,160,160,-1502.5,11,13
503,180,180,-886.9,11,13
504,180.3,180.3,-70.1,11,13
505,0,0,-15314.6,11,14
506,0.1,0.1,-1,11,14
507,0.6,0.6,-11.2,11,14
508,1,1,-4.7,11,14
509,3.02,3.02,-17,11,14
510,5,5,-300,11,14
511,10.4,10.4,-87.3,11,14
512,13,13,-1.1,11,14
513,14.01,14.01,-72,11,14
514,15,15,-0.1,11,14
515,15.5,15.5,-27,11,14
516,16,16,-27.5,11,14
517,18,18,-26,11,14
518,18.01,18.01,-114,11,14
519,20,20,-81.8,11,14
520,20.03,20.03,-23,11,14
521,20.69,20.69,-40,11,14
522,21,21,-7.9,11,14
523,23.34,23.34,-81.8,11,14
524,24,24,-4.8,11,14
525,25.69,25.69,-25,11,14
526,26,26,-4.9,11,14
527,26.69,26.69,-81.8,11,14
528,26.8,26.8,-6.8,11,14
529,28.02,28.02,-28,11,14
530,29.01,29.01,-80,11,14
531,30,30,-80,11,14
532,30.01,30.01,-20,11,14
533,30.03,30.03,-81.8,11,14
534,30.69,30.69,-25,11,14
535,32,32,-109.2,11,14
536,32.03,32.03,-34,11,14
537,32.75,32.75,-65,11,14
538,35,35,-20.2,11,14
539,35.01,35.01,-65,11,14
540,35.03,35.03,-30,11,14
541,35.7,35.7,-182.2,11,14
542,36.01,36.01,-139,11,14
543,36.7,36.7,-90,11,14
544,37.92,37.92,-90,11,14
545,38.01,38.01,-40,11,14
546,39,39,-207.4,11,14
547,39.01,39.01,-25,11,14
548,39.03,39.03,-19,11,14
549,39.13,39.13,-90,11,14
550,40,40,-179.7,11,14
551,40.03,40.03,-4,11,14
552,40.04,40.04,-68.9,11,14
553,40.98,40.98,-68.9,11,14
554,42.02,42.02,-30,11,14
555,42.2,42.2,-50,11,14
556,42.31,42.31,-100,11,14
557,42.4,42.4,-50,11,14
558,42.5,42.5,-0.1,11,14
559,42.6,42.6,-50,11,14
560,43,43,-116,11,14
561,43.03,43.03,-7,11,14
562,43.5,43.5,-82.2,11,14
563,43.56,43.56,-72,11,14
564,43.66,43.66,-100,11,14
565,44,44,-50,11,14
566,44.17,44.17,-340,11,14
567,44.5,44.5,-50,11,14
568,45,45,-58,11,14
569,45.01,45.01,-41,11,14
570,45.02,45.02,-100,11,14
571,45.5,45.5,-50,11,14
572,45.9,45.9,-72.5,11,14
573,47,47,-80,11,14
574,47.5,47.5,-0.1,11,14
575,50,50,-213.5,11,14
576,50.02,50.02,-20,11,14
577,50.2,50.2,-50,11,14
578,50.4,50.4,-50,11,14
579,50.5,50.5,-0.1,11,14
580,50.6,50.6,-50,11,14
581,50.9,50.9,-290.7,11,14
582,60.03,60.03,-1,11,14
583,65.13,65.13,-45,11,14
584,65.5,65.5,-10,11,14
585,70,70,-37.5,11,14
586,70.04,70.04,-55.5,11,14
587,70.13,70.13,-45,11,14
588,73.34,73.34,-37.5,11,14
589,73.38,73.38,-55.5,11,14
590,73.5,73.5,-35,11,14
591,75.13,75.13,-45,11,14
592,76.69,76.69,-37.5,11,14
593,76.73,76.73,-55.5,11,14
594,79.5,79.5,-10,11,14
595,80.03,80.03,-37.5,11,14
596,80.07,80.07,-55.5,11,14
597,80.1,80.1,-13,11,14
598,82.6,82.6,-86.7,11,14
599,145,145,-20,11,14
600,145.01,145.01,-10.3,11,14
601,160,160,-1592.9,11,14
602,180,180,-886.9,11,14
603,180.3,180.3,-70.1,11,14
604,0,0,-14879.7,11,15
605,0.1,0.1,-1,11,15
606,0.6,0.6,-11.2,11,15
607,1,1,-4.7,11,15
608,3.02,3.02,-17,11,15
609,5,5,-300,11,15
610,10.4,10.4,-87.3,11,15
611,13,13,-1.1,11,15
612,14.01,14.01,-72,11,15
613,15,15,-0.1,11,15
614,15.5,15.5,-27,11,15
615,16,16,-73.5,11,15
616,18.01,18.01,-114,11,15
617,20,20,-80.9,11,15
618,20.03,20.03,-12,11,15
619,21,21,-7.9,11,15
620,23.34,23.34,-80.9,11,15
621,24,24,-4.8,11,15
622,24.4,24.4,-5,11,15
623,26,26,-4.9,11,15
624,26.69,26.69,-80.9,11,15
625,26.8,26.8,-6.8,11,15
626,28.02,28.02,-28,11,15
627,29.01,29.01,-80,11,15
628,29.4,29.4,-25,11,15
629,30,30,-80,11,15
630,30.01,30.01,-20,11,15
631,30.03,30.03,-80.7,11,15
632,32,32,-109.2,11,15
633,32.03,32.03,-34,11,15
634,32.75,32.75,-65,11,15
635,34.6,34.6,-290.7,11,15
636,35,35,-20.2,11,15
637,35.01,35.01,-65,11,15
638,35.7,35.7,-182.2,11,15
639,36.01,36.01,-139,11,15
640,36.7,36.7,-90,11,15
641,37.92,37.92,-90,11,15
642,38.01,38.01,-40,11,15
643,38.4,38.4,-290.7,11,15
644,39,39,-207.4,11,15
645,39.01,39.01,-25,11,15
646,39.03,39.03,-19,11,15
647,39.13,39.13,-90,11,15
648,40,40,-179.8,11,15
649,40.03,40.03,-4,11,15
650,40.04,40.04,-68.9,11,15
651,40.98,40.98,-68.9,11,15
652,42.02,42.02,-30,11,15
653,42.2,42.2,-50,11,15
654,42.31,42.31,-100,11,15
655,42.4,42.4,-50,11,15
656,42.5,42.5,-0.1,11,15
657,42.6,42.6,-50,11,15
658,43,43,-116,11,15
659,43.5,43.5,-82.2,11,15
660,43.56,43.56,-72,11,15
661,43.66,43.66,-100,11,15
662,44,44,-50,11,15
663,44.17,44.17,-340,11,15
664,44.5,44.5,-50,11,15
665,45,45,-58,11,15
666,45.01,45.01,-41,11,15
667,45.02,45.02,-100,11,15
668,45.5,45.5,-50,11,15
669,45.9,45.9,-72.5,11,15
670,47,47,-80,11,15
671,47.5,47.5,-0.1,11,15
672,50,50,-213.5,11,15
673,50.02,50.02,-20,11,15
674,50.2,50.2,-50,11,15
675,50.4,50.4,-50,11,15
676,50.5,50.5,-0.1,11,15
677,50.6,50.6,-50,11,15
678,50.9,50.9,-290.7,11,15
679,60.03,60.03,-1,11,15
680,65.13,65.13,-45,11,15
681,65.5,65.5,-10,11,15
682,70,70,-37.5,11,15
683,70.04,70.04,-55.5,11,15
684,70.13,70.13,-45,11,15
685,73.34,73.34,-37.5,11,15
686,73.38,73.38,-55.5,11,15
687,73.5,73.5,-45,11,15
688,75.13,75.13,-45,11,15
689,76.69,76.69,-37.5,11,15
690,76.73,76.73,-55.5,11,15
691,79.5,79.5,-10,11,15
692,80.03,80.03,-37.5,11,15
693,80.07,80.07,-55.5,11,15
694,80.1,80.1,-24.7,11,15
695,82.6,82.6,-86.7,11,15
696,145,145,-21,11,15
697,145.01,145.01,-10.3,11,15
698,160,160,-1450.5,11,15
699,180,180,-886.9,11,15
700,180.3,180.3,-70.1,11,15
701,0,0,-14797.5,11,16
702,0.1,0.1,-1,11,16
703,0.6,0.6,-11.2,11,16
704,1,1,-4.7,11,16
705,3.02,3.02,-17,11,16
706,5,5,-300,11,16
707,10.4,10.4,-87.3,11,16
708,13,13,-1.1,11,16
709,14.01,14.01,-72,11,16
710,15,15,-0.1,11,16
711,15.5,15.5,-27,11,16
712,16,16,-77.5,11,16
713,17,17,-20,11,16
714,18.01,18.01,-114,11,16
715,20,20,-82.6,11,16
716,20.03,20.03,-12,11,16
717,21,21,-7.9,11,16
718,22,22,-25,11,16
719,23.34,23.34,-82.6,11,16
720,24,24,-4.8,11,16
721,26,26,-4.9,11,16
722,26.69,26.69,-82.6,11,16
723,26.8,26.8,-6.8,11,16
724,27,27,-25,11,16
725,28.02,28.02,-28,11,16
726,29.01,29.01,-80,11,16
727,30,30,-80,11,16
728,30.01,30.01,-20,11,16
729,30.03,30.03,-82.7,11,16
730,32,32,-109.2,11,16
731,32.03,32.03,-34,11,16
732,32.75,32.75,-65,11,16
733,34.6,34.6,-290.7,11,16
734,35,35,-20.2,11,16
735,35.01,35.01,-65,11,16
736,35.7,35.7,-182.2,11,16
737,36.01,36.01,-139,11,16
738,36.7,36.7,-90,11,16
739,37.92,37.92,-90,11,16
740,38.01,38.01,-40,11,16
741,38.4,38.4,-290.7,11,16
742,39,39,-207.4,11,16
743,39.01,39.01,-25,11,16
744,39.03,39.03,-19,11,16
745,39.13,39.13,-90,11,16
746,40,40,-179.8,11,16
747,40.03,40.03,-4,11,16
748,40.04,40.04,-68.9,11,16
749,40.98,40.98,-68.9,11,16
750,42.02,42.02,-30,11,16
751,42.2,42.2,-50,11,16
752,42.31,42.31,-100,11,16
753,42.4,42.4,-50,11,16
754,42.5,42.5,-0.1,11,16
755,42.6,42.6,-50,11,16
756,43,43,-116,11,16
757,43.5,43.5,-82.2,11,16
758,43.56,43.56,-72,11,16
759,43.66,43.66,-100,11,16
760,44,44,-50,11,16
761,44.17,44.17,-340,11,16
762,44.5,44.5,-50,11,16
763,45,45,-58,11,16
764,45.01,45.01,-41,11,16
765,45.02,45.02,-100,11,16
766,45.5,45.5,-50,11,16
767,45.9,45.9,-72.5,11,16
768,47,47,-80,11,16
769,47.5,47.5,-0.1,11,16
770,50,50,-213.5,11,16
771,50.02,50.02,-20,11,16
772,50.2,50.2,-50,11,16
773,50.4,50.4,-50,11,16
774,50.5,50.5,-0.1,11,16
775,50.6,50.6,-50,11,16
776,50.9,50.9,-290.7,11,16
777,60.03,60.03,-1,11,16
778,65.13,65.13,-45,11,16
779,65.5,65.5,-10,11,16
780,70,70,-37.5,11,16
781,70.04,70.04,-55.5,11,16
782,70.13,70.13,-45,11,16
783,73.34,73.34,-37.5,11,16
784,73.38,73.38,-55.5,11,16
785,73.5,73.5,-45,11,16
786,75.13,75.13,-45,11,16
787,76.69,76.69,-37.5,11,16
788,76.73,76.73,-55.5,11,16
789,79.5,79.5,-10,11,16
790,80.03,80.03,-37.5,11,16
791,80.07,80.07,-55.5,11,16
792,80.1,80.1,-53.8,11,16
793,82.6,82.6,-86.7,11,16
794,145,145,-21,11,16
795,145.01,145.01,-10.3,11,16
796,160,160,-1450.5,11,16
797,180,180,-886.9,11,16
798,180.3,180.3,-70.1,11,16
799,0,0,-14268.7,11,17
800,0.1,0.1,-1,11,17
801,0.6,0.6,-11.2,11,17
802,1,1,-4.7,11,17
803,3.02,3.02,-17,11,17
804,5,5,-300,11,17
805,10.4,10.4,-87.3,11,17
806,13,13,-1.1,11,17
807,14.01,14.01,-72,11,17
808,15,15,-0.1,11,17
809,15.5,15.5,-27,11,17
810,16,16,-27.5,11,17
811,16.15,16.15,-30,11,17
812,18,18,-50,11,17
813,18.01,18.01,-114,11,17
814,20,20,-83,11,17
815,20.03,20.03,-12,11,17
816,21,21,-7.9,11,17
817,21.15,21.15,-25,11,17
818,23.34,23.34,-83,11,17
819,24,24,-4.8,11,17
820,24.58,24.58,-150,11,17
821,26,26,-4.9,11,17
822,26.15,26.15,-25,11,17
823,26.69,26.69,-83,11,17
824,26.8,26.8,-6.8,11,17
825,28.02,28.02,-28,11,17
826,29.01,29.01,-80,11,17
827,30,30,-80,11,17
828,30.01,30.01,-20,11,17
829,30.03,30.03,-82.9,11,17
830,32,32,-109.2,11,17
831,32.03,32.03,-34,11,17
