"H","PH","QH","TH","MP","AR","LH","VH"
101,37.3125,-600,18,182,0.6,11,99.5
102,37.3125,-159.1,18,182,0,11,99.5
103,37.3125,-600,19,182,0.6,11,99.5
104,37.3125,-159.7,19,182,0,11,99.5
105,37.3125,-600,20,182,0.6,11,99.5
106,37.3125,-161.6,20,182,0,11,99.5
107,37.3125,-600,21,182,0.6,11,99.5
108,37.3125,-163.3,21,182,0,11,99.5
109,37.3125,-600,22,182,0.6,11,99.5
110,37.3125,-163.7,22,182,0,11,99.5
111,37.3125,-150,23,182,0.6,11,99.5
112,37.3125,-450,23,182,0,11,99.5
113,37.3125,-164.9,23,182,0,11,99.5
114,37.3125,-150,24,182,0.6,11,99.5
115,37.3125,-450,24,182,0,11,99.5
116,37.3125,-165.6,24,182,0,11,99.5
117,67.6125,-785.2,1,183,0.6,11,49
118,67.6125,-785.2,2,183,0.6,11,49
119,67.6125,-785.2,3,183,0.6,11,49
120,67.6125,-785.2,4,183,0.6,11,49
121,67.6125,-785.2,5,183,0.6,11,49
122,18.375,-30,6,183,0.6,11,49
123,67.6125,-755.2,6,183,0,11,49
124,18.375,-135,7,183,0.6,11,49
125,67.6125,-650.2,7,183,0,11,49
126,18.375,-230,8,183,0.6,11,49
127,67.6125,-555.2,8,183,0,11,49
128,18.375,-340,9,183,0.6,11,49
129,67.6125,-445.2,9,183,0,11,49
130,18.375,-445,10,183,0.6,11,49
131,18.375,-15,10,183,0,11,49
132,18.5625,-20,10,183,0,11,49
133,18.675,-40,10,183,0,11,49
134,18.75,-40,10,183,0,11,49
135,18.9375,-40,10,183,0,11,49
136,19.125,-50,10,183,0,11,49
137,19.5,-50,10,183,0,11,49
138,67.6125,-85.2,10,183,0,11,49
139,18.375,-445,11,183,0.6,11,49
140,18.375,-15,11,183,0,11,49
141,18.375,-20,11,183,0,11,49
142,18.5625,-40,11,183,0,11,49
143,18.75,-40,11,183,0,11,49
144,18.9375,-40,11,183,0,11,49
145,19.125,-50,11,183,0,11,49
146,19.5,-50,11,183,0,11,49
147,67.6125,-85.2,11,183,0,11,49
148,18.375,-445,12,183,0.6,11,49
149,18.375,-15,12,183,0,11,49
150,18.375,-20,12,183,0,11,49
151,18.5625,-40,12,183,0,11,49
152,18.75,-40,12,183,0,11,49
153,18.9375,-40,12,183,0,11,49
154,19.125,-50,12,183,0,11,49
155,19.5,-50,12,183,0,11,49
156,67.6125,-85.2,12,183,0,11,49
157,18.375,-445,13,183,0.6,11,49
158,18.375,-15,13,183,0,11,49
159,18.375,-20,13,183,0,11,49
160,18.5625,-40,13,183,0,11,49
161,18.75,-40,13,183,0,11,49
162,18.9375,-40,13,183,0,11,49
163,19.125,-50,13,183,0,11,49
164,19.5,-50,13,183,0,11,49
165,67.6125,-85.2,13,183,0,11,49
166,18.375,-445,14,183,0.6,11,49
167,18.375,-15,14,183,0,11,49
168,18.375,-20,14,183,0,11,49
169,18.5625,-40,14,183,0,11,49
170,18.75,-40,14,183,0,11,49
171,18.9375,-40,14,183,0,11,49
172,19.125,-50,14,183,0,11,49
173,19.5,-50,14,183,0,11,49
174,67.6125,-85.2,14,183,0,11,49
175,18.375,-445,15,183,0.6,11,49
176,18.375,-15,15,183,0,11,49
177,18.375,-20,15,183,0,11,49
178,18.5625,-40,15,183,0,11,49
179,18.75,-40,15,183,0,11,49
180,18.9375,-40,15,183,0,11,49
181,19.125,-50,15,183,0,11,49
182,19.5,-50,15,183,0,11,49
183,67.6125,-85.2,15,183,0,11,49
184,18.375,-445,16,183,0.6,11,49
185,18.375,-15,16,183,0,11,49
186,18.375,-20,16,183,0,11,49
187,18.5625,-40,16,183,0,11,49
188,18.75,-40,16,183,0,11,49
189,18.9375,-40,16,183,0,11,49
190,19.125,-50,16,183,0,11,49
191,19.5,-50,16,183,0,11,49
192,67.6125,-85.2,16,183,0,11,49
193,18.375,-445,17,183,0.6,11,49
194,18.375,-15,17,183,0,11,49
195,18.375,-20,17,183,0,11,49
196,18.5625,-40,17,183,0,11,49
197,18.75,-40,17,183,0,11,49
198,18.9375,-40,17,183,0,11,49
199,19.125,-50,17,183,0,11,49
200,19.5,-50,17,183,0,11,49
201,67.6125,-85.2,17,183,0,11,49
202,18.375,-445,18,183,0.6,11,49
203,18.375,-15,18,183,0,11,49
204,18.375,-20,18,183,0,11,49
205,18.5625,-40,18,183,0,11,49
206,18.75,-40,18,183,0,11,49
207,18.9375,-40,18,183,0,11,49
208,19.125,-50,18,183,0,11,49
209,19.5,-50,18,183,0,11,49
210,67.6125,-85.2,18,183,0,11,49
211,18.375,-445,19,183,0.6,11,49
212,18.375,-15,19,183,0,11,49
213,18.375,-20,19,183,0,11,49
214,18.5625,-40,19,183,0,11,49
215,18.75,-40,19,183,0,11,49
216,18.9375,-40,19,183,0,11,49
217,19.125,-50,19,183,0,11,49
218,19.5,-50,19,183,0,11,49
219,67.6125,-85.2,19,183,0,11,49
220,18.375,-445,20,183,0.6,11,49
221,18.375,-15,20,183,0,11,49
222,18.375,-20,20,183,0,11,49
223,18.5625,-40,20,183,0,11,49
224,18.75,-40,20,183,0,11,49
225,18.9375,-40,20,183,0,11,49
226,19.125,-50,20,183,0,11,49
227,19.5,-50,20,183,0,11,49
228,67.6125,-85.2,20,183,0,11,49
229,18.375,-445,21,183,0.6,11,49
230,18.375,-15,21,183,0,11,49
231,18.375,-20,21,183,0,11,49
232,18.5625,-40,21,183,0,11,49
233,18.75,-40,21,183,0,11,49
234,18.9375,-40,21,183,0,11,49
235,19.125,-50,21,183,0,11,49
236,19.5,-50,21,183,0,11,49
237,67.6125,-85.2,21,183,0,11,49
238,18.375,-445,22,183,0.6,11,49
239,18.375,-15,22,183,0,11,49
240,18.375,-20,22,183,0,11,49
241,18.5625,-40,22,183,0,11,49
242,18.75,-40,22,183,0,11,49
243,18.9375,-40,22,183,0,11,49
244,19.125,-50,22,183,0,11,49
245,19.5,-50,22,183,0,11,49
246,67.6125,-85.2,22,183,0,11,49
247,18.375,-445,23,183,0.6,11,49
248,18.375,-15,23,183,0,11,49
249,18.375,-20,23,183,0,11,49
250,18.5625,-40,23,183,0,11,49
251,18.75,-40,23,183,0,11,49
252,18.9375,-40,23,183,0,11,49
253,19.125,-50,23,183,0,11,49
254,19.5,-50,23,183,0,11,49
255,67.6125,-85.2,23,183,0,11,49
256,18.375,-445,24,183,0.6,11,49
257,18.375,-15,24,183,0,11,49
258,18.375,-20,24,183,0,11,49
259,18.5625,-40,24,183,0,11,49
260,18.75,-40,24,183,0,11,49
261,18.9375,-40,24,183,0,11,49
262,19.125,-50,24,183,0,11,49
263,19.5,-50,24,183,0,11,49
264,67.6125,-85.2,24,183,0,11,49
265,67.6125,-408.6,1,184,0.6,11,97
266,67.6125,-408.6,2,184,0.6,11,97
267,67.6125,-408.6,3,184,0.6,11,97
268,67.6125,-408.6,4,184,0.6,11,97
269,67.6125,-408.6,5,184,0.6,11,97
270,67.6125,-408.6,6,184,0.6,11,97
271,36.375,-40,7,184,0.6,11,97
272,67.6125,-368.6,7,184,0,11,97
273,36.375,-100,8,184,0.6,11,97
274,67.6125,-308.6,8,184,0,11,97
275,36.375,-165,9,184,0.6,11,97
276,67.6125,-243.6,9,184,0,11,97
277,36.375,-180,10,184,0.6,11,97
278,36.375,-45.7,10,184,0,11,97
279,36.375,-45.7,10,184,0,11,97
280,36.375,-45.7,10,184,0,11,97
281,36.375,-45.7,10,184,0,11,97
282,36.375,-45.8,10,184,0,11,97
283,36.375,-180,11,184,0.6,11,97
284,36.375,-45.7,11,184,0,11,97
285,36.375,-45.7,11,184,0,11,97
286,36.375,-45.7,11,184,0,11,97
287,36.375,-45.7,11,184,0,11,97
288,36.375,-45.8,11,184,0,11,97
289,36.375,-180,12,184,0.6,11,97
290,36.375,-45.7,12,184,0,11,97
291,36.375,-45.7,12,184,0,11,97
292,36.375,-45.7,12,184,0,11,97
293,36.375,-45.7,12,184,0,11,97
294,36.375,-45.8,12,184,0,11,97
295,36.375,-180,13,184,0.6,11,97
296,36.375,-45.7,13,184,0,11,97
297,36.375,-45.7,13,184,0,11,97
298,36.375,-45.7,13,184,0,11,97
299,36.375,-45.7,13,184,0,11,97
300,36.375,-45.8,13,184,0,11,97
301,36.375,-180,14,184,0.6,11,97
302,36.375,-45.7,14,184,0,11,97
303,36.375,-45.7,14,184,0,11,97
304,36.375,-45.7,14,184,0,11,97
305,36.375,-45.7,14,184,0,11,97
306,36.375,-45.8,14,184,0,11,97
307,36.375,-180,15,184,0.6,11,97
308,36.375,-45.7,15,184,0,11,97
309,36.375,-45.7,15,184,0,11,97
310,36.375,-45.7,15,184,0,11,97
311,36.375,-45.7,15,184,0,11,97
312,36.375,-45.8,15,184,0,11,97
313,36.375,-180,16,184,0.6,11,97
314,36.375,-45.7,16,184,0,11,97
315,36.375,-45.7,16,184,0,11,97
316,36.375,-45.7,16,184,0,11,97
317,36.375,-45.7,16,184,0,11,97
318,36.375,-45.8,16,184,0,11,97
319,36.375,-180,17,184,0.6,11,97
320,36.375,-45.7,17,184,0,11,97
321,36.375,-45.7,17,184,0,11,97
322,36.375,-45.7,17,184,0,11,97
323,36.375,-45.7,17,184,0,11,97
324,36.375,-45.8,17,184,0,11,97
325,36.375,-180,18,184,0.6,11,97
326,36.375,-45.7,18,184,0,11,97
327,36.375,-45.7,18,184,0,11,97
328,36.375,-45.7,18,184,0,11,97
329,36.375,-45.7,18,184,0,11,97
330,36.375,-45.8,18,184,0,11,97
331,36.375,-180,19,184,0.6,11,97
332,36.375,-45.7,19,184,0,11,97
333,36.375,-45.7,19,184,0,11,97
334,36.375,-45.7,19,184,0,11,97
335,36.375,-45.7,19,184,0,11,97
336,36.375,-45.8,19,184,0,11,97
337,36.375,-180,20,184,0.6,11,97
338,36.375,-45.7,20,184,0,11,97
339,36.375,-45.7,20,184,0,11,97
340,36.375,-45.7,20,184,0,11,97
341,36.375,-45.7,20,184,0,11,97
342,36.375,-45.8,20,184,0,11,97
343,36.375,-180,21,184,0.6,11,97
344,36.375,-45.7,21,184,0,11,97
345,36.375,-45.7,21,184,0,11,97
346,36.375,-45.7,21,184,0,11,97
347,36.375,-45.7,21,184,0,11,97
348,36.375,-45.8,21,184,0,11,97
349,36.375,-180,22,184,0.6,11,97
350,36.375,-45.7,22,184,0,11,97
351,36.375,-45.7,22,184,0,11,97
352,36.375,-45.7,22,184,0,11,97
353,36.375,-45.7,22,184,0,11,97
354,36.375,-45.8,22,184,0,11,97
355,36.375,-80,23,184,0.6,11,97
356,67.6125,-328.6,23,184,0,11,97
357,67.6125,-408.6,24,184,0.6,11,97
358,67.6125,-408.4,1,185,0.6,11,180.3
359,67.6125,-408.4,2,185,0.6,11,180.3
360,67.6125,-408.4,3,185,0.6,11,180.3
361,67.6125,-408.4,4,185,0.6,11,180.3
362,67.6125,-408.4,5,185,0.6,11,180.3
363,67.6125,-408.4,6,185,0.6,11,180.3
364,67.6125,-10,7,185,0.6,11,180.3
365,67.6125,-398.4,7,185,0,11,180.3
366,67.6125,-110,8,185,0.6,11,180.3
367,67.6125,-298.4,8,185,0,11,180.3
368,67.6125,-390,9,185,0.6,11,180.3
369,67.6125,-18.4,9,185,0,11,180.3
370,67.6125,-390,10,185,0.6,11,180.3
371,67.6125,-18.4,10,185,0,11,180.3
372,67.6125,-390,11,185,0.6,11,180.3
373,67.6125,-18.4,11,185,0,11,180.3
374,67.6125,-390,12,185,0.6,11,180.3
375,67.6125,-18.4,12,185,0,11,180.3
376,67.6125,-390,13,185,0.6,11,180.3
377,67.6125,-18.4,13,185,0,11,180.3
378,67.6125,-390,14,185,0.6,11,180.3
379,67.6125,-18.4,14,185,0,11,180.3
380,67.6125,-390,15,185,0.6,11,180.3
381,67.6125,-18.4,15,185,0,11,180.3
382,67.6125,-390,16,185,0.6,11,180.3
383,67.6125,-18.4,16,185,0,11,180.3
384,67.6125,-390,17,185,0.6,11,180.3
385,67.6125,-18.4,17,185,0,11,180.3
386,67.6125,-390,18,185,0.6,11,180.3
387,67.6125,-18.4,18,185,0,11,180.3
388,67.6125,-390,19,185,0.6,11,180.3
389,67.6125,-18.4,19,185,0,11,180.3
390,67.6125,-390,20,185,0.6,11,180.3
391,67.6125,-18.4,20,185,0,11,180.3
392,67.6125,-390,21,185,0.6,11,180.3
393,67.6125,-18.4,21,185,0,11,180.3
394,67.6125,-390,22,185,0.6,11,180.3
395,67.6125,-18.4,22,185,0,11,180.3
396,67.6125,-150,23,185,0.6,11,180.3
397,67.6125,-258.4,23,185,0,11,180.3
398,67.6125,-408.4,24,185,0.6,11,180.3
399,67.6125,-402,1,186,0.6,11,105
400,67.6125,-402,2,186,0.6,11,105
401,67.6125,-402,3,186,0.6,11,105
402,67.6125,-402,4,186,0.6,11,105
403,67.6125,-402,5,186,0.6,11,105
404,67.6125,-402,6,186,0.6,11,105
405,67.6125,-402,7,186,0.6,11,105
406,67.6125,-402,8,186,0.6,11,105
407,67.6125,-402,9,186,0.6,11,105
408,67.6125,-402,10,186,0.6,11,105
409,67.6125,-402,11,186,0.6,11,105
410,67.6125,-402,12,186,0.6,11,105
411,67.6125,-402,13,186,0.6,11,105
412,67.6125,-402,14,186,0.6,11,105
413,67.6125,-402,15,186,0.6,11,105
414,39.375,-44,16,186,0.6,11,105
415,67.6125,-358,16,186,0,11,105
416,39.375,-75,17,186,0.6,11,105
417,67.6125,-327,17,186,0,11,105
418,39.375,-171,18,186,0.6,11,105
419,67.6125,-231,18,186,0,11,105
420,39.375,-390,19,186,0.6,11,105
421,67.6125,-12,19,186,0,11,105
422,39.375,-390,20,186,0.6,11,105
423,67.6125,-12,20,186,0,11,105
424,39.375,-390,21,186,0.6,11,105
425,67.6125,-12,21,186,0,11,105
426,39.375,-390,22,186,0.6,11,105
427,67.6125,-12,22,186,0,11,105
428,39.375,-35,23,186,0.6,11,105
429,67.6125,-367,23,186,0,11,105
430,67.6125,-402,24,186,0.6,11,105
431,63.75,-235,1,187,0.6,11,45.5
432,63.7875,-25,1,187,0,11,45.5
433,63.825,-22,1,187,0,11,45.5
434,63.8625,-22,1,187,0,11,45.5
435,63.9,-21,1,187,0,11,45.5
436,67.6125,-26,1,187,0,11,45.5
437,63.75,-235,2,187,0.6,11,45.5
438,63.7875,-25,2,187,0,11,45.5
439,63.825,-22,2,187,0,11,45.5
440,63.8625,-22,2,187,0,11,45.5
441,63.9,-21,2,187,0,11,45.5
442,67.6125,-26,2,187,0,11,45.5
443,63.75,-235,3,187,0.6,11,45.5
444,63.7875,-25,3,187,0,11,45.5
445,63.825,-22,3,187,0,11,45.5
446,63.8625,-22,3,187,0,11,45.5
447,63.9,-21,3,187,0,11,45.5
448,67.6125,-26,3,187,0,11,45.5
449,63.75,-235,4,187,0.6,11,45.5
450,63.7875,-25,4,187,0,11,45.5
451,63.825,-22,4,187,0,11,45.5
452,63.8625,-22,4,187,0,11,45.5
453,63.9,-21,4,187,0,11,45.5
454,67.6125,-26,4,187,0,11,45.5
455,63.75,-235,5,187,0.6,11,45.5
456,63.7875,-25,5,187,0,11,45.5
457,63.825,-22,5,187,0,11,45.5
458,63.8625,-22,5,187,0,11,45.5
459,63.9,-21,5,187,0,11,45.5
460,67.6125,-26,5,187,0,11,45.5
461,63.75,-235,6,187,0.6,11,45.5
462,63.7875,-25,6,187,0,11,45.5
463,63.825,-22,6,187,0,11,45.5
464,63.8625,-22,6,187,0,11,45.5
465,63.9,-21,6,187,0,11,45.5
466,67.6125,-26,6,187,0,11,45.5
467,63.75,-235,7,187,0.6,11,45.5
468,63.7875,-25,7,187,0,11,45.5
469,63.825,-22,7,187,0,11,45.5
470,63.8625,-22,7,187,0,11,45.5
471,63.9,-21,7,187,0,11,45.5
472,67.6125,-26,7,187,0,11,45.5
473,17.0625,-235,8,187,0.6,11,45.5
474,17.0625,-25,8,187,0,11,45.5
475,17.36625,-22,8,187,0,11,45.5
476,17.55375,-22,8,187,0,11,45.5
477,18.86625,-21,8,187,0,11,45.5
478,67.6125,-26,8,187,0,11,45.5
479,17.0625,-235,9,187,0.6,11,45.5
480,17.0625,-25,9,187,0,11,45.5
481,17.36625,-22,9,187,0,11,45.5
482,17.55375,-22,9,187,0,11,45.5
483,18.86625,-21,9,187,0,11,45.5
484,67.6125,-26,9,187,0,11,45.5
485,17.0625,-235,10,187,0.6,11,45.5
486,17.0625,-25,10,187,0,11,45.5
487,17.36625,-22,10,187,0,11,45.5
488,17.55375,-22,10,187,0,11,45.5
489,18.86625,-21,10,187,0,11,45.5
490,67.6125,-26,10,187,0,11,45.5
491,17.0625,-235,11,187,0.6,11,45.5
492,17.0625,-25,11,187,0,11,45.5
493,17.36625,-22,11,187,0,11,45.5
494,17.55375,-22,11,187,0,11,45.5
495,18.86625,-21,11,187,0,11,45.5
496,67.6125,-26,11,187,0,11,45.5
497,17.0625,-235,12,187,0.6,11,45.5
498,17.0625,-25,12,187,0,11,45.5
499,17.36625,-22,12,187,0,11,45.5
500,17.55375,-22,12,187,0,11,45.5
501,18.86625,-21,12,187,0,11,45.5
502,67.6125,-26,12,187,0,11,45.5
503,17.0625,-235,13,187,0.6,11,45.5
504,17.0625,-25,13,187,0,11,45.5
505,17.36625,-22,13,187,0,11,45.5
506,17.55375,-22,13,187,0,11,45.5
507,18.86625,-21,13,187,0,11,45.5
508,67.6125,-26,13,187,0,11,45.5
509,17.0625,-235,14,187,0.6,11,45.5
510,17.0625,-25,14,187,0,11,45.5
511,17.36625,-22,14,187,0,11,45.5
512,17.55375,-22,14,187,0,11,45.5
513,18.86625,-21,14,187,0,11,45.5
514,67.6125,-26,14,187,0,11,45.5
515,17.0625,-235,15,187,0.6,11,45.5
516,17.0625,-25,15,187,0,11,45.5
517,17.36625,-22,15,187,0,11,45.5
518,17.74125,-22,15,187,0,11,45.5
519,18.86625,-21,15,187,0,11,45.5
520,67.6125,-26,15,187,0,11,45.5
521,17.0625,-235,16,187,0.6,11,45.5
522,17.0625,-25,16,187,0,11,45.5
523,17.36625,-22,16,187,0,11,45.5
524,17.74125,-22,16,187,0,11,45.5
525,18.86625,-21,16,187,0,11,45.5
526,67.6125,-26,16,187,0,11,45.5
527,17.0625,-235,17,187,0.6,11,45.5
528,17.0625,-25,17,187,0,11,45.5
529,17.36625,-22,17,187,0,11,45.5
530,17.74125,-22,17,187,0,11,45.5
531,18.86625,-21,17,187,0,11,45.5
532,67.6125,-26,17,187,0,11,45.5
533,17.0625,-235,18,187,0.6,11,45.5
534,17.0625,-25,18,187,0,11,45.5
535,17.36625,-22,18,187,0,11,45.5
536,17.74125,-22,18,187,0,11,45.5
537,18.86625,-21,18,187,0,11,45.5
538,67.6125,-26,18,187,0,11,45.5
539,17.0625,-235,19,187,0.6,11,45.5
540,17.0625,-25,19,187,0,11,45.5
541,17.36625,-22,19,187,0,11,45.5
542,17.74125,-22,19,187,0,11,45.5
543,18.86625,-21,19,187,0,11,45.5
544,67.6125,-26,19,187,0,11,45.5
545,17.0625,-235,20,187,0.6,11,45.5
546,17.0625,-25,20,187,0,11,45.5
547,17.36625,-22,20,187,0,11,45.5
548,17.55375,-22,20,187,0,11,45.5
549,18.86625,-21,20,187,0,11,45.5
550,67.6125,-26,20,187,0,11,45.5
551,17.0625,-235,21,187,0.6,11,45.5
552,17.0625,-25,21,187,0,11,45.5
553,17.36625,-22,21,187,0,11,45.5
554,17.55375,-22,21,187,0,11,45.5
555,18.86625,-21,21,187,0,11,45.5
556,67.6125,-26,21,187,0,11,45.5
557,17.0625,-235,22,187,0.6,11,45.5
558,17.0625,-25,22,187,0,11,45.5
559,17.36625,-22,22,187,0,11,45.5
560,17.55375,-22,22,187,0,11,45.5
561,18.86625,-21,22,187,0,11,45.5
562,67.6125,-26,22,187,0,11,45.5
563,17.0625,-235,23,187,0.6,11,45.5
564,17.0625,-25,23,187,0,11,45.5
565,17.36625,-22,23,187,0,11,45.5
566,17.55375,-22,23,187,0,11,45.5
567,18.86625,-21,23,187,0,11,45.5
568,67.6125,-26,23,187,0,11,45.5
569,17.0625,-235,24,187,0.6,11,45.5
570,17.0625,-25,24,187,0,11,45.5
571,17.36625,-22,24,187,0,11,45.5
572,17.74125,-22,24,187,0,11,45.5
573,18.86625,-21,24,187,0,11,45.5
574,67.6125,-26,24,187,0,11,45.5
575,16.125,-322,1,188,0.6,11,43
576,16.125,-28,1,188,0,11,43
577,17.01,-55,1,188,0,11,43
578,17.7975,-55,1,188,0,11,43
579,17.985,-55,1,188,0,11,43
580,67.6125,-21,1,188,0,11,43
581,16.125,-321,2,188,0.6,11,43
582,16.125,-29,2,188,0,11,43
583,17.01,-55,2,188,0,11,43
584,17.7975,-55,2,188,0,11,43
585,17.985,-55,2,188,0,11,43
586,67.6125,-21,2,188,0,11,43
587,16.125,-320,3,188,0.6,11,43
588,16.125,-30,3,188,0,11,43
589,17.01,-55,3,188,0,11,43
590,17.7975,-55,3,188,0,11,43
591,17.985,-55,3,188,0,11,43
592,67.6125,-21,3,188,0,11,43
593,16.125,-320,4,188,0.6,11,43
594,16.125,-30,4,188,0,11,43
595,17.01,-55,4,188,0,11,43
596,17.7975,-55,4,188,0,11,43
597,17.985,-55,4,188,0,11,43
598,67.6125,-21,4,188,0,11,43
599,16.125,-320,5,188,0.6,11,43
600,16.125,-30,5,188,0,11,43
601,17.01,-55,5,188,0,11,43
602,17.7975,-55,5,188,0,11,43
603,17.985,-55,5,188,0,11,43
604,67.6125,-21,5,188,0,11,43
605,16.125,-320,6,188,0.6,11,43
606,16.125,-30,6,188,0,11,43
607,17.01,-55,6,188,0,11,43
608,17.7975,-55,6,188,0,11,43
609,17.985,-55,6,188,0,11,43
610,67.6125,-21,6,188,0,11,43
611,16.125,-320,7,188,0.6,11,43
612,16.125,-30,7,188,0,11,43
613,17.01,-55,7,188,0,11,43
614,17.7975,-55,7,188,0,11,43
615,17.985,-55,7,188,0,11,43
616,67.6125,-21,7,188,0,11,43
617,16.125,-320,8,188,0.6,11,43
618,16.125,-30,8,188,0,11,43
619,17.01,-55,8,188,0,11,43
620,17.7975,-55,8,188,0,11,43
621,17.985,-55,8,188,0,11,43
622,67.6125,-21,8,188,0,11,43
623,16.125,-320,9,188,0.6,11,43
624,16.125,-30,9,188,0,11,43
625,17.01,-55,9,188,0,11,43
626,17.7975,-55,9,188,0,11,43
627,17.985,-55,9,188,0,11,43
628,67.6125,-21,9,188,0,11,43
629,16.125,-320,10,188,0.6,11,43
630,16.125,-30,10,188,0,11,43
631,17.01,-55,10,188,0,11,43
632,17.7975,-55,10,188,0,11,43
633,17.985,-55,10,188,0,11,43
634,67.6125,-21,10,188,0,11,43
635,16.125,-320,11,188,0.6,11,43
636,16.125,-30,11,188,0,11,43
637,17.01,-55,11,188,0,11,43
638,17.7975,-55,11,188,0,11,43
639,17.985,-55,11,188,0,11,43
640,67.6125,-21,11,188,0,11,43
641,16.125,-320,12,188,0.6,11,43
